"dgp","method","mean_mse","sd_mse","se_mse","median_mse","mean_rmse","K_smooth","mean_edf","mean_edf_ceiling","mean_edf_ratio","fraction_binding_90","fraction_binding_95","error_design","rho","source_file","n","T","K_smooth_file","configuration","rmse_times_100"
"linear","mgcv::bam FD",9.29098094561103e-05,0.000110866395539031,3.5059032587647e-06,5.40428159065582e-05,0.00805042375688507,10,1.48094999466076,9,0.164549999406751,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,10,"n=200, T=8",0.805042375688507
"quadratic","linear FE",0.00349174150277907,0.000229632196081517,7.26160763723986e-06,0.0034653664037756,0.0590600681929323,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,10,"n=200, T=8",5.90600681929323
"quadratic","linear FD",0.00347882096232184,0.000218170057622217,6.89914299336385e-06,0.00345538191514204,0.0589535029308039,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,10,"n=200, T=8",5.89535029308039
"quadratic","spline FE, fixed K",0.000317872972375044,0.000184440241906883,5.83251256618189e-06,0.000278999041683942,0.0171349134814569,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,10,"n=200, T=8",1.71349134814569
"quadratic","FD spline, fixed K",0.000247845370970805,0.000145939140536203,4.6150008386181e-06,0.000220093090837792,0.0151148868551831,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,10,"n=200, T=8",1.51148868551831
"quadratic","mgcv::bam FE",0.000199147318323104,0.000158344254663906,5.00728499139682e-06,0.00015519614706962,0.013192413448935,10,4.2353900557517,9,0.470598895083522,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,10,"n=200, T=8",1.3192413448935
"quadratic","mgcv::bam RE",0.00020020581601812,0.000156197433746668,4.93939655312718e-06,0.000157338079354467,0.0132495731601319,10,4.23582206066067,9,0.470646895628963,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,10,"n=200, T=8",1.32495731601319
"quadratic","mgcv::bam FD",0.000163359083818741,0.0001223863990183,3.87019775524023e-06,0.000132092224578184,0.0120123722958212,10,4.68628019543142,9,0.52069779949238,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,10,"n=200, T=8",1.20123722958212
"sin_2pi","linear FE",0.230413239602272,0.0072140429123005,0.000228128067410639,0.23022371780682,0.479955059630746,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,10,"n=200, T=8",47.9955059630746
"sin_2pi","linear FD",0.230599099983806,0.00743047640201224,0.000234972295304916,0.230208474831779,0.480145250530068,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,10,"n=200, T=8",48.0145250530068
"sin_2pi","spline FE, fixed K",0.000320453295664667,0.00018267660296509,5.77674140591954e-06,0.000288343878993469,0.0172331219097441,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,10,"n=200, T=8",1.72331219097441
"sin_2pi","FD spline, fixed K",0.000255534615617536,0.000140863428574156,4.45449273314778e-06,0.000235102857315229,0.0154110588745772,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,10,"n=200, T=8",1.54110588745772
"sin_2pi","mgcv::bam FE",0.00036939983332422,0.000189179188807363,5.98237122534298e-06,0.000336622499533527,0.0186360008388631,10,8.67044102595142,9,0.963382336216825,1,1,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,10,"n=200, T=8",1.86360008388631
"sin_2pi","mgcv::bam RE",0.000451641436915161,0.000909695899065667,2.87671101916215e-05,0.000340293615453459,0.0193488417649324,10,8.66452598861733,9,0.962725109846371,0.992,0.992,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,10,"n=200, T=8",1.93488417649324
"sin_2pi","mgcv::bam FD",0.00030002081518613,0.00014909912591162,4.71492835020947e-06,0.0002777885365225,0.016808691312882,10,8.77798068997146,9,0.975331187774607,1,1,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,10,"n=200, T=8",1.6808691312882
"linear","linear FE",9.49206179156355e-05,0.000139049782085107,4.39714019539017e-06,4.12176478173468e-05,0.00771979470151943,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,20,"n=200, T=8",0.771979470151943
"linear","linear FD",7.22738538457635e-05,9.93110454933627e-05,3.14049100571626e-06,3.32786481893218e-05,0.00680040651089717,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,20,"n=200, T=8",0.680040651089717
"linear","spline FE, fixed K",0.000317974693989617,0.000198495865291472,6.27699040447014e-06,0.000267159406485893,0.0170422048880468,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,20,"n=200, T=8",1.70422048880468
"linear","FD spline, fixed K",0.000246758856249966,0.000147690265617546,4.670376275867e-06,0.000217762993960208,0.0150372355631803,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,20,"n=200, T=8",1.50372355631803
"linear","mgcv::bam FE",0.000115929830688711,0.000153665657743966,4.85933476618825e-06,5.64086623772389e-05,0.0088188362837692,20,1.3301768819645,19,0.0700093095770791,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,20,"n=200, T=8",0.88188362837692
"linear","mgcv::bam RE",0.000116681501459527,0.000157484394081268,4.98009381228347e-06,5.73178351367341e-05,0.00883854001947286,20,1.33169403362885,19,0.0700891596646765,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,20,"n=200, T=8",0.883854001947286
"linear","mgcv::bam FD",9.33554752017421e-05,0.00011110873442207,3.51356668712494e-06,5.50099274173767e-05,0.00807212571031872,20,1.4988134777344,19,0.0788849198807578,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,20,"n=200, T=8",0.807212571031872
"quadratic","linear FE",0.00349174150277907,0.000229632196081517,7.26160763723986e-06,0.0034653664037756,0.0590600681929323,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,20,"n=200, T=8",5.90600681929323
"quadratic","linear FD",0.00347882096232184,0.000218170057622217,6.89914299336385e-06,0.00345538191514204,0.0589535029308039,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,20,"n=200, T=8",5.89535029308039
"quadratic","spline FE, fixed K",0.000317872972375044,0.000184440241906883,5.83251256618189e-06,0.000278999041683942,0.0171349134814569,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,20,"n=200, T=8",1.71349134814569
"quadratic","FD spline, fixed K",0.000247845370970805,0.000145939140536203,4.6150008386181e-06,0.000220093090837792,0.0151148868551831,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,20,"n=200, T=8",1.51148868551831
"quadratic","mgcv::bam FE",0.000199264594760084,0.000158393079668382,5.00882897360596e-06,0.000154877687316803,0.013197509258406,20,4.32824928236545,19,0.227802593808708,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,20,"n=200, T=8",1.3197509258406
"quadratic","mgcv::bam RE",0.000200313264956036,0.000156203707880851,4.93959495867082e-06,0.000156959599727475,0.0132541739405277,20,4.32867631482738,19,0.227825069201441,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,20,"n=200, T=8",1.32541739405277
"quadratic","mgcv::bam FD",0.000164125546559123,0.000122736997889416,3.88128466501835e-06,0.000132662375887606,0.0120408783805719,20,4.84680161649749,19,0.25509482192092,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,20,"n=200, T=8",1.20408783805719
"sin_2pi","linear FE",0.230413239602272,0.0072140429123005,0.000228128067410639,0.23022371780682,0.479955059630746,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,20,"n=200, T=8",47.9955059630746
"sin_2pi","linear FD",0.230599099983806,0.00743047640201224,0.000234972295304916,0.230208474831779,0.480145250530068,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,20,"n=200, T=8",48.0145250530068
"sin_2pi","spline FE, fixed K",0.000320453295664667,0.00018267660296509,5.77674140591954e-06,0.000288343878993469,0.0172331219097441,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,20,"n=200, T=8",1.72331219097441
"sin_2pi","FD spline, fixed K",0.000255534615617536,0.000140863428574156,4.45449273314778e-06,0.000235102857315229,0.0154110588745772,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,20,"n=200, T=8",1.54110588745772
"sin_2pi","mgcv::bam FE",0.000441389291531772,0.000197848327146495,6.25651345037045e-06,0.000407361753680332,0.0205219261054263,20,12.7445738101927,19,0.670767042641724,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,20,"n=200, T=8",2.05219261054263
"sin_2pi","mgcv::bam RE",0.000443820841466434,0.000201907269913571,6.38486849073274e-06,0.000410190228517474,0.0205621736255556,20,12.7447996331953,19,0.67077892806291,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,20,"n=200, T=8",2.05621736255556
"sin_2pi","mgcv::bam FD",0.000378713295606348,0.000161220176065391,5.09822961139998e-06,0.000352070370002638,0.0190376318604798,20,13.7048357214357,19,0.72130714323346,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,20,"n=200, T=8",1.90376318604798
"linear","linear FE",9.49206179156355e-05,0.000139049782085107,4.39714019539017e-06,4.12176478173468e-05,0.00771979470151943,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,40,"n=200, T=8",0.771979470151943
"linear","linear FD",7.22738538457635e-05,9.93110454933627e-05,3.14049100571626e-06,3.32786481893218e-05,0.00680040651089717,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,40,"n=200, T=8",0.680040651089717
"linear","spline FE, fixed K",0.000317974693989617,0.000198495865291472,6.27699040447014e-06,0.000267159406485893,0.0170422048880468,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,40,"n=200, T=8",1.70422048880468
"linear","FD spline, fixed K",0.000246758856249966,0.000147690265617546,4.670376275867e-06,0.000217762993960208,0.0150372355631803,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,40,"n=200, T=8",1.50372355631803
"linear","mgcv::bam FE",0.000115829904314816,0.000153302552769115,4.84785237868556e-06,5.65716140714516e-05,0.0088169454644564,40,1.33035156624464,39,0.0341115786216575,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,40,"n=200, T=8",0.88169454644564
"linear","mgcv::bam RE",0.000116975312592125,0.000157497046547092,4.98049391838367e-06,5.73153699007986e-05,0.00884904634778921,40,1.34627218982948,39,0.0345197997392173,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,40,"n=200, T=8",0.884904634778921
"linear","mgcv::bam FD",9.33355270855399e-05,0.000111064654726558,3.51217276476109e-06,5.49994868561941e-05,0.00807166305719026,40,1.50030658663139,39,0.0384693996572152,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,40,"n=200, T=8",0.807166305719026
"quadratic","linear FE",0.00349174150277907,0.000229632196081517,7.26160763723986e-06,0.0034653664037756,0.0590600681929323,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,40,"n=200, T=8",5.90600681929323
"quadratic","linear FD",0.00347882096232184,0.000218170057622217,6.89914299336385e-06,0.00345538191514204,0.0589535029308039,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,40,"n=200, T=8",5.89535029308039
"quadratic","spline FE, fixed K",0.000317872972375044,0.000184440241906883,5.83251256618189e-06,0.000278999041683942,0.0171349134814569,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,40,"n=200, T=8",1.71349134814569
"quadratic","FD spline, fixed K",0.000247845370970805,0.000145939140536203,4.6150008386181e-06,0.000220093090837792,0.0151148868551831,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,40,"n=200, T=8",1.51148868551831
"quadratic","mgcv::bam FE",0.000199286983097691,0.000158411201825822,5.0094020465422e-06,0.000155343423802171,0.0131983200793323,40,4.33816035428613,39,0.111234880879132,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,40,"n=200, T=8",1.31983200793323
"quadratic","mgcv::bam RE",0.000200449893744746,0.000156344350921326,4.94404248212036e-06,0.000157025055430443,0.0132579160204933,40,4.34263790414808,39,0.111349689849951,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,40,"n=200, T=8",1.32579160204933
"quadratic","mgcv::bam FD",0.000164208011474019,0.00012277037094668,3.8823400137527e-06,0.00013261042698457,0.0120440791140953,40,4.86458950428869,39,0.12473306421253,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,40,"n=200, T=8",1.20440791140953
"sin_2pi","linear FE",0.230413239602272,0.0072140429123005,0.000228128067410639,0.23022371780682,0.479955059630746,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,40,"n=200, T=8",47.9955059630746
"sin_2pi","linear FD",0.230599099983806,0.00743047640201224,0.000234972295304916,0.230208474831779,0.480145250530068,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,40,"n=200, T=8",48.0145250530068
"sin_2pi","spline FE, fixed K",0.000320453295664667,0.00018267660296509,5.77674140591954e-06,0.000288343878993469,0.0172331219097441,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,40,"n=200, T=8",1.72331219097441
"sin_2pi","FD spline, fixed K",0.000255534615617536,0.000140863428574156,4.45449273314778e-06,0.000235102857315229,0.0154110588745772,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,40,"n=200, T=8",1.54110588745772
"sin_2pi","mgcv::bam FE",0.000443886449531479,0.000198110690601659,6.26481011130155e-06,0.000408853670923301,0.0205844553876415,40,13.6432159083427,39,0.349826048931863,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,40,"n=200, T=8",2.05844553876415
"sin_2pi","mgcv::bam RE",0.000446300205495483,0.000202193144556283,6.39390864069529e-06,0.000412153155133777,0.0206243246923273,40,13.6433887667326,39,0.349830481198272,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,40,"n=200, T=8",2.06243246923273
"sin_2pi","mgcv::bam FD",0.000383855637311305,0.000161840337597733,5.11784084099421e-06,0.000356205831714771,0.0191745915047113,40,15.0578954224824,39,0.386099882627754,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n200_T8_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",200,8,40,"n=200, T=8",1.91745915047113
"linear","linear FE",6.55465739652937e-05,9.7140616713999e-05,3.07185602129658e-06,2.82767750904095e-05,0.00640675174369392,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,10,"n=500, T=4",0.640675174369392
"linear","linear FD",6.35116602121399e-05,9.30498717606856e-05,2.94249530750349e-06,2.88327967802168e-05,0.00631875636706608,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,10,"n=500, T=4",0.631875636706608
"linear","spline FE, fixed K",0.000240806406792904,0.000142968446084472,4.52105923161914e-06,0.000210441889530662,0.0148870819469186,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,10,"n=500, T=4",1.48870819469186
"linear","FD spline, fixed K",0.000223983841270716,0.00013440781113505,4.25034818504498e-06,0.000196477294105377,0.0143326261601317,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,10,"n=500, T=4",1.43326261601317
"linear","mgcv::bam FE",8.2325203468058e-05,0.000107175518805369,3.38918748835176e-06,4.29922604807387e-05,0.0074376901263616,10,1.33893740869544,9,0.148770823188382,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,10,"n=500, T=4",0.74376901263616
"linear","mgcv::bam RE",9.27255044005575e-05,0.000116523408197039,3.68479370628177e-06,4.91596197550786e-05,0.0079523306571864,10,1.33224769224487,9,0.148027521360541,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,10,"n=500, T=4",0.79523306571864
"linear","mgcv::bam FD",8.29906176866395e-05,0.000102637578622988,3.2456852197325e-06,4.54312381757813e-05,0.00756674501546523,10,1.47572872647049,9,0.163969858496721,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,10,"n=500, T=4",0.756674501546523
"quadratic","linear FE",0.00347497876792357,0.000201040407647965,6.35745589896305e-06,0.0034576259169283,0.058924702352833,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,10,"n=500, T=4",5.8924702352833
"quadratic","linear FD",0.00346931971695173,0.000198085498068707,6.26401345345998e-06,0.00345542463075504,0.0588774045673186,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,10,"n=500, T=4",5.88774045673186
"quadratic","spline FE, fixed K",0.000244156444405658,0.000144885156764412,4.58167094526095e-06,0.000215592976019476,0.0149912599955435,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,10,"n=500, T=4",1.49912599955435
"quadratic","FD spline, fixed K",0.000222568979773185,0.0001403118212677,4.43704937852387e-06,0.000191738687773196,0.0142537202678919,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,10,"n=500, T=4",1.42537202678919
"quadratic","mgcv::bam FE",0.000157043707825573,0.000124307604338789,3.93095160189602e-06,0.000121041182384651,0.011692006454013,10,4.44870857054615,9,0.494300952282905,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,10,"n=500, T=4",1.1692006454013
"quadratic","mgcv::bam RE",0.000168776671879681,0.000135956784560619,4.2993310256437e-06,0.000130797978353268,0.0121057142328258,10,4.44967900047339,9,0.494408777830377,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,10,"n=500, T=4",1.21057142328258
