"estimator","log_output","estimate","point_low","point_high","uniform_low","uniform_high"
"First differences",4.74906499740946,0.0381623102783759,0.0144092023346238,0.061915418222128,0.0144092023346238,0.061915418222128
"First differences",4.75106829454544,0.0391045814567405,0.0147649681768622,0.0634441947366187,0.0147649681768622,0.0634441947366187
"First differences",4.75307159168142,0.0400468525538564,0.0151207339585936,0.0649729711491192,0.0151207339585936,0.0649729711491192
"First differences",4.7550748888174,0.0409891235698247,0.0154764996897719,0.0665017474498776,0.0154764996897719,0.0665017474498776
"First differences",4.75707818595338,0.0419313945047451,0.0158322653803504,0.0680305236291398,0.0158322653803504,0.0680305236291398
"First differences",4.75908148308936,0.0428736653587185,0.0161880310402828,0.0695592996771542,0.0161880310402828,0.0695592996771542
"First differences",4.76108478022534,0.0438159361318458,0.0165437966795226,0.071088075584169,0.0165437966795226,0.071088075584169
"First differences",4.76308807736132,0.0447582068243011,0.0168995623079942,0.0726168513406081,0.0168995623079942,0.0726168513406081
"First differences",4.7650913744973,0.0457004774379988,0.0172553279349541,0.0741456269410435,0.0172553279349541,0.0741456269410435
"First differences",4.76709467163327,0.0466427479766065,0.0176110935689845,0.0756744023842285,0.0176110935689845,0.0756744023842285
"First differences",4.76909796876925,0.04758501844387,0.0179668592186381,0.0772031776691019,0.0179668592186381,0.0772031776691019
"First differences",4.77110126590523,0.0485272888435335,0.0183226248924668,0.0787319527946003,0.0183226248924668,0.0787319527946003
"First differences",4.77310456304121,0.0494695591793428,0.018678390599023,0.0802607277596627,0.018678390599023,0.0802607277596627
"First differences",4.77510786017719,0.0504118294550435,0.0190341563468589,0.0817895025632281,0.0190341563468589,0.0817895025632281
"First differences",4.77711115731317,0.0513540996743799,0.0193899221445265,0.0833182772042334,0.0193899221445265,0.0833182772042334
"First differences",4.77911445444915,0.0522963698410978,0.0197456880005779,0.0848470516816177,0.0197456880005779,0.0848470516816177
"First differences",4.78111775158513,0.0532386399589423,0.0201014539235651,0.0863758259943195,0.0201014539235651,0.0863758259943195
"First differences",4.78312104872111,0.0541809100316591,0.0204572199220403,0.0879046001412779,0.0204572199220403,0.0879046001412779
"First differences",4.78512434585709,0.0551231800629925,0.020812986004555,0.08943337412143,0.020812986004555,0.08943337412143
"First differences",4.78712764299307,0.0560654500566883,0.0211687521796613,0.0909621479337152,0.0211687521796613,0.0909621479337152
"First differences",4.78913094012905,0.057007720016492,0.0215245184559113,0.0924909215770727,0.0215245184559113,0.0924909215770727
"First differences",4.79113423726503,0.0579499899458329,0.0218802848405305,0.0940196950511354,0.0218802848405305,0.0940196950511354
"First differences",4.79313753440101,0.0588922598462924,0.022236051332964,0.0955484683596208,0.022236051332964,0.0955484683596208
"First differences",4.79514083153699,0.0598345297187789,0.0225918179298278,0.0970772415077301,0.0225918179298278,0.0970772415077301
"First differences",4.79714412867297,0.0607767995642006,0.0229475846277339,0.0986060145006673,0.0229475846277339,0.0986060145006673
"First differences",4.79914742580895,0.0617190693834642,0.0233033514232939,0.100134787343634,0.0233033514232939,0.100134787343634
"First differences",4.80115072294492,0.0626613391774777,0.0236591183131197,0.101663560041836,0.0236591183131197,0.101663560041836
"First differences",4.8031540200809,0.0636036089471491,0.0240148852938231,0.103192332600475,0.0240148852938231,0.103192332600475
"First differences",4.80515731721688,0.0645458786933853,0.0243706523620155,0.104721105024755,0.0243706523620155,0.104721105024755
"First differences",4.80716061435286,0.0654881484170942,0.0247264195143086,0.10624987731988,0.0247264195143086,0.10624987731988
"First differences",4.80916391148884,0.0664304181191834,0.0250821867473141,0.107778649491053,0.0250821867473141,0.107778649491053
"First differences",4.81116720862482,0.0673726878005611,0.0254379540576437,0.109307421543479,0.0254379540576437,0.109307421543479
"First differences",4.8131705057608,0.0683149574621339,0.0257937214419086,0.110836193482359,0.0257937214419086,0.110836193482359
"First differences",4.81517380289678,0.0692572271048098,0.0261494888967203,0.112364965312899,0.0261494888967203,0.112364965312899
"First differences",4.81717710003276,0.070199496729497,0.0265052564186907,0.113893737040303,0.0265052564186907,0.113893737040303
"First differences",4.81918039716874,0.0711417663371022,0.0268610240044306,0.115422508669774,0.0268610240044306,0.115422508669774
"First differences",4.82118369430472,0.0720840359285333,0.0272167916505518,0.116951280206515,0.0272167916505518,0.116951280206515
"First differences",4.8231869914407,0.0730263055046985,0.0275725593536658,0.118480051655731,0.0275725593536658,0.118480051655731
"First differences",4.82519028857668,0.0739685750665044,0.0279283271103836,0.120008823022625,0.0279283271103836,0.120008823022625
"First differences",4.82719358571266,0.0749108446148592,0.0282840949173167,0.121537594312402,0.0282840949173167,0.121537594312402
"First differences",4.82919688284864,0.0758531141506704,0.0286398627710764,0.123066365530264,0.0286398627710764,0.123066365530264
"First differences",4.83120017998462,0.0767953836748461,0.0289956306682743,0.124595136681418,0.0289956306682743,0.124595136681418
"First differences",4.8332034771206,0.077737653188293,0.0293513986055213,0.126123907771065,0.0293513986055213,0.126123907771065
"First differences",4.83520677425657,0.0786799226919192,0.0297071665794289,0.127652678804409,0.0297071665794289,0.127652678804409
"First differences",4.83721007139255,0.0796221921866326,0.0300629345866084,0.129181449786657,0.0300629345866084,0.129181449786657
"First differences",4.83921336852853,0.0805644616733401,0.0304187026236708,0.130710220723009,0.0304187026236708,0.130710220723009
"First differences",4.84121666566451,0.0815067311529496,0.0307744706872275,0.132238991618672,0.0307744706872275,0.132238991618672
"First differences",4.84321996280049,0.0824490006263689,0.0311302387738898,0.133767762478848,0.0311302387738898,0.133767762478848
"First differences",4.84522325993647,0.0833912700945058,0.0314860068802689,0.135296533308743,0.0314860068802689,0.135296533308743
"First differences",4.84722655707245,0.0843335395582672,0.0318417750029759,0.136825304113559,0.0318417750029759,0.136825304113559
