"model","variable","label","x","estimate"
"Additive GAM FE","log_wage","Log wages",2.57763919369692,0.175323217081106
"Additive GAM FE","log_wage","Log wages",2.58479696499678,0.171841189166591
"Additive GAM FE","log_wage","Log wages",2.59195473629665,0.168255367498511
"Additive GAM FE","log_wage","Log wages",2.59911250759651,0.164562317659152
"Additive GAM FE","log_wage","Log wages",2.60627027889637,0.160758605230797
"Additive GAM FE","log_wage","Log wages",2.61342805019623,0.156840795795732
"Additive GAM FE","log_wage","Log wages",2.6205858214961,0.152805454936242
"Additive GAM FE","log_wage","Log wages",2.62774359279596,0.148649148234611
"Additive GAM FE","log_wage","Log wages",2.63490136409582,0.144368441273124
"Additive GAM FE","log_wage","Log wages",2.64205913539568,0.139959899634066
"Additive GAM FE","log_wage","Log wages",2.64921690669554,0.135420088899723
"Additive GAM FE","log_wage","Log wages",2.65637467799541,0.130745574652378
"Additive GAM FE","log_wage","Log wages",2.66353244929527,0.125932922474317
"Additive GAM FE","log_wage","Log wages",2.67069022059513,0.120978697947824
"Additive GAM FE","log_wage","Log wages",2.67784799189499,0.115879466655184
"Additive GAM FE","log_wage","Log wages",2.68500576319485,0.110635412558207
"Additive GAM FE","log_wage","Log wages",2.69216353449472,0.10528992438108
"Additive GAM FE","log_wage","Log wages",2.69932130579458,0.099914816471741
"Additive GAM FE","log_wage","Log wages",2.70647907709444,0.0945824023478149
"Additive GAM FE","log_wage","Log wages",2.7136368483943,0.0893649955269289
"Additive GAM FE","log_wage","Log wages",2.72079461969417,0.0843349095267087
"Additive GAM FE","log_wage","Log wages",2.72795239099403,0.0795644578647805
"Additive GAM FE","log_wage","Log wages",2.73511016229389,0.0751259540587703
"Additive GAM FE","log_wage","Log wages",2.74226793359375,0.0710917116263044
"Additive GAM FE","log_wage","Log wages",2.74942570489361,0.0675314927542286
"Additive GAM FE","log_wage","Log wages",2.75658347619348,0.0644496017139097
"Additive GAM FE","log_wage","Log wages",2.76374124749334,0.0617808824597487
"Additive GAM FE","log_wage","Log wages",2.7708990187932,0.0594568262511202
"Additive GAM FE","log_wage","Log wages",2.77805679009306,0.0574089243473988
"Additive GAM FE","log_wage","Log wages",2.78521456139292,0.0555686680079594
"Additive GAM FE","log_wage","Log wages",2.79237233269279,0.0538675484921763
"Additive GAM FE","log_wage","Log wages",2.79953010399265,0.0522370570594246
"Additive GAM FE","log_wage","Log wages",2.80668787529251,0.0506086849690789
"Additive GAM FE","log_wage","Log wages",2.81384564659237,0.0489139234805136
"Additive GAM FE","log_wage","Log wages",2.82100341789223,0.0470842638531036
"Additive GAM FE","log_wage","Log wages",2.8281611891921,0.0450511973462235
"Additive GAM FE","log_wage","Log wages",2.83531896049196,0.0427462257248346
"Additive GAM FE","log_wage","Log wages",2.84247673179182,0.0401220206427853
"Additive GAM FE","log_wage","Log wages",2.84963450309168,0.0371968114668827
"Additive GAM FE","log_wage","Log wages",2.85679227439155,0.0340014792410813
"Additive GAM FE","log_wage","Log wages",2.86395004569141,0.0305669050093349
"Additive GAM FE","log_wage","Log wages",2.87110781699127,0.0269239698155986
"Additive GAM FE","log_wage","Log wages",2.87826558829113,0.0231035547038258
"Additive GAM FE","log_wage","Log wages",2.88542335959099,0.0191365407179715
"Additive GAM FE","log_wage","Log wages",2.89258113089086,0.0150538089019897
"Additive GAM FE","log_wage","Log wages",2.89973890219072,0.0108862402998348
"Additive GAM FE","log_wage","Log wages",2.90689667349058,0.00666471295058693
"Additive GAM FE","log_wage","Log wages",2.91405444479044,0.00241627956214743
"Additive GAM FE","log_wage","Log wages",2.9212122160903,-0.00184332284119916
"Additive GAM FE","log_wage","Log wages",2.92836998739017,-0.00610043958216355
"Additive GAM FE","log_wage","Log wages",2.93552775869003,-0.0103414159834561
"Additive GAM FE","log_wage","Log wages",2.94268552998989,-0.0145525973677873
"Additive GAM FE","log_wage","Log wages",2.94984330128975,-0.0187203290578677
"Additive GAM FE","log_wage","Log wages",2.95700107258962,-0.0228309563764073
"Additive GAM FE","log_wage","Log wages",2.96415884388948,-0.0268708248040906
"Additive GAM FE","log_wage","Log wages",2.97131661518934,-0.0308266908667288
"Additive GAM FE","log_wage","Log wages",2.9784743864892,-0.0346866126429308
"Additive GAM FE","log_wage","Log wages",2.98563215778906,-0.03843890521718
"Additive GAM FE","log_wage","Log wages",2.99278992908893,-0.0420718836739595
"Additive GAM FE","log_wage","Log wages",2.99994770038879,-0.0455738630977528
"Additive GAM FE","log_wage","Log wages",3.00710547168865,-0.0489331585730429
"Additive GAM FE","log_wage","Log wages",3.01426324298851,-0.0521380851894204
"Additive GAM FE","log_wage","Log wages",3.02142101428837,-0.0551817312082693
"Additive GAM FE","log_wage","Log wages",3.02857878558824,-0.0580756948387278
"Additive GAM FE","log_wage","Log wages",3.0357365568881,-0.060836060511964
"Additive GAM FE","log_wage","Log wages",3.04289432818796,-0.0634789126591454
"Additive GAM FE","log_wage","Log wages",3.05005209948782,-0.0660203357114402
"Additive GAM FE","log_wage","Log wages",3.05720987078769,-0.0684764141000162
"Additive GAM FE","log_wage","Log wages",3.06436764208755,-0.0708632704973145
"Additive GAM FE","log_wage","Log wages",3.07152541338741,-0.0732070253879866
"Additive GAM FE","log_wage","Log wages",3.07868318468727,-0.075557114573228
"Additive GAM FE","log_wage","Log wages",3.08584095598713,-0.0779662910934311
"Additive GAM FE","log_wage","Log wages",3.092998727287,-0.0804873079889868
"Additive GAM FE","log_wage","Log wages",3.10015649858686,-0.0831729183002868
"Additive GAM FE","log_wage","Log wages",3.10731426988672,-0.0860758750677225
"Additive GAM FE","log_wage","Log wages",3.11447204118658,-0.0892370070987999
"Additive GAM FE","log_wage","Log wages",3.12162981248644,-0.0926259059764252
"Additive GAM FE","log_wage","Log wages",3.12878758378631,-0.0961858223230183
"Additive GAM FE","log_wage","Log wages",3.13594535508617,-0.0998599644066026
"Additive GAM FE","log_wage","Log wages",3.14310312638603,-0.103591540495201
"Additive GAM FE","log_wage","Log wages",3.15026089768589,-0.107323758856838
"Additive GAM FE","log_wage","Log wages",3.15741866898576,-0.111001604795176
"Additive GAM FE","log_wage","Log wages",3.16457644028562,-0.114577522113793
"Additive GAM FE","log_wage","Log wages",3.17173421158548,-0.118005911105049
"Additive GAM FE","log_wage","Log wages",3.17889198288534,-0.121241172068996
"Additive GAM FE","log_wage","Log wages",3.1860497541852,-0.124237705305687
"Additive GAM FE","log_wage","Log wages",3.19320752548507,-0.126949929185742
"Additive GAM FE","log_wage","Log wages",3.20036529678493,-0.129345146953713
"Additive GAM FE","log_wage","Log wages",3.20752306808479,-0.131426179466215
"Additive GAM FE","log_wage","Log wages",3.21468083938465,-0.133201915149836
"Additive GAM FE","log_wage","Log wages",3.22183861068451,-0.134681242431167
"Additive GAM FE","log_wage","Log wages",3.22899638198438,-0.135873049736796
"Additive GAM FE","log_wage","Log wages",3.23615415328424,-0.136786225493312
"Additive GAM FE","log_wage","Log wages",3.2433119245841,-0.137430402487371
"Additive GAM FE","log_wage","Log wages",3.25046969588396,-0.13782101294795
"Additive GAM FE","log_wage","Log wages",3.25762746718383,-0.137976209864392
"Additive GAM FE","log_wage","Log wages",3.26478523848369,-0.137914161887915
"Additive GAM FE","log_wage","Log wages",3.27194300978355,-0.137653037669738
"Additive GAM FE","log_wage","Log wages",3.27910078108341,-0.137211005861082
"Additive GAM FE","log_wage","Log wages",3.28625855238327,-0.136609234044472
"Additive GAM FE","log_wage","Log wages",3.29341632368314,-0.135883901923042
"Additive GAM FE","log_wage","Log wages",3.300574094983,-0.135075876856101
"Additive GAM FE","log_wage","Log wages",3.30773186628286,-0.134226027769266
"Additive GAM FE","log_wage","Log wages",3.31488963758272,-0.133375223588155
"Additive GAM FE","log_wage","Log wages",3.32204740888258,-0.132564333238386
"Additive GAM FE","log_wage","Log wages",3.32920518018245,-0.131834241907698
"Additive GAM FE","log_wage","Log wages",3.33636295148231,-0.131226756295768
"Additive GAM FE","log_wage","Log wages",3.34352072278217,-0.130785081114622
"Additive GAM FE","log_wage","Log wages",3.35067849408203,-0.130552537858952
"Additive GAM FE","log_wage","Log wages",3.3578362653819,-0.130572448023452
"Additive GAM FE","log_wage","Log wages",3.36499403668176,-0.130888133102812
"Additive GAM FE","log_wage","Log wages",3.37215180798162,-0.13154281248035
"Additive GAM FE","log_wage","Log wages",3.37930957928148,-0.132566202789036
"Additive GAM FE","log_wage","Log wages",3.38646735058134,-0.133961155414725
"Additive GAM FE","log_wage","Log wages",3.39362512188121,-0.135727343730702
"Additive GAM FE","log_wage","Log wages",3.40078289318107,-0.137864441110252
"Additive GAM FE","log_wage","Log wages",3.40794066448093,-0.140372120926659
"Additive GAM FE","log_wage","Log wages",3.41509843578079,-0.143250056553209
"Additive GAM FE","log_wage","Log wages",3.42225620708065,-0.146500119540181
"Additive GAM FE","log_wage","Log wages",3.42941397838052,-0.150139917958913
"Additive GAM FE","log_wage","Log wages",3.43657174968038,-0.154193918530517
"Additive GAM FE","log_wage","Log wages",3.44372952098024,-0.158686616371955
"Additive GAM FE","log_wage","Log wages",3.4508872922801,-0.16364250660019
"Additive GAM FE","log_wage","Log wages",3.45804506357997,-0.169086084332182
"Additive GAM FE","log_wage","Log wages",3.46520283487983,-0.175041844684895
"Additive GAM FE","log_wage","Log wages",3.47236060617969,-0.181534282775289
"Additive GAM FE","log_wage","Log wages",3.47951837747955,-0.188578209735169
"Additive GAM FE","log_wage","Log wages",3.48667614877941,-0.196096140067124
"Additive GAM FE","log_wage","Log wages",3.49383392007928,-0.203959441929212
"Additive GAM FE","log_wage","Log wages",3.50099169137914,-0.212038939781057
"Additive GAM FE","log_wage","Log wages",3.508149462679,-0.220205458082283
"Additive GAM FE","log_wage","Log wages",3.51530723397886,-0.228329821292516
"Additive GAM FE","log_wage","Log wages",3.52246500527872,-0.236282853871379
"Additive GAM FE","log_wage","Log wages",3.52962277657859,-0.243935380278496
"Additive GAM FE","log_wage","Log wages",3.53678054787845,-0.251158224973494
"Additive GAM FE","log_wage","Log wages",3.54393831917831,-0.257824097912767
"Additive GAM FE","log_wage","Log wages",3.55109609047817,-0.263868741272149
"Additive GAM FE","log_wage","Log wages",3.55825386177803,-0.269304289560656
"Additive GAM FE","log_wage","Log wages",3.5654116330779,-0.274147465798982
"Additive GAM FE","log_wage","Log wages",3.57256940437776,-0.278414993007824
"Additive GAM FE","log_wage","Log wages",3.57972717567762,-0.282123594207876
"Additive GAM FE","log_wage","Log wages",3.58688494697748,-0.285289992419834
"Additive GAM FE","log_wage","Log wages",3.59404271827735,-0.287930910664393
"Linear FE","log_capital","Log capital",-3.27344892932477,-1.87697773726512
"Linear FE","log_capital","Log capital",-3.23514842042817,-1.85600591897166
"Linear FE","log_capital","Log capital",-3.19684791153157,-1.83503410067819
"Linear FE","log_capital","Log capital",-3.15854740263497,-1.81406228238473
"Linear FE","log_capital","Log capital",-3.12024689373838,-1.79309046409126
"Linear FE","log_capital","Log capital",-3.08194638484178,-1.7721186457978
"Linear FE","log_capital","Log capital",-3.04364587594518,-1.75114682750433
"Linear FE","log_capital","Log capital",-3.00534536704858,-1.73017500921087
"Linear FE","log_capital","Log capital",-2.96704485815198,-1.7092031909174
"Linear FE","log_capital","Log capital",-2.92874434925538,-1.68823137262394
"Linear FE","log_capital","Log capital",-2.89044384035878,-1.66725955433047
"Linear FE","log_capital","Log capital",-2.85214333146219,-1.64628773603701
"Linear FE","log_capital","Log capital",-2.81384282256559,-1.62531591774354
"Linear FE","log_capital","Log capital",-2.77554231366899,-1.60434409945008
"Linear FE","log_capital","Log capital",-2.73724180477239,-1.58337228115661
"Linear FE","log_capital","Log capital",-2.69894129587579,-1.56240046286315
"Linear FE","log_capital","Log capital",-2.66064078697919,-1.54142864456968
"Linear FE","log_capital","Log capital",-2.62234027808259,-1.52045682627622
"Linear FE","log_capital","Log capital",-2.58403976918599,-1.49948500798275
"Linear FE","log_capital","Log capital",-2.5457392602894,-1.47851318968929
"Linear FE","log_capital","Log capital",-2.5074387513928,-1.45754137139582
"Linear FE","log_capital","Log capital",-2.4691382424962,-1.43656955310236
"Linear FE","log_capital","Log capital",-2.4308377335996,-1.41559773480889
"Linear FE","log_capital","Log capital",-2.392537224703,-1.39462591651543
"Linear FE","log_capital","Log capital",-2.3542367158064,-1.37365409822196
"Linear FE","log_capital","Log capital",-2.3159362069098,-1.3526822799285
"Linear FE","log_capital","Log capital",-2.27763569801321,-1.33171046163503
"Linear FE","log_capital","Log capital",-2.23933518911661,-1.31073864334157
"Linear FE","log_capital","Log capital",-2.20103468022001,-1.2897668250481
"Linear FE","log_capital","Log capital",-2.16273417132341,-1.26879500675464
"Linear FE","log_capital","Log capital",-2.12443366242681,-1.24782318846117
"Linear FE","log_capital","Log capital",-2.08613315353021,-1.22685137016771
"Linear FE","log_capital","Log capital",-2.04783264463361,-1.20587955187424
"Linear FE","log_capital","Log capital",-2.00953213573702,-1.18490773358078
"Linear FE","log_capital","Log capital",-1.97123162684042,-1.16393591528731
"Linear FE","log_capital","Log capital",-1.93293111794382,-1.14296409699385
"Linear FE","log_capital","Log capital",-1.89463060904722,-1.12199227870038
"Linear FE","log_capital","Log capital",-1.85633010015062,-1.10102046040692
"Linear FE","log_capital","Log capital",-1.81802959125402,-1.08004864211345
"Linear FE","log_capital","Log capital",-1.77972908235742,-1.05907682381999
"Linear FE","log_capital","Log capital",-1.74142857346082,-1.03810500552652
"Linear FE","log_capital","Log capital",-1.70312806456423,-1.01713318723306
"Linear FE","log_capital","Log capital",-1.66482755566763,-0.996161368939591
"Linear FE","log_capital","Log capital",-1.62652704677103,-0.975189550646126
"Linear FE","log_capital","Log capital",-1.58822653787443,-0.954217732352661
"Linear FE","log_capital","Log capital",-1.54992602897783,-0.933245914059196
"Linear FE","log_capital","Log capital",-1.51162552008123,-0.912274095765731
"Linear FE","log_capital","Log capital",-1.47332501118463,-0.891302277472266
"Linear FE","log_capital","Log capital",-1.43502450228804,-0.870330459178801
"Linear FE","log_capital","Log capital",-1.39672399339144,-0.849358640885336
"Linear FE","log_capital","Log capital",-1.35842348449484,-0.82838682259187
"Linear FE","log_capital","Log capital",-1.32012297559824,-0.807415004298405
"Linear FE","log_capital","Log capital",-1.28182246670164,-0.78644318600494
"Linear FE","log_capital","Log capital",-1.24352195780504,-0.765471367711475
"Linear FE","log_capital","Log capital",-1.20522144890844,-0.74449954941801
"Linear FE","log_capital","Log capital",-1.16692094001185,-0.723527731124545
"Linear FE","log_capital","Log capital",-1.12862043111525,-0.70255591283108
"Linear FE","log_capital","Log capital",-1.09031992221865,-0.681584094537615
"Linear FE","log_capital","Log capital",-1.05201941332205,-0.66061227624415
"Linear FE","log_capital","Log capital",-1.01371890442545,-0.639640457950685
"Linear FE","log_capital","Log capital",-0.975418395528852,-0.61866863965722
"Linear FE","log_capital","Log capital",-0.937117886632254,-0.597696821363755
"Linear FE","log_capital","Log capital",-0.898817377735655,-0.57672500307029
"Linear FE","log_capital","Log capital",-0.860516868839056,-0.555753184776824
"Linear FE","log_capital","Log capital",-0.822216359942458,-0.534781366483359
"Linear FE","log_capital","Log capital",-0.783915851045859,-0.513809548189894
"Linear FE","log_capital","Log capital",-0.74561534214926,-0.492837729896429
"Linear FE","log_capital","Log capital",-0.707314833252662,-0.471865911602964
"Linear FE","log_capital","Log capital",-0.669014324356063,-0.450894093309499
"Linear FE","log_capital","Log capital",-0.630713815459464,-0.429922275016034
"Linear FE","log_capital","Log capital",-0.592413306562866,-0.408950456722569
"Linear FE","log_capital","Log capital",-0.554112797666267,-0.387978638429104
"Linear FE","log_capital","Log capital",-0.515812288769669,-0.367006820135639
"Linear FE","log_capital","Log capital",-0.47751177987307,-0.346035001842174
"Linear FE","log_capital","Log capital",-0.439211270976471,-0.325063183548709
"Linear FE","log_capital","Log capital",-0.400910762079873,-0.304091365255244
"Linear FE","log_capital","Log capital",-0.362610253183274,-0.283119546961778
"Linear FE","log_capital","Log capital",-0.324309744286675,-0.262147728668313
"Linear FE","log_capital","Log capital",-0.286009235390077,-0.241175910374848
"Linear FE","log_capital","Log capital",-0.247708726493478,-0.220204092081383
"Linear FE","log_capital","Log capital",-0.209408217596879,-0.199232273787918
"Linear FE","log_capital","Log capital",-0.171107708700281,-0.178260455494453
"Linear FE","log_capital","Log capital",-0.132807199803682,-0.157288637200988
"Linear FE","log_capital","Log capital",-0.0945066909070835,-0.136316818907523
"Linear FE","log_capital","Log capital",-0.0562061820104849,-0.115345000614058
"Linear FE","log_capital","Log capital",-0.0179056731138862,-0.0943731823205928
"Linear FE","log_capital","Log capital",0.0203948357827124,-0.0734013640271277
"Linear FE","log_capital","Log capital",0.058695344679311,-0.0524295457336627
"Linear FE","log_capital","Log capital",0.0969958535759097,-0.0314577274401976
"Linear FE","log_capital","Log capital",0.135296362472508,-0.0104859091467325
"Linear FE","log_capital","Log capital",0.173596871369107,0.0104859091467326
"Linear FE","log_capital","Log capital",0.211897380265706,0.0314577274401976
"Linear FE","log_capital","Log capital",0.250197889162304,0.0524295457336627
"Linear FE","log_capital","Log capital",0.288498398058903,0.0734013640271278
"Linear FE","log_capital","Log capital",0.326798906955502,0.0943731823205929
"Linear FE","log_capital","Log capital",0.3650994158521,0.115345000614058
"Linear FE","log_capital","Log capital",0.403399924748698,0.136316818907523
"Linear FE","log_capital","Log capital",0.441700433645297,0.157288637200988
"Linear FE","log_capital","Log capital",0.480000942541896,0.178260455494453
"Linear FE","log_capital","Log capital",0.518301451438494,0.199232273787918
"Linear FE","log_capital","Log capital",0.556601960335093,0.220204092081383
"Linear FE","log_capital","Log capital",0.594902469231692,0.241175910374848
"Linear FE","log_capital","Log capital",0.63320297812829,0.262147728668313
"Linear FE","log_capital","Log capital",0.671503487024889,0.283119546961778
"Linear FE","log_capital","Log capital",0.709803995921487,0.304091365255243
"Linear FE","log_capital","Log capital",0.748104504818087,0.325063183548709
"Linear FE","log_capital","Log capital",0.786405013714685,0.346035001842174
"Linear FE","log_capital","Log capital",0.824705522611284,0.367006820135639
"Linear FE","log_capital","Log capital",0.863006031507882,0.387978638429104
"Linear FE","log_capital","Log capital",0.901306540404481,0.408950456722569
"Linear FE","log_capital","Log capital",0.939607049301079,0.429922275016034
"Linear FE","log_capital","Log capital",0.977907558197678,0.450894093309499
"Linear FE","log_capital","Log capital",1.01620806709428,0.471865911602964
"Linear FE","log_capital","Log capital",1.05450857599088,0.492837729896429
"Linear FE","log_capital","Log capital",1.09280908488747,0.513809548189894
"Linear FE","log_capital","Log capital",1.13110959378407,0.534781366483359
"Linear FE","log_capital","Log capital",1.16941010268067,0.555753184776824
"Linear FE","log_capital","Log capital",1.20771061157727,0.57672500307029
"Linear FE","log_capital","Log capital",1.24601112047387,0.597696821363754
"Linear FE","log_capital","Log capital",1.28431162937047,0.61866863965722
"Linear FE","log_capital","Log capital",1.32261213826707,0.639640457950685
"Linear FE","log_capital","Log capital",1.36091264716366,0.66061227624415
"Linear FE","log_capital","Log capital",1.39921315606026,0.681584094537615
"Linear FE","log_capital","Log capital",1.43751366495686,0.70255591283108
"Linear FE","log_capital","Log capital",1.47581417385346,0.723527731124545
"Linear FE","log_capital","Log capital",1.51411468275006,0.74449954941801
"Linear FE","log_capital","Log capital",1.55241519164666,0.765471367711475
"Linear FE","log_capital","Log capital",1.59071570054326,0.78644318600494
"Linear FE","log_capital","Log capital",1.62901620943985,0.807415004298405
"Linear FE","log_capital","Log capital",1.66731671833645,0.82838682259187
"Linear FE","log_capital","Log capital",1.70561722723305,0.849358640885335
"Linear FE","log_capital","Log capital",1.74391773612965,0.8703304591788
"Linear FE","log_capital","Log capital",1.78221824502625,0.891302277472265
"Linear FE","log_capital","Log capital",1.82051875392285,0.91227409576573
"Linear FE","log_capital","Log capital",1.85881926281945,0.933245914059196
"Linear FE","log_capital","Log capital",1.89711977171604,0.95421773235266
"Linear FE","log_capital","Log capital",1.93542028061264,0.975189550646126
"Linear FE","log_capital","Log capital",1.97372078950924,0.99616136893959
"Linear FE","log_capital","Log capital",2.01202129840584,1.01713318723306
"Linear FE","log_capital","Log capital",2.05032180730244,1.03810500552652
"Linear FE","log_capital","Log capital",2.08862231619904,1.05907682381999
"Linear FE","log_capital","Log capital",2.12692282509564,1.08004864211345
"Linear FE","log_capital","Log capital",2.16522333399224,1.10102046040692
"Linear FE","log_capital","Log capital",2.20352384288883,1.12199227870038
"Linear FE","log_capital","Log capital",2.24182435178543,1.14296409699385
"Linear FE","log_capital","Log capital",2.28012486068203,1.16393591528731
"Linear FE","log_capital","Log capital",2.31842536957863,1.18490773358078
"Linear FE","log_capital","Log capital",2.35672587847523,1.20587955187424
"Linear FE","log_capital","Log capital",2.39502638737183,1.22685137016771
"Linear FE","log_capital","Log capital",2.43332689626843,1.24782318846117
"Linear FE","log_capital","Log capital",2.47162740516502,1.26879500675464
"Linear FE","log_capital","Log capital",2.50992791406162,1.2897668250481
"Linear FE","log_capital","Log capital",2.54822842295822,1.31073864334157
"Linear FE","log_capital","Log capital",2.58652893185482,1.33171046163503
"Linear FE","log_capital","Log capital",2.62482944075142,1.3526822799285
"Linear FE","log_capital","Log capital",2.66312994964802,1.37365409822196
"Linear FE","log_capital","Log capital",2.70143045854462,1.39462591651543
"Linear FE","log_capital","Log capital",2.73973096744121,1.41559773480889
"Linear FE","log_capital","Log capital",2.77803147633781,1.43656955310236
"Linear FE","log_capital","Log capital",2.81633198523441,1.45754137139582
"Linear FE","log_capital","Log capital",2.85463249413101,1.47851318968929
"Linear FE","log_capital","Log capital",2.89293300302761,1.49948500798275
"Linear FE","log_capital","Log capital",2.93123351192421,1.52045682627622
"Linear FE","log_capital","Log capital",2.96953402082081,1.54142864456968
"Linear FE","log_capital","Log capital",3.00783452971741,1.56240046286315
"Linear FE","log_capital","Log capital",3.046135038614,1.58337228115661
"Linear FE","log_capital","Log capital",3.0844355475106,1.60434409945008
"Linear FE","log_capital","Log capital",3.1227360564072,1.62531591774354
"Linear FE","log_capital","Log capital",3.1610365653038,1.64628773603701
"Linear FE","log_capital","Log capital",3.1993370742004,1.66725955433047
"Linear FE","log_capital","Log capital",3.237637583097,1.68823137262394
"Linear FE","log_capital","Log capital",3.2759380919936,1.7092031909174
"Linear FE","log_capital","Log capital",3.3142386008902,1.73017500921087
"Linear FE","log_capital","Log capital",3.35253910978679,1.75114682750433
"Linear FE","log_capital","Log capital",3.39083961868339,1.7721186457978
"Linear FE","log_capital","Log capital",3.42914012757999,1.79309046409126
"Linear FE","log_capital","Log capital",3.46744063647659,1.81406228238473
"Linear FE","log_capital","Log capital",3.50574114537319,1.83503410067819
"Linear FE","log_capital","Log capital",3.54404165426979,1.85600591897166
"Linear FE","log_capital","Log capital",3.58234216316638,1.87697773726512
"Partially linear FE","log_capital","Log capital",-3.27344892932477,-1.86703267582904
"Partially linear FE","log_capital","Log capital",-3.23514842042817,-1.84617197554045
"Partially linear FE","log_capital","Log capital",-3.19684791153157,-1.82531127525186
"Partially linear FE","log_capital","Log capital",-3.15854740263497,-1.80445057496326
"Partially linear FE","log_capital","Log capital",-3.12024689373838,-1.78358987467467
"Partially linear FE","log_capital","Log capital",-3.08194638484178,-1.76272917438608
"Partially linear FE","log_capital","Log capital",-3.04364587594518,-1.74186847409749
"Partially linear FE","log_capital","Log capital",-3.00534536704858,-1.72100777380889
"Partially linear FE","log_capital","Log capital",-2.96704485815198,-1.7001470735203
"Partially linear FE","log_capital","Log capital",-2.92874434925538,-1.67928637323171
"Partially linear FE","log_capital","Log capital",-2.89044384035878,-1.65842567294312
"Partially linear FE","log_capital","Log capital",-2.85214333146219,-1.63756497265452
"Partially linear FE","log_capital","Log capital",-2.81384282256559,-1.61670427236593
"Partially linear FE","log_capital","Log capital",-2.77554231366899,-1.59584357207734
"Partially linear FE","log_capital","Log capital",-2.73724180477239,-1.57498287178874
"Partially linear FE","log_capital","Log capital",-2.69894129587579,-1.55412217150015
"Partially linear FE","log_capital","Log capital",-2.66064078697919,-1.53326147121156
"Partially linear FE","log_capital","Log capital",-2.62234027808259,-1.51240077092297
"Partially linear FE","log_capital","Log capital",-2.58403976918599,-1.49154007063437
"Partially linear FE","log_capital","Log capital",-2.5457392602894,-1.47067937034578
"Partially linear FE","log_capital","Log capital",-2.5074387513928,-1.44981867005719
"Partially linear FE","log_capital","Log capital",-2.4691382424962,-1.4289579697686
"Partially linear FE","log_capital","Log capital",-2.4308377335996,-1.40809726948
"Partially linear FE","log_capital","Log capital",-2.392537224703,-1.38723656919141
"Partially linear FE","log_capital","Log capital",-2.3542367158064,-1.36637586890282
"Partially linear FE","log_capital","Log capital",-2.3159362069098,-1.34551516861423
"Partially linear FE","log_capital","Log capital",-2.27763569801321,-1.32465446832563
"Partially linear FE","log_capital","Log capital",-2.23933518911661,-1.30379376803704
"Partially linear FE","log_capital","Log capital",-2.20103468022001,-1.28293306774845
"Partially linear FE","log_capital","Log capital",-2.16273417132341,-1.26207236745986
"Partially linear FE","log_capital","Log capital",-2.12443366242681,-1.24121166717126
"Partially linear FE","log_capital","Log capital",-2.08613315353021,-1.22035096688267
"Partially linear FE","log_capital","Log capital",-2.04783264463361,-1.19949026659408
"Partially linear FE","log_capital","Log capital",-2.00953213573702,-1.17862956630548
"Partially linear FE","log_capital","Log capital",-1.97123162684042,-1.15776886601689
"Partially linear FE","log_capital","Log capital",-1.93293111794382,-1.1369081657283
"Partially linear FE","log_capital","Log capital",-1.89463060904722,-1.11604746543971
"Partially linear FE","log_capital","Log capital",-1.85633010015062,-1.09518676515111
"Partially linear FE","log_capital","Log capital",-1.81802959125402,-1.07432606486252
"Partially linear FE","log_capital","Log capital",-1.77972908235742,-1.05346536457393
"Partially linear FE","log_capital","Log capital",-1.74142857346082,-1.03260466428534
"Partially linear FE","log_capital","Log capital",-1.70312806456423,-1.01174396399674
"Partially linear FE","log_capital","Log capital",-1.66482755566763,-0.990883263708151
"Partially linear FE","log_capital","Log capital",-1.62652704677103,-0.970022563419558
"Partially linear FE","log_capital","Log capital",-1.58822653787443,-0.949161863130965
"Partially linear FE","log_capital","Log capital",-1.54992602897783,-0.928301162842373
"Partially linear FE","log_capital","Log capital",-1.51162552008123,-0.90744046255378
"Partially linear FE","log_capital","Log capital",-1.47332501118463,-0.886579762265188
"Partially linear FE","log_capital","Log capital",-1.43502450228804,-0.865719061976595
"Partially linear FE","log_capital","Log capital",-1.39672399339144,-0.844858361688002
"Partially linear FE","log_capital","Log capital",-1.35842348449484,-0.82399766139941
"Partially linear FE","log_capital","Log capital",-1.32012297559824,-0.803136961110817
"Partially linear FE","log_capital","Log capital",-1.28182246670164,-0.782276260822224
"Partially linear FE","log_capital","Log capital",-1.24352195780504,-0.761415560533632
"Partially linear FE","log_capital","Log capital",-1.20522144890844,-0.740554860245039
"Partially linear FE","log_capital","Log capital",-1.16692094001185,-0.719694159956446
"Partially linear FE","log_capital","Log capital",-1.12862043111525,-0.698833459667854
"Partially linear FE","log_capital","Log capital",-1.09031992221865,-0.677972759379261
"Partially linear FE","log_capital","Log capital",-1.05201941332205,-0.657112059090668
"Partially linear FE","log_capital","Log capital",-1.01371890442545,-0.636251358802076
"Partially linear FE","log_capital","Log capital",-0.975418395528852,-0.615390658513483
"Partially linear FE","log_capital","Log capital",-0.937117886632254,-0.59452995822489
"Partially linear FE","log_capital","Log capital",-0.898817377735655,-0.573669257936298
"Partially linear FE","log_capital","Log capital",-0.860516868839056,-0.552808557647705
"Partially linear FE","log_capital","Log capital",-0.822216359942458,-0.531947857359113
"Partially linear FE","log_capital","Log capital",-0.783915851045859,-0.51108715707052
"Partially linear FE","log_capital","Log capital",-0.74561534214926,-0.490226456781927
"Partially linear FE","log_capital","Log capital",-0.707314833252662,-0.469365756493335
"Partially linear FE","log_capital","Log capital",-0.669014324356063,-0.448505056204742
