"model","method","se_type","x","point_coverage","df_correction"
"pl","bam_fe","penalty",0.270408163265306,0.945,"substantive"
"np","bam_re","penalty",0.270408163265306,0.911,"substantive"
"pl","bam_re","penalty",0.270408163265306,0.929,"substantive"
"np","bam_fd","classic",0.288775510204082,0.966,"substantive"
"pl","bam_fd","classic",0.288775510204082,0.971,"substantive"
"np","bam_fe","classic",0.288775510204082,0.963,"substantive"
"pl","bam_fe","classic",0.288775510204082,0.969,"substantive"
"np","bam_re","classic",0.288775510204082,0.958,"substantive"
"pl","bam_re","classic",0.288775510204082,0.964,"substantive"
"np","bam_fd","penalty",0.288775510204082,0.95,"substantive"
"pl","bam_fd","penalty",0.288775510204082,0.955,"substantive"
"np","bam_fe","penalty",0.288775510204082,0.938,"substantive"
"pl","bam_fe","penalty",0.288775510204082,0.946,"substantive"
"np","bam_re","penalty",0.288775510204082,0.924,"substantive"
"pl","bam_re","penalty",0.288775510204082,0.931,"substantive"
"np","bam_fd","classic",0.307142857142857,0.968,"substantive"
"pl","bam_fd","classic",0.307142857142857,0.973,"substantive"
"np","bam_fe","classic",0.307142857142857,0.963,"substantive"
"pl","bam_fe","classic",0.307142857142857,0.971,"substantive"
"np","bam_re","classic",0.307142857142857,0.967,"substantive"
"pl","bam_re","classic",0.307142857142857,0.969,"substantive"
"np","bam_fd","penalty",0.307142857142857,0.943,"substantive"
"pl","bam_fd","penalty",0.307142857142857,0.949,"substantive"
"np","bam_fe","penalty",0.307142857142857,0.94,"substantive"
"pl","bam_fe","penalty",0.307142857142857,0.95,"substantive"
"np","bam_re","penalty",0.307142857142857,0.926,"substantive"
"pl","bam_re","penalty",0.307142857142857,0.934,"substantive"
"np","bam_fd","classic",0.325510204081633,0.966,"substantive"
"pl","bam_fd","classic",0.325510204081633,0.973,"substantive"
"np","bam_fe","classic",0.325510204081633,0.972,"substantive"
"pl","bam_fe","classic",0.325510204081633,0.977,"substantive"
"np","bam_re","classic",0.325510204081633,0.969,"substantive"
"pl","bam_re","classic",0.325510204081633,0.974,"substantive"
"np","bam_fd","penalty",0.325510204081633,0.94,"substantive"
"pl","bam_fd","penalty",0.325510204081633,0.955,"substantive"
"np","bam_fe","penalty",0.325510204081633,0.94,"substantive"
"pl","bam_fe","penalty",0.325510204081633,0.954,"substantive"
"np","bam_re","penalty",0.325510204081633,0.931,"substantive"
"pl","bam_re","penalty",0.325510204081633,0.944,"substantive"
"np","bam_fd","classic",0.343877551020408,0.965,"substantive"
"pl","bam_fd","classic",0.343877551020408,0.973,"substantive"
"np","bam_fe","classic",0.343877551020408,0.973,"substantive"
"pl","bam_fe","classic",0.343877551020408,0.971,"substantive"
"np","bam_re","classic",0.343877551020408,0.97,"substantive"
"pl","bam_re","classic",0.343877551020408,0.97,"substantive"
"np","bam_fd","penalty",0.343877551020408,0.939,"substantive"
"pl","bam_fd","penalty",0.343877551020408,0.956,"substantive"
"np","bam_fe","penalty",0.343877551020408,0.944,"substantive"
"pl","bam_fe","penalty",0.343877551020408,0.957,"substantive"
"np","bam_re","penalty",0.343877551020408,0.936,"substantive"
"pl","bam_re","penalty",0.343877551020408,0.944,"substantive"
"np","bam_fd","classic",0.362244897959184,0.962,"substantive"
"pl","bam_fd","classic",0.362244897959184,0.967,"substantive"
"np","bam_fe","classic",0.362244897959184,0.976,"substantive"
"pl","bam_fe","classic",0.362244897959184,0.973,"substantive"
"np","bam_re","classic",0.362244897959184,0.969,"substantive"
"pl","bam_re","classic",0.362244897959184,0.971,"substantive"
"np","bam_fd","penalty",0.362244897959184,0.941,"substantive"
"pl","bam_fd","penalty",0.362244897959184,0.946,"substantive"
"np","bam_fe","penalty",0.362244897959184,0.941,"substantive"
"pl","bam_fe","penalty",0.362244897959184,0.946,"substantive"
"np","bam_re","penalty",0.362244897959184,0.937,"substantive"
"pl","bam_re","penalty",0.362244897959184,0.941,"substantive"
"np","bam_fd","classic",0.380612244897959,0.963,"substantive"
"pl","bam_fd","classic",0.380612244897959,0.964,"substantive"
"np","bam_fe","classic",0.380612244897959,0.965,"substantive"
"pl","bam_fe","classic",0.380612244897959,0.97,"substantive"
"np","bam_re","classic",0.380612244897959,0.967,"substantive"
"pl","bam_re","classic",0.380612244897959,0.971,"substantive"
"np","bam_fd","penalty",0.380612244897959,0.94,"substantive"
"pl","bam_fd","penalty",0.380612244897959,0.942,"substantive"
"np","bam_fe","penalty",0.380612244897959,0.938,"substantive"
"pl","bam_fe","penalty",0.380612244897959,0.943,"substantive"
"np","bam_re","penalty",0.380612244897959,0.937,"substantive"
"pl","bam_re","penalty",0.380612244897959,0.942,"substantive"
"np","bam_fd","classic",0.398979591836735,0.963,"substantive"
"pl","bam_fd","classic",0.398979591836735,0.966,"substantive"
"np","bam_fe","classic",0.398979591836735,0.965,"substantive"
"pl","bam_fe","classic",0.398979591836735,0.975,"substantive"
"np","bam_re","classic",0.398979591836735,0.97,"substantive"
"pl","bam_re","classic",0.398979591836735,0.975,"substantive"
"np","bam_fd","penalty",0.398979591836735,0.944,"substantive"
"pl","bam_fd","penalty",0.398979591836735,0.944,"substantive"
"np","bam_fe","penalty",0.398979591836735,0.949,"substantive"
"pl","bam_fe","penalty",0.398979591836735,0.95,"substantive"
"np","bam_re","penalty",0.398979591836735,0.941,"substantive"
"pl","bam_re","penalty",0.398979591836735,0.944,"substantive"
"np","bam_fd","classic",0.41734693877551,0.972,"substantive"
"pl","bam_fd","classic",0.41734693877551,0.974,"substantive"
"np","bam_fe","classic",0.41734693877551,0.974,"substantive"
"pl","bam_fe","classic",0.41734693877551,0.98,"substantive"
"np","bam_re","classic",0.41734693877551,0.976,"substantive"
"pl","bam_re","classic",0.41734693877551,0.974,"substantive"
"np","bam_fd","penalty",0.41734693877551,0.956,"substantive"
"pl","bam_fd","penalty",0.41734693877551,0.94,"substantive"
"np","bam_fe","penalty",0.41734693877551,0.943,"substantive"
"pl","bam_fe","penalty",0.41734693877551,0.954,"substantive"
"np","bam_re","penalty",0.41734693877551,0.946,"substantive"
"pl","bam_re","penalty",0.41734693877551,0.953,"substantive"
"np","bam_fd","classic",0.435714285714286,0.978,"substantive"
"pl","bam_fd","classic",0.435714285714286,0.976,"substantive"
"np","bam_fe","classic",0.435714285714286,0.979,"substantive"
"pl","bam_fe","classic",0.435714285714286,0.981,"substantive"
"np","bam_re","classic",0.435714285714286,0.978,"substantive"
"pl","bam_re","classic",0.435714285714286,0.975,"substantive"
"np","bam_fd","penalty",0.435714285714286,0.955,"substantive"
"pl","bam_fd","penalty",0.435714285714286,0.944,"substantive"
"np","bam_fe","penalty",0.435714285714286,0.953,"substantive"
"pl","bam_fe","penalty",0.435714285714286,0.953,"substantive"
"np","bam_re","penalty",0.435714285714286,0.941,"substantive"
"pl","bam_re","penalty",0.435714285714286,0.944,"substantive"
"np","bam_fd","classic",0.454081632653061,0.979,"substantive"
"pl","bam_fd","classic",0.454081632653061,0.979,"substantive"
"np","bam_fe","classic",0.454081632653061,0.979,"substantive"
"pl","bam_fe","classic",0.454081632653061,0.983,"substantive"
"np","bam_re","classic",0.454081632653061,0.979,"substantive"
"pl","bam_re","classic",0.454081632653061,0.981,"substantive"
"np","bam_fd","penalty",0.454081632653061,0.955,"substantive"
"pl","bam_fd","penalty",0.454081632653061,0.946,"substantive"
"np","bam_fe","penalty",0.454081632653061,0.946,"substantive"
"pl","bam_fe","penalty",0.454081632653061,0.955,"substantive"
"np","bam_re","penalty",0.454081632653061,0.944,"substantive"
"pl","bam_re","penalty",0.454081632653061,0.944,"substantive"
"np","bam_fd","classic",0.472448979591837,0.977,"substantive"
"pl","bam_fd","classic",0.472448979591837,0.982,"substantive"
"np","bam_fe","classic",0.472448979591837,0.971,"substantive"
"pl","bam_fe","classic",0.472448979591837,0.981,"substantive"
"np","bam_re","classic",0.472448979591837,0.971,"substantive"
"pl","bam_re","classic",0.472448979591837,0.979,"substantive"
"np","bam_fd","penalty",0.472448979591837,0.946,"substantive"
"pl","bam_fd","penalty",0.472448979591837,0.944,"substantive"
"np","bam_fe","penalty",0.472448979591837,0.939,"substantive"
"pl","bam_fe","penalty",0.472448979591837,0.953,"substantive"
"np","bam_re","penalty",0.472448979591837,0.937,"substantive"
"pl","bam_re","penalty",0.472448979591837,0.944,"substantive"
"np","bam_fd","classic",0.490816326530612,0.963,"substantive"
"pl","bam_fd","classic",0.490816326530612,0.975,"substantive"
"np","bam_fe","classic",0.490816326530612,0.972,"substantive"
"pl","bam_fe","classic",0.490816326530612,0.973,"substantive"
"np","bam_re","classic",0.490816326530612,0.972,"substantive"
"pl","bam_re","classic",0.490816326530612,0.975,"substantive"
"np","bam_fd","penalty",0.490816326530612,0.942,"substantive"
"pl","bam_fd","penalty",0.490816326530612,0.955,"substantive"
"np","bam_fe","penalty",0.490816326530612,0.934,"substantive"
"pl","bam_fe","penalty",0.490816326530612,0.942,"substantive"
"np","bam_re","penalty",0.490816326530612,0.93,"substantive"
"pl","bam_re","penalty",0.490816326530612,0.944,"substantive"
"np","bam_fd","classic",0.509183673469388,0.961,"substantive"
"pl","bam_fd","classic",0.509183673469388,0.975,"substantive"
"np","bam_fe","classic",0.509183673469388,0.971,"substantive"
"pl","bam_fe","classic",0.509183673469388,0.975,"substantive"
"np","bam_re","classic",0.509183673469388,0.973,"substantive"
"pl","bam_re","classic",0.509183673469388,0.975,"substantive"
"np","bam_fd","penalty",0.509183673469388,0.933,"substantive"
"pl","bam_fd","penalty",0.509183673469388,0.95,"substantive"
"np","bam_fe","penalty",0.509183673469388,0.941,"substantive"
"pl","bam_fe","penalty",0.509183673469388,0.943,"substantive"
"np","bam_re","penalty",0.509183673469388,0.936,"substantive"
"pl","bam_re","penalty",0.509183673469388,0.945,"substantive"
"np","bam_fd","classic",0.527551020408163,0.964,"substantive"
"pl","bam_fd","classic",0.527551020408163,0.975,"substantive"
"np","bam_fe","classic",0.527551020408163,0.974,"substantive"
"pl","bam_fe","classic",0.527551020408163,0.976,"substantive"
"np","bam_re","classic",0.527551020408163,0.974,"substantive"
"pl","bam_re","classic",0.527551020408163,0.977,"substantive"
"np","bam_fd","penalty",0.527551020408163,0.93,"substantive"
"pl","bam_fd","penalty",0.527551020408163,0.956,"substantive"
"np","bam_fe","penalty",0.527551020408163,0.927,"substantive"
"pl","bam_fe","penalty",0.527551020408163,0.945,"substantive"
"np","bam_re","penalty",0.527551020408163,0.928,"substantive"
"pl","bam_re","penalty",0.527551020408163,0.946,"substantive"
"np","bam_fd","classic",0.545918367346939,0.966,"substantive"
"pl","bam_fd","classic",0.545918367346939,0.976,"substantive"
"np","bam_fe","classic",0.545918367346939,0.975,"substantive"
"pl","bam_fe","classic",0.545918367346939,0.982,"substantive"
"np","bam_re","classic",0.545918367346939,0.975,"substantive"
"pl","bam_re","classic",0.545918367346939,0.989,"substantive"
"np","bam_fd","penalty",0.545918367346939,0.932,"substantive"
"pl","bam_fd","penalty",0.545918367346939,0.953,"substantive"
"np","bam_fe","penalty",0.545918367346939,0.923,"substantive"
"pl","bam_fe","penalty",0.545918367346939,0.954,"substantive"
"np","bam_re","penalty",0.545918367346939,0.923,"substantive"
"pl","bam_re","penalty",0.545918367346939,0.952,"substantive"
"np","bam_fd","classic",0.564285714285714,0.961,"substantive"
"pl","bam_fd","classic",0.564285714285714,0.971,"substantive"
"np","bam_fe","classic",0.564285714285714,0.98,"substantive"
"pl","bam_fe","classic",0.564285714285714,0.979,"substantive"
"np","bam_re","classic",0.564285714285714,0.977,"substantive"
"pl","bam_re","classic",0.564285714285714,0.983,"substantive"
"np","bam_fd","penalty",0.564285714285714,0.934,"substantive"
"pl","bam_fd","penalty",0.564285714285714,0.945,"substantive"
"np","bam_fe","penalty",0.564285714285714,0.928,"substantive"
"pl","bam_fe","penalty",0.564285714285714,0.949,"substantive"
"np","bam_re","penalty",0.564285714285714,0.928,"substantive"
"pl","bam_re","penalty",0.564285714285714,0.948,"substantive"
"np","bam_fd","classic",0.58265306122449,0.961,"substantive"
"pl","bam_fd","classic",0.58265306122449,0.969,"substantive"
"np","bam_fe","classic",0.58265306122449,0.966,"substantive"
"pl","bam_fe","classic",0.58265306122449,0.973,"substantive"
"np","bam_re","classic",0.58265306122449,0.963,"substantive"
"pl","bam_re","classic",0.58265306122449,0.975,"substantive"
"np","bam_fd","penalty",0.58265306122449,0.938,"substantive"
"pl","bam_fd","penalty",0.58265306122449,0.948,"substantive"
"np","bam_fe","penalty",0.58265306122449,0.933,"substantive"
"pl","bam_fe","penalty",0.58265306122449,0.948,"substantive"
"np","bam_re","penalty",0.58265306122449,0.927,"substantive"
"pl","bam_re","penalty",0.58265306122449,0.948,"substantive"
"np","bam_fd","classic",0.601020408163265,0.962,"substantive"
"pl","bam_fd","classic",0.601020408163265,0.972,"substantive"
"np","bam_fe","classic",0.601020408163265,0.955,"substantive"
"pl","bam_fe","classic",0.601020408163265,0.969,"substantive"
"np","bam_re","classic",0.601020408163265,0.952,"substantive"
"pl","bam_re","classic",0.601020408163265,0.966,"substantive"
"np","bam_fd","penalty",0.601020408163265,0.936,"substantive"
"pl","bam_fd","penalty",0.601020408163265,0.945,"substantive"
"np","bam_fe","penalty",0.601020408163265,0.929,"substantive"
"pl","bam_fe","penalty",0.601020408163265,0.946,"substantive"
"np","bam_re","penalty",0.601020408163265,0.92,"substantive"
"pl","bam_re","penalty",0.601020408163265,0.943,"substantive"
"np","bam_fd","classic",0.619387755102041,0.961,"substantive"
"pl","bam_fd","classic",0.619387755102041,0.966,"substantive"
"np","bam_fe","classic",0.619387755102041,0.966,"substantive"
"pl","bam_fe","classic",0.619387755102041,0.97,"substantive"
"np","bam_re","classic",0.619387755102041,0.957,"substantive"
"pl","bam_re","classic",0.619387755102041,0.97,"substantive"
"np","bam_fd","penalty",0.619387755102041,0.938,"substantive"
"pl","bam_fd","penalty",0.619387755102041,0.94,"substantive"
"np","bam_fe","penalty",0.619387755102041,0.924,"substantive"
"pl","bam_fe","penalty",0.619387755102041,0.939,"substantive"
"np","bam_re","penalty",0.619387755102041,0.915,"substantive"
"pl","bam_re","penalty",0.619387755102041,0.937,"substantive"
"np","bam_fd","classic",0.637755102040816,0.971,"substantive"
"pl","bam_fd","classic",0.637755102040816,0.965,"substantive"
"np","bam_fe","classic",0.637755102040816,0.973,"substantive"
"pl","bam_fe","classic",0.637755102040816,0.975,"substantive"
"np","bam_re","classic",0.637755102040816,0.97,"substantive"
"pl","bam_re","classic",0.637755102040816,0.965,"substantive"
"np","bam_fd","penalty",0.637755102040816,0.94,"substantive"
"pl","bam_fd","penalty",0.637755102040816,0.94,"substantive"
"np","bam_fe","penalty",0.637755102040816,0.936,"substantive"
"pl","bam_fe","penalty",0.637755102040816,0.934,"substantive"
"np","bam_re","penalty",0.637755102040816,0.922,"substantive"
"pl","bam_re","penalty",0.637755102040816,0.93,"substantive"
"np","bam_fd","classic",0.656122448979592,0.971,"substantive"
"pl","bam_fd","classic",0.656122448979592,0.965,"substantive"
"np","bam_fe","classic",0.656122448979592,0.978,"substantive"
"pl","bam_fe","classic",0.656122448979592,0.978,"substantive"
"np","bam_re","classic",0.656122448979592,0.973,"substantive"
"pl","bam_re","classic",0.656122448979592,0.967,"substantive"
"np","bam_fd","penalty",0.656122448979592,0.941,"substantive"
"pl","bam_fd","penalty",0.656122448979592,0.933,"substantive"
"np","bam_fe","penalty",0.656122448979592,0.95,"substantive"
"pl","bam_fe","penalty",0.656122448979592,0.94,"substantive"
"np","bam_re","penalty",0.656122448979592,0.932,"substantive"
"pl","bam_re","penalty",0.656122448979592,0.932,"substantive"
"np","bam_fd","classic",0.674489795918367,0.969,"substantive"
"pl","bam_fd","classic",0.674489795918367,0.966,"substantive"
"np","bam_fe","classic",0.674489795918367,0.975,"substantive"
"pl","bam_fe","classic",0.674489795918367,0.974,"substantive"
"np","bam_re","classic",0.674489795918367,0.978,"substantive"
"pl","bam_re","classic",0.674489795918367,0.965,"substantive"
"np","bam_fd","penalty",0.674489795918367,0.937,"substantive"
"pl","bam_fd","penalty",0.674489795918367,0.929,"substantive"
"np","bam_fe","penalty",0.674489795918367,0.951,"substantive"
"pl","bam_fe","penalty",0.674489795918367,0.937,"substantive"
"np","bam_re","penalty",0.674489795918367,0.929,"substantive"
"pl","bam_re","penalty",0.674489795918367,0.927,"substantive"
"np","bam_fd","classic",0.692857142857143,0.962,"substantive"
"pl","bam_fd","classic",0.692857142857143,0.966,"substantive"
"np","bam_fe","classic",0.692857142857143,0.976,"substantive"
"pl","bam_fe","classic",0.692857142857143,0.967,"substantive"
"np","bam_re","classic",0.692857142857143,0.968,"substantive"
"pl","bam_re","classic",0.692857142857143,0.958,"substantive"
"np","bam_fd","penalty",0.692857142857143,0.94,"substantive"
"pl","bam_fd","penalty",0.692857142857143,0.935,"substantive"
"np","bam_fe","penalty",0.692857142857143,0.948,"substantive"
"pl","bam_fe","penalty",0.692857142857143,0.947,"substantive"
"np","bam_re","penalty",0.692857142857143,0.927,"substantive"
"pl","bam_re","penalty",0.692857142857143,0.921,"substantive"
"np","bam_fd","classic",0.711224489795918,0.959,"substantive"
"pl","bam_fd","classic",0.711224489795918,0.967,"substantive"
"np","bam_fe","classic",0.711224489795918,0.967,"substantive"
"pl","bam_fe","classic",0.711224489795918,0.967,"substantive"
"np","bam_re","classic",0.711224489795918,0.962,"substantive"
"pl","bam_re","classic",0.711224489795918,0.964,"substantive"
"np","bam_fd","penalty",0.711224489795918,0.943,"substantive"
"pl","bam_fd","penalty",0.711224489795918,0.945,"substantive"
"np","bam_fe","penalty",0.711224489795918,0.943,"substantive"
"pl","bam_fe","penalty",0.711224489795918,0.95,"substantive"
"np","bam_re","penalty",0.711224489795918,0.927,"substantive"
"pl","bam_re","penalty",0.711224489795918,0.926,"substantive"
"np","bam_fd","classic",0.729591836734694,0.971,"substantive"
"pl","bam_fd","classic",0.729591836734694,0.977,"substantive"
"np","bam_fe","classic",0.729591836734694,0.971,"substantive"
"pl","bam_fe","classic",0.729591836734694,0.972,"substantive"
"np","bam_re","classic",0.729591836734694,0.966,"substantive"
"pl","bam_re","classic",0.729591836734694,0.967,"substantive"
"np","bam_fd","penalty",0.729591836734694,0.942,"substantive"
"pl","bam_fd","penalty",0.729591836734694,0.944,"substantive"
"np","bam_fe","penalty",0.729591836734694,0.94,"substantive"
"pl","bam_fe","penalty",0.729591836734694,0.95,"substantive"
"np","bam_re","penalty",0.729591836734694,0.924,"substantive"
"pl","bam_re","penalty",0.729591836734694,0.931,"substantive"
