"method","n_success","rejection_classic_cluster","rejection_penalty_cluster","rejection_wild_boot","mean_beta_hat","sd_beta_hat","mean_se_classic_cluster","mean_se_penalty_cluster","mean_p_boot","min_boot_success","mean_boot_success","K_smooth","mean_edf","mean_edf_ceiling","mean_edf_ratio","fraction_binding_90","fraction_binding_95","error_design","rho","df_correction"
"bam_fd",1000,0.057,0.058,NA,0.999435032734183,0.0258620942905646,0.0250692716994854,0.0250483154530529,NA,NA,NA,10,8.30998484265798,10,0.830998484265798,0,0,"hetero_ar1",0.5,"substantive"
"bam_fe",1000,0.062,0.062,NA,0.999192232384761,0.0286315307923068,0.0278413629243237,0.02781598982478,NA,NA,NA,10,8.06068176974739,9,0.89563130774971,0.285,0,"hetero_ar1",0.5,"substantive"
"bam_re",1000,0.057,0.057,NA,1.00125201142097,0.0286215297739239,0.0278445505120806,0.0277264324897285,NA,NA,NA,10,8.06144082475779,9,0.89571564719531,0.284,0,"hetero_ar1",0.5,"substantive"
