"sim","method","beta_hat","se_classic_cluster","t_classic_cluster","reject_classic_cluster","se_penalty_cluster","t_penalty_cluster","reject_penalty_cluster","p_boot","reject_wild_boot","boot_success","K_smooth","smooth_edf","edf_ceiling","edf_ratio","binding_90","binding_95","error_design","rho","df_correction"
1,"bam_fe",1.00082961694713,0.0261498418038084,0.031725505391499,0,0.0258318502303043,0.0321160482016235,0,NA,NA,NA,20,9.98553422390824,19,0.525554432837276,0,0,"hetero_ar1",0.5,"substantive"
1,"bam_re",1.00391082411768,0.0262085114656852,0.149219619847619,0,0.0258116883905475,0.151513688624635,0,NA,NA,NA,20,9.99524542961161,19,0.526065548926927,0,0,"hetero_ar1",0.5,"substantive"
1,"bam_fd",0.992415664631114,0.0244462619228443,-0.31024519792935,0,0.0242066729891722,-0.313315893195158,0,NA,NA,NA,20,10.93707234845,20,0.546853617422499,0,0,"hetero_ar1",0.5,"substantive"
2,"bam_fe",1.00955453744538,0.0274337743636463,0.348276446351451,0,0.0273372125125125,0.349506645602769,0,NA,NA,NA,20,10.0982121395735,19,0.531484849451237,0,0,"hetero_ar1",0.5,"substantive"
2,"bam_re",1.01039058642836,0.0274317058008384,0.37878017881192,0,0.0272294103300034,0.38159425057062,0,NA,NA,NA,20,10.1220036174795,19,0.532737032498921,0,0,"hetero_ar1",0.5,"substantive"
2,"bam_fd",1.04880635494036,0.024372914632829,2.00248331705983,1,0.0241744509428639,2.01892299666772,1,NA,NA,NA,20,11.3572832962119,20,0.567864164810596,0,0,"hetero_ar1",0.5,"substantive"
3,"bam_fe",1.00380388027478,0.0275142390831247,0.138251334637776,0,0.027652305867964,0.137561051615292,0,NA,NA,NA,20,9.98464839375637,19,0.525507810197704,0,0,"hetero_ar1",0.5,"substantive"
3,"bam_re",1.00589591497146,0.0275160051810905,0.214272200221537,0,0.0275627710581953,0.213908643619721,0,NA,NA,NA,20,9.97141221363378,19,0.52481116913862,0,0,"hetero_ar1",0.5,"substantive"
3,"bam_fd",1.00403559695697,0.0233355300220174,0.172937874269837,0,0.0232810484807483,0.173342577775429,0,NA,NA,NA,20,10.7445394020516,20,0.537226970102581,0,0,"hetero_ar1",0.5,"substantive"
4,"bam_fe",0.944205641261457,0.0303608489552669,-1.83770746400239,0,0.029794478461307,-1.87264089253991,0,NA,NA,NA,20,10.2613869140372,19,0.540072995475643,0,0,"hetero_ar1",0.5,"substantive"
4,"bam_re",0.943897478145169,0.0303695411666704,-1.84732859633725,0,0.0296934610098735,-1.88938978302922,0,NA,NA,NA,20,10.2909743820475,19,0.541630230634077,0,0,"hetero_ar1",0.5,"substantive"
4,"bam_fd",0.965862183516357,0.0265269631711485,-1.2869100870458,0,0.0262114747891542,-1.30239968404101,0,NA,NA,NA,20,11.5371525612889,20,0.576857628064443,0,0,"hetero_ar1",0.5,"substantive"
