"sim","method","beta_hat","se_classic_cluster","t_classic_cluster","reject_classic_cluster","se_penalty_cluster","t_penalty_cluster","reject_penalty_cluster","p_boot","reject_wild_boot","boot_success","K_smooth","smooth_edf","edf_ceiling","edf_ratio","binding_90","binding_95","error_design","rho","df_correction"
1,"bam_fe",1.00123710434556,0.0257680162310479,0.0480092970473815,0,0.0257544779253123,0.0480345340000957,0,NA,NA,NA,10,8.08636316994365,9,0.898484796660406,0,0,"hetero_ar1",0.5,"substantive"
1,"bam_re",1.00422862517328,0.0258341395174705,0.16368360828975,0,0.0257382237742626,0.164293589579747,0,NA,NA,NA,10,8.08965890116965,9,0.89885098901885,0,0,"hetero_ar1",0.5,"substantive"
1,"bam_fd",0.992076999754375,0.0241812651147486,-0.327650361055442,0,0.0241718982564675,-0.327777328928018,0,NA,NA,NA,10,8.32906390118981,10,0.832906390118981,0,0,"hetero_ar1",0.5,"substantive"
2,"bam_fe",1.00947754645934,0.0273565030469439,0.346445832023136,0,0.0273264837335912,0.346826417615218,0,NA,NA,NA,10,8.09295193059081,9,0.899216881176757,0,0,"hetero_ar1",0.5,"substantive"
2,"bam_re",1.01031556206553,0.0273566480580711,0.37707697389058,0,0.027218906519798,0.37898517554421,0,NA,NA,NA,10,8.0996061067119,9,0.8999562340791,0,0,"hetero_ar1",0.5,"substantive"
2,"bam_fd",1.04853660340327,0.024336873970766,1.99436474304695,1,0.0243288330795999,1.99502389795964,1,NA,NA,NA,10,8.30224740970603,10,0.830224740970603,0,0,"hetero_ar1",0.5,"substantive"
3,"bam_fe",1.00444349779869,0.0276928309457285,0.160456610860712,0,0.0276906667539268,0.160469151507885,0,NA,NA,NA,10,8.00671920596164,9,0.889635467329071,0,0,"hetero_ar1",0.5,"substantive"
3,"bam_re",1.00648465421553,0.0276981219641927,0.23411891332975,0,0.0276017063579625,0.234936714833248,0,NA,NA,NA,10,8.00658620038608,9,0.889620688931787,0,0,"hetero_ar1",0.5,"substantive"
3,"bam_fd",1.00374532583734,0.0233180932691354,0.160618871968308,0,0.023301223831204,0.160735155564007,0,NA,NA,NA,10,8.27966197282115,10,0.827966197282115,0,0,"hetero_ar1",0.5,"substantive"
4,"bam_fe",0.94367583870953,0.0297740839088786,-1.89171769189763,0,0.0297294960051214,-1.89455486499897,0,NA,NA,NA,10,8.17155255132279,9,0.90795028348031,1,0,"hetero_ar1",0.5,"substantive"
4,"bam_re",0.943367333720448,0.0297851371417661,-1.90137335980701,0,0.029631119530224,-1.91125638104178,0,NA,NA,NA,10,8.17981806988414,9,0.908868674431571,1,0,"hetero_ar1",0.5,"substantive"
