"sim","method","beta_hat","se_classic_cluster","t_classic_cluster","reject_classic_cluster","se_penalty_cluster","t_penalty_cluster","reject_penalty_cluster","p_boot","reject_wild_boot","boot_success","K_smooth","smooth_edf","edf_ceiling","edf_ratio","binding_90","binding_95","error_design","rho","df_correction"
1,"bam_fe",1.07465618402006,0.0249744799709388,2.98929884053373,1,0.0249483228587212,2.99243297606929,1,NA,NA,NA,10,8.21105217793418,9,0.912339130881575,1,0,"hetero_ar1",0.5,"substantive"
1,"bam_re",1.07824588923144,0.0249945338919683,3.13052003968685,1,0.0247522609870677,3.16116128834937,1,NA,NA,NA,10,8.21234003073059,9,0.912482225636733,1,0,"hetero_ar1",0.5,"substantive"
1,"bam_fd",1.05619444617222,0.0242781743794137,2.31460756867592,1,0.0242526689258188,2.31704173854455,1,NA,NA,NA,10,8.33535544097988,9,0.92615060455332,1,0,"hetero_ar1",0.5,"substantive"
2,"bam_fe",1.06249795875905,0.0253426846756089,2.46611436629692,1,0.0253358074110923,2.46678377937502,1,NA,NA,NA,10,8.20663129673893,9,0.911847921859881,1,0,"hetero_ar1",0.5,"substantive"
2,"bam_re",1.06480679033618,0.0253163937761528,2.5598744793276,1,0.0250739008127253,2.58463135912588,1,NA,NA,NA,10,8.21525369093644,9,0.912805965659605,1,0,"hetero_ar1",0.5,"substantive"
2,"bam_fd",1.04422960556597,0.0244791521317882,1.80682751297307,0,0.0244872499399832,1.80623000436441,0,NA,NA,NA,10,8.30665959436981,9,0.922962177152201,1,0,"hetero_ar1",0.5,"substantive"
3,"bam_fe",1.05351795055607,0.026564967565322,2.01460628267175,1,0.0265287713151373,2.0173550414501,1,NA,NA,NA,10,8.20895259397085,9,0.912105843774539,1,0,"hetero_ar1",0.5,"substantive"
3,"bam_re",1.05889041781732,0.0266057405043353,2.21344780115129,1,0.0263167518260492,2.23775404375821,1,NA,NA,NA,10,8.21190257897599,9,0.912433619886221,1,0,"hetero_ar1",0.5,"substantive"
3,"bam_fd",1.05803026307357,0.0249654253268548,2.32442517256646,1,0.0249644236767576,2.32451843571285,1,NA,NA,NA,10,8.35286192356309,9,0.928095769284788,1,0,"hetero_ar1",0.5,"substantive"
4,"bam_fe",1.0934001756532,0.023750159763978,3.93261252056343,1,0.0237426276915867,3.93386009612989,1,NA,NA,NA,10,8.17171760299663,9,0.907968622555181,1,0,"hetero_ar1",0.5,"substantive"
4,"bam_re",1.0985127127672,0.0237182663804914,4.15345334211387,1,0.0234545152363188,4.20015983168369,1,NA,NA,NA,10,8.16949416224367,9,0.90772157358263,1,0,"hetero_ar1",0.5,"substantive"
4,"bam_fd",1.07194914211446,0.0249708842095851,2.88132136253497,1,0.024969046304731,2.88153344890999,1,NA,NA,NA,10,8.31102885436285,9,0.923447650484761,1,0,"hetero_ar1",0.5,"substantive"
5,"bam_fe",1.05965683476697,0.0238732989607663,2.49889363279898,1,0.0238670655538794,2.49954627359996,1,NA,NA,NA,10,8.16672764932115,9,0.907414183257905,1,0,"hetero_ar1",0.5,"substantive"
5,"bam_re",1.06357444549904,0.023851714031537,2.66540364415675,1,0.0235585605296959,2.69857088334863,1,NA,NA,NA,10,8.17451670686002,9,0.908279634095558,1,0,"hetero_ar1",0.5,"substantive"
5,"bam_fd",1.07171484966342,0.0237196501052897,3.02343623725821,1,0.0237121404726473,3.02439375922827,1,NA,NA,NA,10,8.33138275335845,9,0.925709194817606,1,0,"hetero_ar1",0.5,"substantive"
6,"bam_fe",1.06803428647322,0.0235757411009639,2.88577509321395,1,0.0235625566131097,2.88738983593017,1,NA,NA,NA,10,8.21065937909884,9,0.912295486566538,1,0,"hetero_ar1",0.5,"substantive"
6,"bam_re",1.07470634041548,0.0235709605735837,3.16942282357411,1,0.0233220773840709,3.20324554220485,1,NA,NA,NA,10,8.20125116640599,9,0.911250129600665,1,0,"hetero_ar1",0.5,"substantive"
