"sim","method","beta_hat","se_classic_cluster","t_classic_cluster","reject_classic_cluster","se_penalty_cluster","t_penalty_cluster","reject_penalty_cluster","p_boot","reject_wild_boot","boot_success","K_smooth","smooth_edf","edf_ceiling","edf_ratio","binding_90","binding_95","error_design","rho","df_correction"
1,"bam_fe",0.999350138795755,0.0251072062356923,-0.0258834534653056,0,0.0248614606043714,-0.0261393010888148,0,NA,NA,NA,40,11.4636388005957,39,0.293939456425531,0,0,"hetero_ar1",0.5,"substantive"
1,"bam_re",1.0029328593379,0.0251311708083877,0.116702057387806,0,0.0246710494767816,0.118878580364544,0,NA,NA,NA,40,11.3710085830853,39,0.291564322643213,0,0,"hetero_ar1",0.5,"substantive"
1,"bam_fd",0.98165188017472,0.0246849891622418,-0.743290576499233,0,0.0241676184730634,-0.759202643228187,0,NA,NA,NA,40,12.0116178057265,40,0.300290445143161,0,0,"hetero_ar1",0.5,"substantive"
2,"bam_fe",0.987208735152363,0.0256879161423809,-0.497948715525974,0,0.0252626473924984,-0.506331131844708,0,NA,NA,NA,40,10.8231539057271,39,0.277516766813515,0,0,"hetero_ar1",0.5,"substantive"
2,"bam_re",0.989473286554909,0.0256600365799609,-0.41023766323514,0,0.0250004398248115,-0.421061130078368,0,NA,NA,NA,40,10.8785838616779,39,0.278938047735331,0,0,"hetero_ar1",0.5,"substantive"
2,"bam_fd",0.968310916658679,0.0249351107517636,-1.27086194470099,0,0.0244293347066731,-1.29717340737343,0,NA,NA,NA,40,11.3726836016356,40,0.28431709004089,0,0,"hetero_ar1",0.5,"substantive"
3,"bam_fe",0.978746441783126,0.0270686599461774,-0.785172160688179,0,0.026499327114002,-0.802041430163091,0,NA,NA,NA,40,11.0801733993017,39,0.284107010238504,0,0,"hetero_ar1",0.5,"substantive"
3,"bam_re",0.984102915153299,0.0271195887229585,-0.586184584475022,0,0.0262926285596406,-0.604621360342156,0,NA,NA,NA,40,11.0788982470243,39,0.284074314026263,0,0,"hetero_ar1",0.5,"substantive"
3,"bam_fd",0.983207837987831,0.0256150641472939,-0.655558069876735,0,0.0249033012245642,-0.67429461904453,0,NA,NA,NA,40,11.5898675686613,40,0.289746689216533,0,0,"hetero_ar1",0.5,"substantive"
4,"bam_fe",1.01821087301637,0.0238880922338741,0.762341037454184,0,0.0237225514611354,0.767660807742692,0,NA,NA,NA,40,10.593950326412,39,0.271639751959281,0,0,"hetero_ar1",0.5,"substantive"
4,"bam_re",1.02332578257058,0.0238574511443832,0.97771477889306,0,0.0234330372924188,0.995422927019757,0,NA,NA,NA,40,10.6029849452737,39,0.271871408853172,0,0,"hetero_ar1",0.5,"substantive"
4,"bam_fd",0.996638199128959,0.0252783637117247,-0.132991237462184,0,0.0249119749853326,-0.134947183955538,0,NA,NA,NA,40,11.5111030479468,40,0.287777576198669,0,0,"hetero_ar1",0.5,"substantive"
5,"bam_fe",0.984852229803154,0.0243916496154019,-0.621022785899695,0,0.0238826490018488,-0.63425837710354,0,NA,NA,NA,40,10.6900816845655,39,0.274104658578604,0,0,"hetero_ar1",0.5,"substantive"
