"sim","method","beta_hat","se_classic_cluster","t_classic_cluster","reject_classic_cluster","se_penalty_cluster","t_penalty_cluster","reject_penalty_cluster","p_boot","reject_wild_boot","boot_success","K_smooth","smooth_edf","edf_ceiling","edf_ratio","binding_90","binding_95","error_design","rho","df_correction"
1,"bam_fe",0.962894866079145,0.0401140265685776,-0.924991507831348,0,0.0400648854385724,-0.926126045655243,0,NA,NA,NA,10,7.53157848222685,9,0.836842053580761,0,0,"hetero_ar1",0.5,"substantive"
1,"bam_re",0.968949012478572,0.0400268058473581,-0.775754818904139,0,0.0396510120086792,-0.783107062050061,0,NA,NA,NA,10,7.54154233364571,9,0.837949148182857,0,0,"hetero_ar1",0.5,"substantive"
1,"bam_fd",0.989811593851629,0.0370780803391234,-0.274782460558526,0,0.0369625820167953,-0.275641083291788,0,NA,NA,NA,10,7.67697752894235,10,0.767697752894235,0,0,"hetero_ar1",0.5,"substantive"
2,"bam_fe",0.949420002169531,0.0355896586166263,-1.42119929767575,0,0.0356575306692991,-1.41849412679656,0,NA,NA,NA,10,7.46807067499828,9,0.829785630555365,0,0,"hetero_ar1",0.5,"substantive"
2,"bam_re",0.951589450584923,0.0358029179831151,-1.35213977357678,0,0.0356046230106091,-1.35967032709916,0,NA,NA,NA,10,7.48234863858075,9,0.831372070953417,0,0,"hetero_ar1",0.5,"substantive"
2,"bam_fd",0.941113126722203,0.0373822405866185,-1.57526334306661,0,0.0374219407106572,-1.57359218040306,0,NA,NA,NA,10,7.76057333555422,10,0.776057333555422,0,0,"hetero_ar1",0.5,"substantive"
3,"bam_fe",1.00586158765255,0.0434195932114145,0.134998677302527,0,0.0432042124325308,0.135671670018482,0,NA,NA,NA,10,7.49317498764246,9,0.83257499862694,0,0,"hetero_ar1",0.5,"substantive"
3,"bam_re",1.00396133116085,0.0432898458159303,0.0915071672394412,0,0.0425360557376991,0.0931287843253668,0,NA,NA,NA,10,7.48759026124098,9,0.83195447347122,0,0,"hetero_ar1",0.5,"substantive"
3,"bam_fd",1.01038540407592,0.043093059207717,0.240999461789345,0,0.0429525297581422,0.241787949031046,0,NA,NA,NA,10,7.74188403173797,10,0.774188403173797,0,0,"hetero_ar1",0.5,"substantive"
4,"bam_fe",0.96283251122692,0.0390049067517022,-0.952892645268493,0,0.0389337669835385,-0.954633770443921,0,NA,NA,NA,10,7.82534923934128,9,0.869483248815698,0,0,"hetero_ar1",0.5,"substantive"
4,"bam_re",0.968600094083072,0.0388206427062629,-0.808845596774795,0,0.0384443752462393,-0.816762028666336,0,NA,NA,NA,10,7.83224882958572,9,0.870249869953968,0,0,"hetero_ar1",0.5,"substantive"
4,"bam_fd",0.966790922740838,0.0378846354291823,-0.876584316648372,0,0.0377812169024734,-0.878983790937353,0,NA,NA,NA,10,7.90709126825067,10,0.790709126825067,0,0,"hetero_ar1",0.5,"substantive"
5,"bam_fe",0.940983741646323,0.0413478259772035,-1.42731224578083,0,0.0413747750289862,-1.42638258002206,0,NA,NA,NA,10,7.70026800346279,9,0.855585333718088,0,0,"hetero_ar1",0.5,"substantive"
5,"bam_re",0.950827705373249,0.0413671090510927,-1.188680953412,0,0.0409731054120731,-1.20011149099433,0,NA,NA,NA,10,7.68853498522938,9,0.854281665025486,0,0,"hetero_ar1",0.5,"substantive"
5,"bam_fd",0.95842465348411,0.0398247939851655,-1.0439563486851,0,0.0398219087650999,-1.0440319865412,0,NA,NA,NA,10,7.86086395645306,10,0.786086395645306,0,0,"hetero_ar1",0.5,"substantive"
6,"bam_fe",0.970024497072209,0.0361677902156089,-0.828790002073576,0,0.036089685582642,-0.830583654134367,0,NA,NA,NA,10,7.52406129452222,9,0.836006810502469,0,0,"hetero_ar1",0.5,"substantive"
6,"bam_re",0.973740038780484,0.0362571936530399,-0.724268995300851,0,0.0358339895559674,-0.73282270673494,0,NA,NA,NA,10,7.51962258537481,9,0.835513620597201,0,0,"hetero_ar1",0.5,"substantive"
6,"bam_fd",0.981631333559461,0.0362169401569419,-0.507184382803753,0,0.0359603667921565,-0.510803089042616,0,NA,NA,NA,10,7.66107331215675,10,0.766107331215675,0,0,"hetero_ar1",0.5,"substantive"
7,"bam_fe",1.01662129865409,0.0366610365976731,0.453377760058923,0,0.0364034778071672,0.456585459832599,0,NA,NA,NA,10,7.44576460556245,9,0.827307178395828,0,0,"hetero_ar1",0.5,"substantive"
7,"bam_re",1.02151346050795,0.0365684721894496,0.588306243599677,0,0.0360488373151423,0.596786529337456,0,NA,NA,NA,10,7.44683764155893,9,0.827426404617659,0,0,"hetero_ar1",0.5,"substantive"
7,"bam_fd",1.00263400072722,0.0365232352348996,0.0721184941661242,0,0.036260917909258,0.0726402109788729,0,NA,NA,NA,10,7.69508021630156,10,0.769508021630156,0,0,"hetero_ar1",0.5,"substantive"
8,"bam_fe",0.95364169740492,0.042885472723686,-1.08097916732247,0,0.0429519684701854,-1.07930565806919,0,NA,NA,NA,10,7.58767380048374,9,0.843074866720415,0,0,"hetero_ar1",0.5,"substantive"
8,"bam_re",0.962004358300047,0.0428367014327208,-0.886988036640242,0,0.0422524678454011,-0.899252603160997,0,NA,NA,NA,10,7.59730098566888,9,0.844144553963209,0,0,"hetero_ar1",0.5,"substantive"
8,"bam_fd",0.968802408391053,0.0389892288448061,-0.800159237135136,0,0.0389593883551647,-0.800772109781121,0,NA,NA,NA,10,7.68135824082532,10,0.768135824082532,0,0,"hetero_ar1",0.5,"substantive"
9,"bam_fe",0.949716138758122,0.0379248318880383,-1.32588224491875,0,0.0376619679825421,-1.3351363174964,0,NA,NA,NA,10,7.33421375751517,9,0.814912639723907,0,0,"hetero_ar1",0.5,"substantive"
9,"bam_re",0.952188282818947,0.0379973847857875,-1.25828968100291,0,0.037250828302758,-1.28350749122842,0,NA,NA,NA,10,7.33274483038674,9,0.814749425598526,0,0,"hetero_ar1",0.5,"substantive"
9,"bam_fd",0.935036792901666,0.0359429388689329,-1.80739831362218,0,0.0358029123175421,-1.81446711714859,0,NA,NA,NA,10,7.60594561154302,10,0.760594561154302,0,0,"hetero_ar1",0.5,"substantive"
10,"bam_fe",0.971465840705741,0.0373997223177664,-0.762951100326865,0,0.0373971867857282,-0.763002828468062,0,NA,NA,NA,10,7.51978618707353,9,0.835531798563725,0,0,"hetero_ar1",0.5,"substantive"
