"sim","method","beta_hat","se_classic_cluster","t_classic_cluster","reject_classic_cluster","se_penalty_cluster","t_penalty_cluster","reject_penalty_cluster","p_boot","reject_wild_boot","boot_success","K_smooth","smooth_edf","edf_ceiling","edf_ratio","binding_90","binding_95","error_design","rho","df_correction"
1,"bam_fe",1.07434637439432,0.0251072781182547,2.96114831899124,1,0.0248615895442462,2.99041114253781,1,NA,NA,NA,40,11.4636341868824,39,0.29393933812519,0,0,"hetero_ar1",0.5,"substantive"
1,"bam_re",1.07792920365745,0.0251312418398194,3.10088948863532,1,0.0246711764385486,3.15871453684244,1,NA,NA,NA,40,11.3709854650821,39,0.2915637298739,0,0,"hetero_ar1",0.5,"substantive"
1,"bam_fd",1.05665143921259,0.0246844883613656,2.2950218122103,1,0.0241671553874036,2.34415007908266,1,NA,NA,NA,40,12.0116758796954,39,0.307991689222959,0,0,"hetero_ar1",0.5,"substantive"
2,"bam_fe",1.06220282273381,0.0256877985318367,2.421492937852,1,0.0252625327353847,2.46225599726513,1,NA,NA,NA,40,10.823245945123,39,0.277519126798027,0,0,"hetero_ar1",0.5,"substantive"
2,"bam_re",1.06446725741548,0.0256599238597566,2.51237134481873,1,0.0250003354477779,2.57865569644638,1,NA,NA,NA,40,10.8786698681132,39,0.278940253028544,0,0,"hetero_ar1",0.5,"substantive"
2,"bam_fd",1.04331089784608,0.0249346487258955,1.73697645883012,0,0.0244288902775658,1.77293758963146,0,NA,NA,NA,40,11.3727575042381,39,0.291609166775336,0,0,"hetero_ar1",0.5,"substantive"
3,"bam_fe",1.05375005627734,0.0270686543975981,1.98569369159733,1,0.0264993393482467,2.02835457786216,1,NA,NA,NA,40,11.0801112195217,39,0.284105415885172,0,0,"hetero_ar1",0.5,"substantive"
3,"bam_re",1.05910653033493,0.027119582306256,2.17947790151981,1,0.026292637928025,2.24802587312593,1,NA,NA,NA,40,11.0788416793938,39,0.2840728635742,0,0,"hetero_ar1",0.5,"substantive"
3,"bam_fd",1.05820742331481,0.0256152102267753,2.27237734141125,1,0.0249035694152263,2.33731246891947,1,NA,NA,NA,40,11.5897638237897,39,0.297173431379223,0,0,"hetero_ar1",0.5,"substantive"
4,"bam_fe",1.09321285015615,0.0238879299669728,3.90208989581869,1,0.0237224680114582,3.92930660128306,1,NA,NA,NA,40,10.5939736406494,39,0.27164034976024,0,0,"hetero_ar1",0.5,"substantive"
4,"bam_re",1.09832778104075,0.0238572890086791,4.12149850743625,1,0.0234329537630745,4.19613259322394,1,NA,NA,NA,40,10.6030118844105,39,0.271872099600269,0,0,"hetero_ar1",0.5,"substantive"
