"sim","method","beta_hat","se_classic_cluster","t_classic_cluster","reject_classic_cluster","se_penalty_cluster","t_penalty_cluster","reject_penalty_cluster","p_boot","reject_wild_boot","boot_success","K_smooth","smooth_edf","edf_ceiling","edf_ratio","binding_90","binding_95","error_design","rho","df_correction"
1,"bam_fe",0.999659887611001,0.024974360821381,-0.0136184622073488,0,0.0249482048646768,-0.0136327399443566,0,NA,NA,NA,10,8.21105181769031,9,0.912339090854479,1,0,"hetero_ar1",0.5,"substantive"
1,"bam_re",1.0032494829495,0.024994416173809,0.130008355742616,0,0.024752143802226,0.131280869061989,0,NA,NA,NA,10,8.21234031929637,9,0.912482257699596,1,0,"hetero_ar1",0.5,"substantive"
1,"bam_fd",0.981194970179623,0.0242786450501348,-0.774550218166853,0,0.0242531413316061,-0.775364706916181,0,NA,NA,NA,10,8.33535187209549,9,0.92615020801061,1,0,"hetero_ar1",0.5,"substantive"
2,"bam_fe",0.98750389738599,0.0253428024053456,-0.493082904334757,0,0.025335926288712,-0.493216725988705,0,NA,NA,NA,10,8.20661024584434,9,0.911845582871593,1,0,"hetero_ar1",0.5,"substantive"
2,"bam_re",0.989812844390067,0.0253165061247321,-0.402391845057201,0,0.0250740093148095,-0.406283473936338,0,NA,NA,NA,10,8.21523386524563,9,0.91280376280507,1,0,"hetero_ar1",0.5,"substantive"
2,"bam_fd",0.969229664621739,0.0244795877364976,-1.25697931311089,0,0.0244876864805121,-1.25656359586065,0,NA,NA,NA,10,8.30664867420837,9,0.92296096380093,1,0,"hetero_ar1",0.5,"substantive"
3,"bam_fe",0.978514393013397,0.0265649665133461,-0.808794807846204,0,0.0265287669815658,-0.809898439740244,0,NA,NA,NA,10,8.20896587311957,9,0.912107319235508,1,0,"hetero_ar1",0.5,"substantive"
3,"bam_re",0.983886857673007,0.0266057394346798,-0.605626555373601,0,0.0263167499529783,-0.612277061407011,0,NA,NA,NA,10,8.21191643187893,9,0.912435159097659,1,0,"hetero_ar1",0.5,"substantive"
3,"bam_fd",0.983030629059043,0.0249651492877176,-0.679722390016151,0,0.0249641477529136,-0.679749659748626,0,NA,NA,NA,10,8.35288119778418,9,0.928097910864909,1,0,"hetero_ar1",0.5,"substantive"
4,"bam_fe",1.01839828249739,0.0237502290274805,0.774657055984723,0,0.0237426974028245,0.774902791592764,0,NA,NA,NA,10,8.17171657013015,9,0.907968507792239,1,0,"hetero_ar1",0.5,"substantive"
4,"bam_re",1.02351079698545,0.023718336150868,0.991249842986452,0,0.0234545852564536,1.00239662003739,0,NA,NA,NA,10,8.16949233921122,9,0.907721371023469,1,0,"hetero_ar1",0.5,"substantive"
