"sim","method","beta_hat","se_classic_cluster","t_classic_cluster","reject_classic_cluster","se_penalty_cluster","t_penalty_cluster","reject_penalty_cluster","p_boot","reject_wild_boot","boot_success","K_smooth","smooth_edf","edf_ceiling","edf_ratio","binding_90","binding_95","error_design","rho","df_correction"
1,"bam_fe",1.00082155874404,0.0264320083193467,0.0310819644920562,0,0.0258287770223727,0.0318078840250174,0,NA,NA,NA,40,10.2480292066359,39,0.262769979657332,0,0,"hetero_ar1",0.5,"substantive"
1,"bam_re",1.00390153803694,0.026492851103099,0.147267578780228,0,0.0258088129972712,0.151170766255349,0,NA,NA,NA,40,10.2564953861025,39,0.262987061182116,0,0,"hetero_ar1",0.5,"substantive"
1,"bam_fd",0.992505992551368,0.0244097999425758,-0.307008146984498,0,0.0241939012169076,-0.309747790628962,0,NA,NA,NA,40,11.3464954620877,39,0.290935781079172,0,0,"hetero_ar1",0.5,"substantive"
2,"bam_fe",1.00958149072408,0.0275264255465753,0.348083361127437,0,0.0273333438373652,0.350542208852545,0,NA,NA,NA,40,10.443823014736,39,0.26779033371118,0,0,"hetero_ar1",0.5,"substantive"
2,"bam_re",1.0104160123738,0.0275281222410304,0.378377147652951,0,0.0272255120943814,0.382582789910219,0,NA,NA,NA,40,10.4714795926318,39,0.268499476734149,0,0,"hetero_ar1",0.5,"substantive"
2,"bam_fd",1.04892616978046,0.0238549959294853,2.05098210559668,1,0.024152547706485,2.02571465234366,1,NA,NA,NA,40,11.9996080853765,39,0.307682258599397,0,0,"hetero_ar1",0.5,"substantive"
3,"bam_fe",1.0038107408948,0.02778604081734,0.137145875508273,0,0.0276473622215145,0.137833796377048,0,NA,NA,NA,40,10.2900366695048,39,0.263847094089866,0,0,"hetero_ar1",0.5,"substantive"
3,"bam_re",1.00590543189248,0.0277894110893889,0.212506550552147,0,0.0275581270262409,0.214290030917502,0,NA,NA,NA,40,10.2727506548279,39,0.263403862944304,0,0,"hetero_ar1",0.5,"substantive"
3,"bam_fd",1.00401268069686,0.0237343569746957,0.169066332874978,0,0.0232685558049073,0.172450784247262,0,NA,NA,NA,40,11.2245596656215,39,0.287809222195423,0,0,"hetero_ar1",0.5,"substantive"
4,"bam_fe",0.944243948338945,0.0303124977205356,-1.83937503847738,0,0.0297854706160851,-1.87192112489052,0,NA,NA,NA,40,10.5827112683572,39,0.271351570983518,0,0,"hetero_ar1",0.5,"substantive"
4,"bam_re",0.943940046978242,0.0303236734289567,-1.84871905948653,0,0.0296840213097242,-1.88855655495008,0,NA,NA,NA,40,10.6179266284176,39,0.272254528933783,0,0,"hetero_ar1",0.5,"substantive"
4,"bam_fd",0.965901217162507,0.0264970981174549,-1.28688744278115,0,0.0262001960566909,-1.30147052196523,0,NA,NA,NA,40,12.0702468501441,39,0.309493508978054,0,0,"hetero_ar1",0.5,"substantive"
5,"bam_fe",0.9826529398157,0.0245413385559877,-0.706850612273058,0,0.0243632867018825,-0.71201642030342,0,NA,NA,NA,40,10.373450276754,39,0.265985904532154,0,0,"hetero_ar1",0.5,"substantive"
5,"bam_re",0.984459295280285,0.0246091068403825,-0.631502184151335,0,0.0243372320171508,-0.638556788576588,0,NA,NA,NA,40,10.4007058235957,39,0.266684764707583,0,0,"hetero_ar1",0.5,"substantive"
5,"bam_fd",0.969192877083845,0.0267112868472274,-1.15333727994286,0,0.0260170246964785,-1.18411398980317,0,NA,NA,NA,40,11.6532089647179,39,0.298800229864562,0,0,"hetero_ar1",0.5,"substantive"
6,"bam_fe",0.988134014689753,0.0286838509524732,-0.413681737849928,0,0.0281859084795907,-0.420989989335966,0,NA,NA,NA,40,10.2846999780387,39,0.263710255847146,0,0,"hetero_ar1",0.5,"substantive"
6,"bam_re",0.990204968112829,0.0286829413437092,-0.341493285845291,0,0.0281077724431459,-0.34848125752347,0,NA,NA,NA,40,10.3011461241718,39,0.264131951901841,0,0,"hetero_ar1",0.5,"substantive"
6,"bam_fd",0.979589395280361,0.0249489684727341,-0.818094132506737,0,0.0246023559579908,-0.82961992560757,0,NA,NA,NA,40,11.1209054985854,39,0.285151423040651,0,0,"hetero_ar1",0.5,"substantive"
7,"bam_fe",0.952951103247502,0.0298777850624996,-1.57471166801955,0,0.0299197475434894,-1.57250313305991,0,NA,NA,NA,40,10.4534826876846,39,0.268038017632938,0,0,"hetero_ar1",0.5,"substantive"
7,"bam_re",0.954967266761822,0.0299039533699457,-1.50591236821006,0,0.0298603081231259,-1.5081134813643,0,NA,NA,NA,40,10.4415700937579,39,0.267732566506612,0,0,"hetero_ar1",0.5,"substantive"
7,"bam_fd",0.969044281206236,0.026094894136582,-1.18627493300952,0,0.0260768660529883,-1.18709505700808,0,NA,NA,NA,40,11.6955194252107,39,0.299885113466941,0,0,"hetero_ar1",0.5,"substantive"
8,"bam_fe",1.01392441357621,0.0324145496437753,0.429572945767566,0,0.031812813651794,0.437698272419871,0,NA,NA,NA,40,11.1753194731589,39,0.286546653157922,0,0,"hetero_ar1",0.5,"substantive"
8,"bam_re",1.01655344204885,0.0324117090964916,0.510724133663112,0,0.031719398454142,0.521871247740667,0,NA,NA,NA,40,11.1741385889188,39,0.286516374074841,0,0,"hetero_ar1",0.5,"substantive"
8,"bam_fd",0.984106655328373,0.0265108976532896,-0.599502320875025,0,0.026151867428675,-0.607732687349152,0,NA,NA,NA,40,12.230133386438,39,0.31359316375482,0,0,"hetero_ar1",0.5,"substantive"
9,"bam_fe",1.03833653951138,0.0286135557468274,1.3398034082372,0,0.0282000890970404,1.35944746059004,0,NA,NA,NA,40,10.420785210423,39,0.267199620780076,0,0,"hetero_ar1",0.5,"substantive"
9,"bam_re",1.04080016652941,0.0286358357377315,1.42479398551821,0,0.0280883436635773,1.45256576956203,0,NA,NA,NA,40,10.4449727219143,39,0.267819813382418,0,0,"hetero_ar1",0.5,"substantive"
9,"bam_fd",1.03969703794428,0.0261071604197592,1.52054215418356,0,0.025596493110098,1.55087799619768,0,NA,NA,NA,40,11.3732105911559,39,0.291620784388613,0,0,"hetero_ar1",0.5,"substantive"
10,"bam_fe",0.995938449711357,0.025963788618675,-0.156431341677233,0,0.0257507479644486,-0.157725526817736,0,NA,NA,NA,40,10.2793701986894,39,0.26357359483819,0,0,"hetero_ar1",0.5,"substantive"
10,"bam_re",0.997748010291787,0.025936820387687,-0.0868259746010401,0,0.0256479517487505,-0.0878038811938565,0,NA,NA,NA,40,10.2936458597633,39,0.263939637429827,0,0,"hetero_ar1",0.5,"substantive"
10,"bam_fd",1.03009554310156,0.0251863112914554,1.19491666537794,0,0.0246737664151674,1.21973851073894,0,NA,NA,NA,40,11.6912493237115,39,0.29977562368491,0,0,"hetero_ar1",0.5,"substantive"
11,"bam_fe",1.02263473557282,0.029066867570039,0.778712584638798,0,0.0285171180619056,0.793724510439053,0,NA,NA,NA,40,10.7855630069967,39,0.276552897615299,0,0,"hetero_ar1",0.5,"substantive"
11,"bam_re",1.025269136066,0.0290518046295311,0.869795745504575,0,0.0283820342444455,0.890321526933592,0,NA,NA,NA,40,10.7864993098088,39,0.276576905379712,0,0,"hetero_ar1",0.5,"substantive"
11,"bam_fd",0.998210623849716,0.0272072091973038,-0.0657684563421258,0,0.0269720477947322,-0.0663418722931908,0,NA,NA,NA,40,11.1174496147876,39,0.28506281063558,0,0,"hetero_ar1",0.5,"substantive"
12,"bam_fe",0.980407863233793,0.0263856934794437,-0.742528779145829,0,0.0258344896021425,-0.758371350389777,0,NA,NA,NA,40,11.025112940715,39,0.282695203608076,0,0,"hetero_ar1",0.5,"substantive"
12,"bam_re",0.98324074644392,0.0263788495695646,-0.635329206146137,0,0.0257811950819485,-0.65005728023114,0,NA,NA,NA,40,11.0390158529238,39,0.283051688536506,0,0,"hetero_ar1",0.5,"substantive"
12,"bam_fd",0.982944341566119,0.0241950797574984,-0.704922596032993,0,0.0235208331391065,-0.72512985968698,0,NA,NA,NA,40,11.5120261175371,39,0.295180156859926,0,0,"hetero_ar1",0.5,"substantive"
13,"bam_fe",0.945384960163347,0.0282140380069556,-1.93573992574861,0,0.0280164280943319,-1.94939339350337,0,NA,NA,NA,40,9.73382867080538,39,0.249585350533471,0,0,"hetero_ar1",0.5,"substantive"
13,"bam_re",0.948572569998468,0.0282438554034261,-1.82083604617568,0,0.0279437690177774,-1.84038989045517,0,NA,NA,NA,40,9.75015551717581,39,0.250003987619892,0,0,"hetero_ar1",0.5,"substantive"
13,"bam_fd",0.962223882557209,0.0248287622175129,-1.52146599624468,0,0.0245609440856141,-1.53805640821914,0,NA,NA,NA,40,10.7273210334819,39,0.275059513679023,0,0,"hetero_ar1",0.5,"substantive"
14,"bam_fe",1.02356901348028,0.026920068679172,0.875518326538301,0,0.0267805463871753,0.880079634654936,0,NA,NA,NA,40,10.0643801239617,39,0.258061028819531,0,0,"hetero_ar1",0.5,"substantive"
14,"bam_re",1.0224427524264,0.0269308617824251,0.83334698338732,0,0.0267185692754765,0.839968345423486,0,NA,NA,NA,40,10.0817271004535,39,0.25850582308855,0,0,"hetero_ar1",0.5,"substantive"
14,"bam_fd",1.02521555515448,0.0245586947879594,1.02674655034364,0,0.0240625047890016,1.04791896669066,0,NA,NA,NA,40,11.2813292434355,39,0.289264852395782,0,0,"hetero_ar1",0.5,"substantive"
15,"bam_fe",1.01425543841797,0.0285327648255331,0.499616441138301,0,0.0278832179210975,0.511255137707142,0,NA,NA,NA,40,10.6852376883238,39,0.273980453546764,0,0,"hetero_ar1",0.5,"substantive"
15,"bam_re",1.01483887517181,0.0285652882478875,0.519472271486981,0,0.0278084578178085,0.533610143684692,0,NA,NA,NA,40,10.6987733215273,39,0.274327521064802,0,0,"hetero_ar1",0.5,"substantive"
15,"bam_fd",1.00330815264707,0.0248160477829076,0.133306990541224,0,0.0248355976164875,0.133202055297855,0,NA,NA,NA,40,11.4888924797754,39,0.294586986660908,0,0,"hetero_ar1",0.5,"substantive"
16,"bam_fe",1.00275664631877,0.0285451442732756,0.0965714621155206,0,0.027818426724358,0.0990942566983836,0,NA,NA,NA,40,10.4005923559992,39,0.266681855282032,0,0,"hetero_ar1",0.5,"substantive"
16,"bam_re",1.00389133279327,0.0285545679849718,0.136277067659263,0,0.0277373423046003,0.140292200692337,0,NA,NA,NA,40,10.3892322616639,39,0.266390570811895,0,0,"hetero_ar1",0.5,"substantive"
16,"bam_fd",0.999253227136108,0.0257150250379503,-0.0290403319767351,0,0.0248917745782557,-0.0300007884751004,0,NA,NA,NA,40,11.7078386368143,39,0.300200990687546,0,0,"hetero_ar1",0.5,"substantive"
17,"bam_fe",0.957294841444197,0.0258491631338074,-1.65209056613327,0,0.0259701824811605,-1.64439193243185,0,NA,NA,NA,40,10.2730090649258,39,0.263410488844251,0,0,"hetero_ar1",0.5,"substantive"
17,"bam_re",0.959275374910339,0.0258434149481962,-1.57582212611198,0,0.0258816893138159,-1.57349176848056,0,NA,NA,NA,40,10.2686606035391,39,0.263298989834335,0,0,"hetero_ar1",0.5,"substantive"
17,"bam_fd",1.01079700461556,0.0241422887966034,0.44722373700875,0,0.0238421269315155,0.452854086658246,0,NA,NA,NA,40,11.5468021980808,39,0.296071851232841,0,0,"hetero_ar1",0.5,"substantive"
18,"bam_fe",0.984244412703437,0.0275239440727604,-0.572432034264888,0,0.0270001554790632,-0.583536909955227,0,NA,NA,NA,40,10.24695151788,39,0.262742346612308,0,0,"hetero_ar1",0.5,"substantive"
18,"bam_re",0.988641629000412,0.0275073755103901,-0.412920927163628,0,0.0269057470853906,-0.422154083420927,0,NA,NA,NA,40,10.2419674240082,39,0.262614549333543,0,0,"hetero_ar1",0.5,"substantive"
18,"bam_fd",1.01592065659632,0.0236569394783659,0.672980400143246,0,0.0227283417358907,0.70047594238583,0,NA,NA,NA,40,11.3742815328246,39,0.2916482444314,0,0,"hetero_ar1",0.5,"substantive"
19,"bam_fe",1.02410788911508,0.0264488087568582,0.911492435697401,0,0.0256123350696023,0.94126088267897,0,NA,NA,NA,40,10.4534351091397,39,0.268036797670249,0,0,"hetero_ar1",0.5,"substantive"
19,"bam_re",1.02699254203688,0.0263980192033041,1.02252149409371,0,0.0254656049683148,1.05996076160225,0,NA,NA,NA,40,10.4478450503409,39,0.267893462829253,0,0,"hetero_ar1",0.5,"substantive"
19,"bam_fd",1.02881122969593,0.0262836145883507,1.09616695219301,0,0.0258721977748582,1.1135980772351,0,NA,NA,NA,40,11.1435109724548,39,0.285731050575764,0,0,"hetero_ar1",0.5,"substantive"
20,"bam_fe",0.974193403515027,0.030079109371116,-0.857957466977198,0,0.029847683164663,-0.864609703292665,0,NA,NA,NA,40,10.2992965411566,39,0.264084526696323,0,0,"hetero_ar1",0.5,"substantive"
20,"bam_re",0.977449128997554,0.0300734517041076,-0.749859750863438,0,0.0297711522366531,-0.757473907062355,0,NA,NA,NA,40,10.3022356664107,39,0.264159888882325,0,0,"hetero_ar1",0.5,"substantive"
20,"bam_fd",0.983534083935663,0.0255891885657715,-0.643471598249977,0,0.0252415566602078,-0.652333621337024,0,NA,NA,NA,40,11.1977466601139,39,0.28712170923369,0,0,"hetero_ar1",0.5,"substantive"
