"sim","method","beta_hat","se_classic_cluster","t_classic_cluster","reject_classic_cluster","se_penalty_cluster","t_penalty_cluster","reject_penalty_cluster","p_boot","reject_wild_boot","boot_success","K_smooth","smooth_edf","edf_ceiling","edf_ratio","binding_90","binding_95","error_design","rho","df_correction"
1,"bam_fe",1.07582518086354,0.0261499451321032,2.89963059121123,1,0.025832041762069,2.93531504640416,1,NA,NA,NA,20,9.98555838216385,19,0.525555704324413,0,0,"hetero_ar1",0.5,"substantive"
1,"bam_re",1.07890639857153,0.0262086183101942,3.01070425146501,1,0.0258118844804438,3.05697937829019,1,NA,NA,NA,20,9.99526855388235,19,0.526066765993808,0,0,"hetero_ar1",0.5,"substantive"
1,"bam_fd",1.06741613547847,0.0244465801658132,2.7576918743321,1,0.0242069966300383,2.78498553574445,1,NA,NA,NA,20,10.9371580430905,20,0.546857902154525,0,0,"hetero_ar1",0.5,"substantive"
2,"bam_fe",1.08455598346414,0.0274334131186487,3.08222615605418,1,0.0273368172609753,3.09311733904175,1,NA,NA,NA,20,10.0982681790413,19,0.531487798896908,0,0,"hetero_ar1",0.5,"substantive"
2,"bam_re",1.08539204435306,0.0274313406748424,3.11293732833752,1,0.0272290106717914,3.13606856240003,1,NA,NA,NA,20,10.1220571160099,19,0.532739848211045,0,0,"hetero_ar1",0.5,"substantive"
2,"bam_fd",1.12381448837531,0.0243733575052881,5.07991106060961,1,0.024174847174475,5.12162445047574,1,NA,NA,NA,20,11.3573604124317,20,0.567868020621583,0,0,"hetero_ar1",0.5,"substantive"
3,"bam_fe",1.07880195934241,0.027514691662571,2.86399572667596,1,0.0276527709368312,2.84969486502534,1,NA,NA,NA,20,9.9845890422518,19,0.525504686434305,0,0,"hetero_ar1",0.5,"substantive"
3,"bam_re",1.08089399180903,0.027516457115517,2.93984038240945,1,0.0275632308852989,2.93485158346152,1,NA,NA,NA,20,9.97135448453106,19,0.524808130764793,0,0,"hetero_ar1",0.5,"substantive"
3,"bam_fd",1.07903636464707,0.0233362502866743,3.38684937280626,1,0.0232817325304257,3.39478020133529,1,NA,NA,NA,20,10.7445565424819,20,0.537227827124095,0,0,"hetero_ar1",0.5,"substantive"
4,"bam_fe",1.01920224293925,0.030360692049625,0.632470528269531,0,0.0297943505841193,0.644492749893662,0,NA,NA,NA,20,10.2613226504108,19,0.540069613179518,0,0,"hetero_ar1",0.5,"substantive"
4,"bam_re",1.0188941143848,0.030369388780797,0.622143386591485,0,0.0296933388476618,0.636308179478655,0,NA,NA,NA,20,10.2909047552991,19,0.541626566068375,0,0,"hetero_ar1",0.5,"substantive"
4,"bam_fd",1.04086206645505,0.0265266615093283,1.54041496856571,0,0.0262112314929137,1.55895256070255,0,NA,NA,NA,20,11.5372565106663,20,0.576862825533317,0,0,"hetero_ar1",0.5,"substantive"
5,"bam_fe",1.05775956712515,0.024482373484176,2.35923069969027,1,0.0243628978986996,2.37080036066786,1,NA,NA,NA,20,10.0878075837675,19,0.530937241250924,0,0,"hetero_ar1",0.5,"substantive"
5,"bam_re",1.05956930792733,0.0245487850812575,2.42656847294694,1,0.0243366575954807,2.44771935889798,1,NA,NA,NA,20,10.1087846538354,19,0.532041297570287,0,0,"hetero_ar1",0.5,"substantive"
5,"bam_fd",1.04430242616385,0.0262094336614984,1.69032367261457,0,0.0260043367515394,1.7036553013116,0,NA,NA,NA,20,11.1688690243448,20,0.558443451217242,0,0,"hetero_ar1",0.5,"substantive"
6,"bam_fe",1.06313987840096,0.0282770343933841,2.23290312281597,1,0.0281879846355747,2.23995717385472,1,NA,NA,NA,20,9.97115890482396,19,0.524797837095998,0,0,"hetero_ar1",0.5,"substantive"
6,"bam_re",1.06521371765804,0.0282734176480969,2.30653819321433,1,0.028109881802517,2.31995702138443,1,NA,NA,NA,20,9.98632303900914,19,0.525595949421534,0,0,"hetero_ar1",0.5,"substantive"
6,"bam_fd",1.05461570016245,0.0246659616751427,2.21421329043458,1,0.0245990089420546,2.22023985970751,1,NA,NA,NA,20,10.7333215137409,20,0.536666075687046,0,0,"hetero_ar1",0.5,"substantive"
7,"bam_fe",1.02790678846482,0.0301740662390093,0.924860051799712,0,0.0299396507326747,0.932101336585131,0,NA,NA,NA,20,10.1195460898669,19,0.532607688940363,0,0,"hetero_ar1",0.5,"substantive"
7,"bam_re",1.02992236042226,0.0302073340735543,0.990566077410263,0,0.0298805802075225,1.00139823974131,0,NA,NA,NA,20,10.1103652949512,19,0.53212448920796,0,0,"hetero_ar1",0.5,"substantive"
7,"bam_fd",1.04394907862081,0.0263165440528392,1.67001710150721,0,0.0261124399439626,1.68307054856322,0,NA,NA,NA,20,11.1276880131132,20,0.55638440065566,0,0,"hetero_ar1",0.5,"substantive"
8,"bam_fe",1.08909987905414,0.0320129313912277,2.78324649390146,1,0.031810668588608,2.8009433000742,1,NA,NA,NA,20,10.7081913019211,19,0.563589015890584,0,0,"hetero_ar1",0.5,"substantive"
8,"bam_re",1.09172707274936,0.032005753953853,2.86595569289257,1,0.0317171930904668,2.89202996266824,1,NA,NA,NA,20,10.7096281115978,19,0.563664637452516,0,0,"hetero_ar1",0.5,"substantive"
8,"bam_fd",1.05923581899994,0.0262288187014079,2.25842496660977,1,0.0261763172063727,2.2629546598526,1,NA,NA,NA,20,11.4502026279758,20,0.572510131398789,0,0,"hetero_ar1",0.5,"substantive"
9,"bam_fe",1.1134133530233,0.0282576490765746,4.01354524277547,1,0.0282020938500323,4.02145151442984,1,NA,NA,NA,20,10.1087861990376,19,0.532041378896717,0,0,"hetero_ar1",0.5,"substantive"
9,"bam_re",1.11587856014799,0.0282841911727802,4.09693738244521,1,0.0280902202517959,4.12522789459373,1,NA,NA,NA,20,10.1334511582736,19,0.533339534645977,0,0,"hetero_ar1",0.5,"substantive"
9,"bam_fd",1.11467996518173,0.0256719101653357,4.46713799024517,1,0.0255999564496185,4.47969376070722,1,NA,NA,NA,20,10.8955405380603,20,0.544777026903017,0,0,"hetero_ar1",0.5,"substantive"
10,"bam_fe",1.07087823177292,0.0258906673040227,2.73759771969673,1,0.0257534266759669,2.75218644356413,1,NA,NA,NA,20,9.95256675280066,19,0.523819302778982,0,0,"hetero_ar1",0.5,"substantive"
10,"bam_re",1.07268367094141,0.0258670337837296,2.80989585234673,1,0.0256509434178164,2.83356716193645,1,NA,NA,NA,20,9.96601568581106,19,0.524527141358477,0,0,"hetero_ar1",0.5,"substantive"
10,"bam_fd",1.10491971812643,0.0250289637093268,4.1919321688628,1,0.024699682387384,4.24781648933336,1,NA,NA,NA,20,11.013604088016,20,0.5506802044008,0,0,"hetero_ar1",0.5,"substantive"
11,"bam_fe",1.09760470271163,0.0286394983687937,3.40804512197694,1,0.0285156228615204,3.42285010520825,1,NA,NA,NA,20,10.4598153779704,19,0.550516598840546,0,0,"hetero_ar1",0.5,"substantive"
11,"bam_re",1.1002388958204,0.0286204983938458,3.50234627087944,1,0.0283804726267653,3.53196710775926,1,NA,NA,NA,20,10.4614850993483,19,0.550604478913068,0,0,"hetero_ar1",0.5,"substantive"
11,"bam_fd",1.07307294489377,0.0270176730970049,2.70463502283874,1,0.0269925017449942,2.70715717957929,1,NA,NA,NA,20,10.7491615504471,20,0.537458077522357,0,0,"hetero_ar1",0.5,"substantive"
12,"bam_fe",1.05536976215776,0.0260684338742461,2.12401567446899,1,0.0258482445554544,2.14210918807147,1,NA,NA,NA,20,10.6347514274886,19,0.559723759341503,0,0,"hetero_ar1",0.5,"substantive"
