"model","method","se_type","x","point_coverage","df_correction"
"np","bam_fd","classic",0.05,0.958,"substantive"
"pl","bam_fd","classic",0.05,0.95,"substantive"
"np","bam_fe","classic",0.05,0.958,"substantive"
"pl","bam_fe","classic",0.05,0.942,"substantive"
"np","bam_re","classic",0.05,0.914,"substantive"
"pl","bam_re","classic",0.05,0.892,"substantive"
"np","bam_fd","penalty",0.05,0.954,"substantive"
"pl","bam_fd","penalty",0.05,0.942,"substantive"
"np","bam_fe","penalty",0.05,0.947,"substantive"
"pl","bam_fe","penalty",0.05,0.934,"substantive"
"np","bam_re","penalty",0.05,0.889,"substantive"
"pl","bam_re","penalty",0.05,0.874,"substantive"
"np","bam_fd","classic",0.0683673469387755,0.959,"substantive"
"pl","bam_fd","classic",0.0683673469387755,0.965,"substantive"
"np","bam_fe","classic",0.0683673469387755,0.969,"substantive"
"pl","bam_fe","classic",0.0683673469387755,0.958,"substantive"
"np","bam_re","classic",0.0683673469387755,0.92,"substantive"
"pl","bam_re","classic",0.0683673469387755,0.907,"substantive"
"np","bam_fd","penalty",0.0683673469387755,0.945,"substantive"
"pl","bam_fd","penalty",0.0683673469387755,0.949,"substantive"
"np","bam_fe","penalty",0.0683673469387755,0.943,"substantive"
"pl","bam_fe","penalty",0.0683673469387755,0.937,"substantive"
"np","bam_re","penalty",0.0683673469387755,0.883,"substantive"
"pl","bam_re","penalty",0.0683673469387755,0.875,"substantive"
"np","bam_fd","classic",0.086734693877551,0.964,"substantive"
"pl","bam_fd","classic",0.086734693877551,0.967,"substantive"
"np","bam_fe","classic",0.086734693877551,0.974,"substantive"
"pl","bam_fe","classic",0.086734693877551,0.965,"substantive"
"np","bam_re","classic",0.086734693877551,0.921,"substantive"
"pl","bam_re","classic",0.086734693877551,0.916,"substantive"
"np","bam_fd","penalty",0.086734693877551,0.949,"substantive"
"pl","bam_fd","penalty",0.086734693877551,0.946,"substantive"
"np","bam_fe","penalty",0.086734693877551,0.944,"substantive"
"pl","bam_fe","penalty",0.086734693877551,0.946,"substantive"
"np","bam_re","penalty",0.086734693877551,0.876,"substantive"
"pl","bam_re","penalty",0.086734693877551,0.874,"substantive"
"np","bam_fd","classic",0.105102040816327,0.963,"substantive"
