"model","method","vcov_type","avg_pointwise_coverage","avg_pointwise_width","uniform_coverage","avg_uniform_width","avg_sup_crit","min_pointwise_coverage","coverage_at_0.25","coverage_at_0.5","coverage_at_0.75","abs_bias","empirical_sd","mean_reported_se","se_to_sd","max_abs_bias","n_success","error_design","rho","df_correction","M","n","T","K","dgp","mc_seed","chunk"
"np","bam_re","classic_cluster",0.99384,0.189116952170372,1,0.305876086405421,3.1700315653958,0.98,0.984,1,1,0.0141051330897904,0.0315057849517657,0.0482450069649499,1.52902506163508,0.0254338313434851,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261903,"a2"
"np","bam_re","penalty_cluster",0.91848,0.122489446048806,0.919999999999999,0.189743484223559,3.03619469303204,0.884,0.912,0.96,0.892,0.0141051330897904,0.0315057849517657,0.0312478818526735,0.99240482465789,0.0254338313434851,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261903,"a2"
"np","bam_re","penalty_cluster_delta",0.95656,0.139922173671655,0.988,0.220848993988583,3.09354713345236,0.92,0.96,0.976,0.936,0.0141051330897904,0.0315057849517657,0.0356950879647134,1.13367097066613,0.0254338313434851,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261903,"a2"
"np","bam_re","mgcv_sandwich_freq",0.92016,0.122783613893797,0.928000000000002,0.189921400524073,3.03156672483605,0.884,0.908,0.956,0.896,0.0141051330897904,0.0315057849517657,0.031322926049228,0.994886813358387,0.0254338313434851,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261903,"a2"
"np","bam_re","mgcv_sandwich_default",0.9576,0.140156141352597,0.988,0.220501285479273,3.0835311132282,0.92,0.96,0.976,0.94,0.0141051330897904,0.0315057849517657,0.0357547746943644,1.13565972319129,0.0254338313434851,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261903,"a2"
"pl","bam_fd","classic_cluster",0.99392,0.182172413598843,1,0.294898522469585,3.17275839931785,0.972,0.996,1,0.976,0.0015204662208822,0.0313254438128973,0.0464734084492868,1.48089529151498,0.00333670259840824,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261903,"a2"
"pl","bam_fd","penalty_cluster",0.94944,0.123268318335169,0.928000000000002,0.190782292298344,3.03362116587197,0.916,0.948,0.956,0.944,0.0015204662208822,0.0313254438128973,0.0314465774135375,1.00540240081563,0.00333670259840824,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261903,"a2"
"pl","bam_fd","penalty_cluster_delta",0.972,0.136875871369532,0.98,0.215987973903254,3.09265407501454,0.944,0.972,0.984,0.964,0.0015204662208822,0.0313254438128973,0.0349179557505115,1.11869231196458,0.00333670259840824,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261903,"a2"
"pl","bam_fd","mgcv_sandwich_freq",0.93128,0.114170820180328,0.887999999999998,0.176469081550637,3.02960019697856,0.9,0.936,0.94,0.9,0.0015204662208822,0.0313254438128973,0.029125744422064,0.931882446724386,0.00333670259840824,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261903,"a2"
"pl","bam_fd","mgcv_sandwich_default",0.96096,0.128700876990174,0.956,0.203132699682127,3.09327121577601,0.924,0.972,0.968,0.928,0.0015204662208822,0.0313254438128973,0.0328324596791958,1.05278687226062,0.00333670259840824,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261903,"a2"
"pl","bam_fe","classic_cluster",0.99712,0.189968941633392,1,0.307120005574766,3.16859318916142,0.988,0.996,0.996,0.992,0.00142644745823581,0.0324351414355615,0.0484623552095454,1.49145366148096,0.00398462449142767,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261903,"a2"
"pl","bam_fe","penalty_cluster",0.946,0.1252467895451,0.948000000000002,0.19363264718774,3.03010914879386,0.916,0.944,0.948,0.924,0.00142644745823581,0.0324351414355615,0.03195129873126,0.986697453025567,0.00398462449142767,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261903,"a2"
"pl","bam_fe","penalty_cluster_delta",0.96984,0.14164451698118,0.984,0.222668804183134,3.08113191103064,0.948,0.972,0.976,0.956,0.00142644745823581,0.0324351414355615,0.0361344693316954,1.11896172906114,0.00398462449142767,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261903,"a2"
"pl","bam_fe","mgcv_sandwich_freq",0.94592,0.125427911239835,0.944,0.193958066643915,3.03094405208765,0.92,0.94,0.952,0.92,0.00142644745823581,0.0324351414355615,0.0319975040942575,0.988841575276987,0.00398462449142767,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261903,"a2"
"pl","bam_fe","mgcv_sandwich_default",0.97016,0.141773923614366,0.988,0.22285435635195,3.08087015797618,0.948,0.976,0.972,0.956,0.00142644745823581,0.0324351414355615,0.0361674818345287,1.12062036506982,0.00398462449142767,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261903,"a2"
"pl","bam_re","classic_cluster",0.99304,0.190066438244887,1,0.308057918100651,3.17662600089827,0.98,0.984,0.996,0.988,0.0128825150731184,0.0320944414911281,0.04848722725114,1.5079044739062,0.0228893629214337,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261903,"a2"
"pl","bam_re","penalty_cluster",0.92368,0.123058454047992,0.887999999999998,0.190219182545334,3.02952686407611,0.872,0.924,0.944,0.904,0.0128825150731184,0.0320944414911281,0.0313930396218149,0.980096315331219,0.0228893629214337,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261903,"a2"
"pl","bam_re","penalty_cluster_delta",0.95952,0.140611110535092,0.967999999999999,0.221286925508235,3.08468834068036,0.932,0.968,0.968,0.944,0.0128825150731184,0.0320944414911281,0.0358708403940619,1.12280180168417,0.0228893629214337,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261903,"a2"
"pl","bam_re","mgcv_sandwich_freq",0.92512,0.123246352733864,0.884000000000004,0.190679938372173,3.0322847522355,0.876,0.924,0.948,0.9,0.0128825150731184,0.0320944414911281,0.03144097384085,0.98225661943416,0.0228893629214337,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261903,"a2"
"pl","bam_re","mgcv_sandwich_default",0.96016,0.140743477664486,0.967999999999999,0.222163969916936,3.09375467756874,0.928,0.968,0.964,0.932,0.0128825150731184,0.0320944414911281,0.0359046081393976,1.12444139285323,0.0228893629214337,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261903,"a2"
