"model","method","vcov_type","x","point_coverage","mean_estimate","mean_reported_se","empirical_sd","truth","bias","se_to_sd","abs_bias","error_design","rho","df_correction","M","n","T","K","dgp"
"np","bam_fd","classic_cluster",0.05,0.998,0.306885776605356,0.0983443803751037,0.0575898313444042,0.309016994374947,-0.00213121776959185,1.70766918532849,0.00213121776959185,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.0683673469387755,0.996,0.412741568600979,0.0876180206775506,0.0569256239885777,0.416475099043599,-0.0037335304426202,1.53916662723155,0.0037335304426202,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.086734693877551,0.989,0.514712009969046,0.0798660388383422,0.0560424553454332,0.518392568310525,-0.00368055834147929,1.42509885311173,0.00368055834147929,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.105102040816327,0.994,0.610586112290198,0.0846481579697062,0.0543206990898107,0.613413528704367,-0.00282741641416884,1.55830391338952,0.00282741641416884,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.123469387755102,0.993,0.698281450228343,0.0818061194876995,0.0523120910359613,0.700273855435255,-0.00199240520691191,1.56380901370322,0.00199240520691191,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.141836734693878,0.996,0.776212754199484,0.0762621706933056,0.0506842845658819,0.777817989857797,-0.00160523565831339,1.50465122170515,0.00160523565831339,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.160204081632653,0.997,0.843333667918888,0.077800746355643,0.0496563150951865,0.845014312609001,-0.00168064469011309,1.56678453096059,0.00168064469011309,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.178571428571429,0.996,0.898925444340148,0.075244101128181,0.0489779893647803,0.900968867902419,-0.00204342356227116,1.53628399417899,0.00204342356227116,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.196938775510204,0.997,0.942370379684225,0.0713879466766942,0.0483654938150513,0.944937256395429,-0.00256687671120437,1.4760098790613,0.00256687671120437,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.21530612244898,0.996,0.973088490295741,0.0723404272018309,0.0476589932215482,0.976334538411204,-0.00324604811546314,1.51787568960067,0.00324604811546314,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.233673469387755,0.993,0.990680094094451,0.069756609890872,0.0468667145203858,0.994743015766457,-0.00406292167200673,1.48840409669702,0.00406292167200673,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.252040816326531,0.993,0.995062025256853,0.0673130772694632,0.0461934455593935,0.999917788678319,-0.00485576342146665,1.45719974888894,0.00485576342146665,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.270408163265306,0.993,0.986412180982692,0.0682096916112909,0.0456474542132751,0.991790013823246,-0.00537783284055382,1.49427153796135,0.00537783284055382,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.288775510204082,0.992,0.965004287186527,0.065628386023582,0.04490712018622,0.970467820203915,-0.00546353301738767,1.46142495335785,0.00546353301738767,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.307142857142857,0.996,0.931090410281699,0.0643336856602108,0.043810245256006,0.936234870639737,-0.00514446035803806,1.4684621207728,0.00514446035803806,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.325510204081633,0.995,0.884956018842953,0.0648980809196976,0.0425729492830066,0.889546588018412,-0.00459056917545941,1.52439711160914,0.00459056917545941,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.343877551020408,0.995,0.82709402971621,0.0628516855934639,0.0416024023015782,0.831024096513104,-0.00393006679689478,1.51077058333912,0.00393006679689478,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
