"model","method","vcov_type","avg_pointwise_coverage","avg_pointwise_width","uniform_coverage","avg_uniform_width","avg_sup_crit","min_pointwise_coverage","coverage_at_0.25","coverage_at_0.5","coverage_at_0.75","abs_bias","empirical_sd","mean_reported_se","se_to_sd","max_abs_bias","n_success","error_design","rho","df_correction","M","n","T","K","dgp","mc_seed","chunk"
"np","bam_fd","classic_cluster",0.99616,0.180485109587201,1,0.292940227291059,3.18105850671572,0.988,0.996,0.996,0.992,0.00134710911780213,0.0309656974617368,0.0460429658429554,1.4868174111434,0.00387612833972201,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
"np","bam_fd","penalty_cluster",0.94832,0.122296006116901,0.960000000000002,0.189625679696834,3.0389427709878,0.924,0.94,0.948,0.932,0.00134710911780213,0.0309656974617368,0.0311985340244913,1.00955797547795,0.00387612833972201,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
"np","bam_fd","penalty_cluster_delta",0.96872,0.135733977795746,0.980000000000001,0.214760839428104,3.10112989420717,0.944,0.98,0.964,0.948,0.00134710911780213,0.0309656974617368,0.034626651016651,1.12075315506153,0.00387612833972201,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
"np","bam_fd","mgcv_sandwich_freq",0.92968,0.11347837609054,0.908,0.176011724368992,3.04009295940501,0.896,0.916,0.936,0.896,0.00134710911780213,0.0309656974617368,0.0289490972756751,0.936779006398442,0.00387612833972201,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
"np","bam_fd","mgcv_sandwich_default",0.95744,0.12781985450334,0.967999999999998,0.202320598316365,3.10229828459,0.928,0.956,0.952,0.932,0.00134710911780213,0.0309656974617368,0.0326077049148778,1.05545912382437,0.00387612833972201,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
"np","bam_fe","classic_cluster",0.99608,0.189773131039341,1,0.306970097376139,3.17037388332354,0.984,1,0.996,0.988,0.00191011300495957,0.0317302269384944,0.0484124026094988,1.52844687927578,0.00707715787636903,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
"np","bam_fe","penalty_cluster",0.950160000000001,0.125049784424948,0.956,0.193341829086096,3.03036192745477,0.916,0.952,0.948,0.916,0.00191011300495957,0.0317302269384944,0.0319010413995677,1.00944333548196,0.00707715787636903,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
"np","bam_fe","penalty_cluster_delta",0.9732,0.141303952586512,0.976000000000001,0.222816743246215,3.09058234758901,0.948,0.968,0.964,0.948,0.00191011300495957,0.0317302269384944,0.0360475890631408,1.14119169314123,0.00707715787636903,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
"np","bam_fe","mgcv_sandwich_freq",0.952400000000001,0.125157608203932,0.952000000000001,0.193589283443933,3.03162703159198,0.92,0.956,0.948,0.92,0.00191011300495957,0.0317302269384944,0.0319285479710749,1.01042948377206,0.00707715787636903,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
"np","bam_fe","mgcv_sandwich_default",0.97416,0.141375108105828,0.976000000000001,0.222363076230119,3.08270270569945,0.948,0.972,0.968,0.948,0.00191011300495957,0.0317302269384944,0.0360657413148857,1.14188129396792,0.00707715787636903,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
"np","bam_re","classic_cluster",0.99208,0.189863366951406,1,0.307620091615953,3.17543595217193,0.972,0.996,0.996,0.98,0.0125325032824164,0.0315374284143948,0.0484354223978156,1.53704264665312,0.0283077292491937,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
"np","bam_re","penalty_cluster",0.92752,0.122822474897838,0.887999999999998,0.1898624830738,3.02947933267747,0.888,0.94,0.944,0.888,0.0125325032824164,0.0315374284143948,0.0313328397528336,0.997332110043,0.0283077292491937,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
"np","bam_re","penalty_cluster_delta",0.95976,0.140254803731331,0.964000000000001,0.220970975899499,3.08788373911975,0.928,0.96,0.96,0.928,0.0125325032824164,0.0315374284143948,0.0357799441310256,1.13896637836587,0.0283077292491937,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
"np","bam_re","mgcv_sandwich_freq",0.92928,0.12291598002531,0.892000000000001,0.189615626451497,3.02329402163612,0.884,0.94,0.94,0.888,0.0125325032824164,0.0315374284143948,0.0313566935399976,0.998216952940958,0.0283077292491937,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
"np","bam_re","mgcv_sandwich_default",0.96056,0.140311347434347,0.967999999999998,0.221140166343666,3.08882626812605,0.924,0.96,0.964,0.936,0.0125325032824164,0.0315374284143948,0.0357943688101172,1.13954835274588,0.0283077292491937,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
"pl","bam_fd","classic_cluster",0.99064,0.182181234932062,1,0.294748093506709,3.17097938119739,0.976,0.984,0.992,0.988,0.00189094453086524,0.033023551324337,0.0464756588307451,1.41092707422511,0.00515603120766905,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
"pl","bam_fd","penalty_cluster",0.937279999999999,0.123536406024483,0.880000000000002,0.191152377106303,3.0327160112989,0.912,0.948,0.948,0.92,0.00189094453086524,0.033023551324337,0.0315149683868996,0.959828668458374,0.00515603120766905,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
"pl","bam_fd","penalty_cluster_delta",0.95936,0.137220591054153,0.955999999999998,0.216873532673312,3.09755626978488,0.928,0.964,0.968,0.952,0.00189094453086524,0.033023551324337,0.0350058960614918,1.06838904340251,0.00515603120766905,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
