"model","method","vcov_type","avg_pointwise_coverage","avg_pointwise_width","uniform_coverage","avg_uniform_width","avg_sup_crit","min_pointwise_coverage","coverage_at_0.25","coverage_at_0.5","coverage_at_0.75","abs_bias","empirical_sd","mean_reported_se","se_to_sd","max_abs_bias","n_success","error_design","rho","df_correction","M","n","T","K","dgp","mc_seed","chunk"
"pl","bam_fd","mgcv_sandwich_freq",0.91912,0.114391538731009,0.827999999999999,0.177206209807443,3.03621470629407,0.876,0.928,0.92,0.896,0.00189094453086524,0.033023551324337,0.0291820512094393,0.889714986664342,0.00515603120766905,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
"pl","bam_fd","mgcv_sandwich_default",0.948719999999999,0.129003613859772,0.928000000000002,0.204209866203572,3.10262480242126,0.912,0.964,0.968,0.932,0.00189094453086524,0.033023551324337,0.0329096898915836,1.00554756745414,0.00515603120766905,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
"pl","bam_fe","classic_cluster",0.99448,0.190217165609065,1,0.307881115088267,3.17233690687486,0.984,0.988,1,0.988,0.00158193746208025,0.0331912119613384,0.0485256788159052,1.46609058182029,0.00432744922673922,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
"pl","bam_fe","penalty_cluster",0.94488,0.12546420456289,0.92,0.193825453141735,3.02784114527456,0.916,0.928,0.96,0.944,0.00158193746208025,0.0331912119613384,0.0320067627651669,0.970113443771566,0.00432744922673922,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
"pl","bam_fe","penalty_cluster_delta",0.9696,0.141957204007733,0.976000000000001,0.223742701160497,3.08916321057404,0.952,0.976,0.976,0.952,0.00158193746208025,0.0331912119613384,0.0362142378960719,1.1000791329856,0.00432744922673922,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
"pl","bam_fe","mgcv_sandwich_freq",0.94456,0.125665886934914,0.923999999999997,0.194618710928086,3.03539261493747,0.916,0.936,0.956,0.944,0.00158193746208025,0.0331912119613384,0.0320582132952827,0.97248414288343,0.00432744922673922,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
"pl","bam_fe","mgcv_sandwich_default",0.97048,0.142101341796026,0.979999999999999,0.223985040717783,3.08936715592324,0.944,0.976,0.98,0.96,0.00158193746208025,0.0331912119613384,0.0362510084156912,1.10193048251024,0.00432744922673922,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
"pl","bam_re","classic_cluster",0.99096,0.190329750311539,1,0.307150058374388,3.16295652734165,0.968,0.984,1,0.992,0.0127597827149767,0.032944229963616,0.0485543999310283,1.47874320717719,0.0244835580674369,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
"pl","bam_re","penalty_cluster",0.914319999999999,0.12330386028252,0.892000000000001,0.190569226438755,3.0292182890622,0.856,0.896,0.952,0.92,0.0127597827149767,0.032944229963616,0.0314556444034496,0.961841869561156,0.0244835580674369,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
"pl","bam_re","penalty_cluster_delta",0.9544,0.140956497213598,0.960000000000002,0.222331474178752,3.09136421122165,0.9,0.952,0.98,0.952,0.0127597827149767,0.032944229963616,0.0359589508596702,1.1015074570149,0.0244835580674369,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
"pl","bam_re","mgcv_sandwich_freq",0.917440000000001,0.123487614701601,0.904000000000001,0.191082911945557,3.03293686434169,0.86,0.908,0.952,0.928,0.0127597827149767,0.032944229963616,0.0315025213921417,0.964017507518913,0.0244835580674369,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
"pl","bam_re","mgcv_sandwich_default",0.9556,0.141082369170212,0.964000000000001,0.222165994819255,3.08649632899107,0.904,0.956,0.984,0.952,0.0127597827149767,0.032944229963616,0.0359910616427271,1.1031600770766,0.0244835580674369,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261904,"a3"
