"model","method","vcov_type","x","point_coverage","mean_estimate","mean_reported_se","empirical_sd","truth","bias","se_to_sd","abs_bias","error_design","rho","df_correction","M","n","T","K","dgp"
"np","bam_fd","classic_cluster",0.252040816326531,0.997,0.999958646809632,0.062785017393482,0.0409717703759939,0.999917788678319,4.08581313127154e-05,1.53239698498039,4.08581313127154e-05,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.270408163265306,0.997,0.991029395556014,0.0635257967960866,0.039607899165903,0.991790013823246,-0.000760618267232283,1.60386685822442,0.000760618267232283,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.288775510204082,0.997,0.968955976486915,0.0608742341604313,0.0387605330468445,0.970467820203915,-0.00151184371700008,1.57052107840883,0.00151184371700008,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.307142857142857,0.997,0.934234529096485,0.0599929137541979,0.0383646388865562,0.936234870639737,-0.00200034154325268,1.56375546584959,0.00200034154325268,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.325510204081633,0.998,0.887347574440089,0.060300098848213,0.0380691376673162,0.889546588018412,-0.00219901357832275,1.5839628250887,0.00219901357832275,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.343877551020408,0.998,0.828870149747725,0.0582378527767446,0.0377558839148748,0.831024096513104,-0.00215394676537917,1.54248415711969,0.00215394676537917,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.362244897959184,0.998,0.759537667478852,0.0586363172077944,0.037608026104951,0.761445958369135,-0.00190829089028277,1.55914370629718,0.00190829089028277,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.380612244897959,0.998,0.680207988196302,0.0582678102528691,0.0376676144563178,0.681737816191,-0.00152982799469781,1.54689409175197,0.00152982799469781,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.398979591836735,0.996,0.591815243500851,0.0566721139478379,0.0377799800516878,0.592960078525026,-0.00114483502417484,1.50005674620006,0.00114483502417484,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.41734693877551,0.993,0.495418159330245,0.0578665472586108,0.0377567225140778,0.49629381256425,-0.000875653234005402,1.53261574113153,0.000875653234005402,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.435714285714286,0.994,0.392311946765453,0.0571345867510567,0.0374396185705084,0.393025031653924,-0.000713084888470772,1.52604617601693,0.000713084888470772,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.454081632653061,0.997,0.284024819379573,0.0564009647300686,0.0369271401041477,0.284527586631033,-0.00050276725146009,1.52735805077235,0.00050276725146009,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.472448979591837,0.998,0.172145396316106,0.0577506171761785,0.0367197577450117,0.17224488860532,-9.949228921316e-05,1.57273960185709,9.949228921316e-05,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.490816326530612,0.998,0.0581285673910054,0.0567514370779686,0.0373340014752746,0.0576707063353748,0.000457861055630587,1.52010057415232,0.000457861055630587,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.509183673469388,0.993,-0.0567105496800955,0.0571248269042564,0.0385221387797673,-0.0576707063353744,0.00096015665527887,1.48290901579586,0.00096015665527887,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.527551020408163,0.992,-0.171005276119057,0.0581553063421324,0.0393819256484774,-0.172244888605319,0.0012396124862615,1.47670042499257,0.0012396124862615,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.545918367346939,0.991,-0.283160423590841,0.0570971546916155,0.0395266814083776,-0.284527586631032,0.00136716304019119,1.44452184340256,0.00136716304019119,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.564285714285714,0.997,-0.391423110082727,0.0586178019828516,0.0393372697571879,-0.393025031653923,0.00160192157119643,1.4901339707782,0.00160192157119643,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.58265306122449,0.995,-0.494191654672756,0.0594642444163877,0.0391816447530381,-0.49629381256425,0.00210215789149365,1.51765564695384,0.00210215789149365,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.601020408163265,0.995,-0.590261587081221,0.0591092539827376,0.0393100528041498,-0.592960078525026,0.00269849144380419,1.50366763120954,0.00269849144380419,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.619387755102041,0.994,-0.678748078131482,0.0613649052890309,0.0399875836189586,-0.681737816190999,0.00298973805951708,1.53459898636979,0.00298973805951708,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.637755102040816,0.994,-0.758747951414401,0.0615080261605162,0.0410719065263493,-0.761445958369134,0.00269800695473299,1.49756929644978,0.00269800695473299,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.656122448979592,0.997,-0.829065096261263,0.0621420581785768,0.0420949388189099,-0.831024096513103,0.00195900025184026,1.47623585927773,0.00195900025184026,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.674489795918367,0.998,-0.88831006377392,0.0651078062434007,0.0427874659110934,-0.889546588018411,0.00123652424449117,1.52165604709299,0.00123652424449117,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.692857142857143,0.997,-0.935309160790173,0.0649212194318656,0.043205734430294,-0.936234870639737,0.00092570984956386,1.50260654720744,0.00092570984956386,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.711224489795918,0.998,-0.969440975154318,0.0666994225592818,0.043633586333088,-0.970467820203915,0.0010268450495966,1.52862572537849,0.0010268450495966,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.729591836734694,0.999,-0.990603898179487,0.069800506079758,0.0444368128107854,-0.991790013823246,0.00118611564375881,1.57078110837905,0.00118611564375881,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.747959183673469,0.996,-0.998855191380549,0.0694020664441648,0.0458992198703399,-0.999917788678319,0.00106259729777025,1.51205329067069,0.00106259729777025,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.766326530612245,0.996,-0.994090895944437,0.0725078123796254,0.0479486316804654,-0.994743015766457,0.000652119822020514,1.51219773825508,0.000652119822020514,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.78469387755102,0.996,-0.976055073042512,0.075422711895541,0.0500061578877461,-0.976334538411204,0.000279465368691834,1.50826848295064,0.000279465368691834,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.803061224489796,0.996,-0.944638518990078,0.074952139810225,0.0514815900820973,-0.944937256395429,0.000298737405351579,1.45590180277454,0.000298737405351579,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.821428571428571,0.997,-0.900157876330107,0.0801503146301616,0.0523461217366539,-0.900968867902419,0.000810991572312569,1.53116051334971,0.000810991572312569,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.839795918367347,0.997,-0.843363417306869,0.0831993950742433,0.0530660535325582,-0.845014312609002,0.00165089530213269,1.56784591157127,0.00165089530213269,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.858163265306122,0.995,-0.775243295463589,0.0817829587127101,0.0542429032332904,-0.777817989857798,0.0025746943942091,1.5077172097698,0.0025746943942091,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.876530612244898,0.998,-0.696849985155953,0.088935984681207,0.0561711406530718,-0.700273855435255,0.00342387027930258,1.58330387539217,0.00342387027930258,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.894897959183673,0.996,-0.60933022697387,0.092715361080934,0.0585927043382868,-0.613413528704367,0.00408330173049631,1.58237040136668,0.00408330173049631,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.913265306122449,0.993,-0.514120291746494,0.0878796164553233,0.0607887576826538,-0.518392568310526,0.00427227656403117,1.44565573973557,0.00427227656403117,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.931632653061224,0.994,-0.413020572174844,0.0981238866256163,0.0619560322459357,-0.4164750990436,0.00345452686875602,1.58376647226394,0.00345452686875602,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.95,0.999,-0.307985844057461,0.111012921860176,0.0625141764098161,-0.309016994374948,0.00103115031748641,1.77580395736837,0.00103115031748641,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.05,0.941,0.306284730222943,0.054689167966061,0.0554299349514533,0.309016994374947,-0.002732264152004,0.986635975920933,0.002732264152004,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.0683673469387755,0.946,0.411165817241782,0.0545370324221841,0.0550081197140951,0.416475099043599,-0.00530928180181717,0.991436040817984,0.00530928180181717,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.086734693877551,0.933,0.512476944114225,0.0523451267087724,0.0539669600786434,0.518392568310525,-0.00591562419630043,0.969947661170694,0.00591562419630043,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.105102040816327,0.93,0.608037053839845,0.050430050652405,0.0524067703724831,0.613413528704367,-0.00537647486452209,0.96228121469748,0.00537647486452209,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.123469387755102,0.929,0.695817467614815,0.0485320482379106,0.0509320771627392,0.700273855435255,-0.00445638782044,0.952877851080764,0.00445638782044,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.141836734693878,0.932,0.774303249069549,0.0467303323761457,0.0496564650987641,0.777817989857797,-0.00351474078824809,0.941072472299457,0.00351474078824809,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.160204081632653,0.936,0.842479347082303,0.0455956441696219,0.0483658599778962,0.845014312609001,-0.00253496552669807,0.942723735098677,0.00253496552669807,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.178571428571429,0.942,0.899533059493437,0.0444668292749865,0.046948479471899,0.900968867902419,-0.00143580840898216,0.947140988913222,0.00143580840898216,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.196938775510204,0.945,0.944592770589597,0.0434109660846113,0.0455063434861643,0.944937256395429,-0.000344485805832351,0.953954169000854,0.000344485805832351,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.21530612244898,0.943,0.976739916994195,0.0426980105153791,0.0440826178694566,0.976334538411204,0.000405378582990501,0.968590627757686,0.000405378582990501,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.233673469387755,0.947,0.995272596740566,0.0417885859655014,0.042561791906771,0.994743015766457,0.000529580974108934,0.981833332041957,0.000529580974108934,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.252040816326531,0.947,0.999958646809632,0.04095327873862,0.0409717703759939,0.999917788678319,4.08581313127154e-05,0.999548673703769,4.08581313127154e-05,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.270408163265306,0.956,0.991029395556014,0.0403405486663312,0.039607899165903,0.991790013823246,-0.000760618267232283,1.01849756023059,0.000760618267232283,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.288775510204082,0.964,0.968955976486915,0.0395450336249518,0.0387605330468445,0.970467820203915,-0.00151184371700008,1.02023967464945,0.00151184371700008,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.307142857142857,0.952,0.934234529096485,0.0389367887061378,0.0383646388865562,0.936234870639737,-0.00200034154325268,1.01491346813594,0.00200034154325268,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.325510204081633,0.949,0.887347574440089,0.0384797614651101,0.0380691376673162,0.889546588018412,-0.00219901357832275,1.01078626475289,0.00219901357832275,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.343877551020408,0.951,0.828870149747725,0.0378931948591045,0.0377558839148748,0.831024096513104,-0.00215394676537917,1.00363680915375,0.00215394676537917,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.362244897959184,0.942,0.759537667478852,0.0375282252373847,0.037608026104951,0.761445958369135,-0.00190829089028277,0.997878089444428,0.00190829089028277,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.380612244897959,0.951,0.680207988196302,0.0371674806672808,0.0376676144563178,0.681737816191,-0.00152982799469781,0.98672244589269,0.00152982799469781,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.398979591836735,0.941,0.591815243500851,0.0367605311938338,0.0377799800516878,0.592960078525026,-0.00114483502417484,0.973016162092746,0.00114483502417484,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.41734693877551,0.942,0.495418159330245,0.0366363268795723,0.0377567225140778,0.49629381256425,-0.000875653234005402,0.97032592979733,0.000875653234005402,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.435714285714286,0.936,0.392311946765453,0.0364517873144419,0.0374396185705084,0.393025031653924,-0.000713084888470772,0.9736153493603,0.000713084888470772,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.454081632653061,0.933,0.284024819379573,0.0362950477795134,0.0369271401041477,0.284527586631033,-0.00050276725146009,0.98288271653717,0.00050276725146009,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.472448979591837,0.944,0.172145396316106,0.0363409514079784,0.0367197577450117,0.17224488860532,-9.949228921316e-05,0.989683855224106,9.949228921316e-05,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.490816326530612,0.935,0.0581285673910054,0.0362546298477861,0.0373340014752746,0.0576707063353748,0.000457861055630587,0.971088777392285,0.000457861055630587,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.509183673469388,0.933,-0.0567105496800955,0.0363060757674013,0.0385221387797673,-0.0576707063353744,0.00096015665527887,0.942473001692993,0.00096015665527887,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.527551020408163,0.931,-0.171005276119057,0.0365019826073448,0.0393819256484774,-0.172244888605319,0.0012396124862615,0.926871451974215,0.0012396124862615,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.545918367346939,0.931,-0.283160423590841,0.0365975847249112,0.0395266814083776,-0.284527586631032,0.00136716304019119,0.925895709452462,0.00136716304019119,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.564285714285714,0.932,-0.391423110082727,0.0369254258430117,0.0393372697571879,-0.393025031653923,0.00160192157119643,0.938688070395747,0.00160192157119643,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.58265306122449,0.935,-0.494191654672756,0.0372913328016356,0.0391816447530381,-0.49629381256425,0.00210215789149365,0.951755165886548,0.00210215789149365,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.601020408163265,0.944,-0.590261587081221,0.037593742359647,0.0393100528041498,-0.592960078525026,0.00269849144380419,0.956339146806704,0.00269849144380419,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.619387755102041,0.939,-0.678748078131482,0.0381627938657401,0.0399875836189586,-0.681737816190999,0.00298973805951708,0.954366090969464,0.00298973805951708,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.637755102040816,0.934,-0.758747951414401,0.0387030453023614,0.0410719065263493,-0.761445958369134,0.00269800695473299,0.942324050078655,0.00269800695473299,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.656122448979592,0.93,-0.829065096261263,0.0392944950035757,0.0420949388189099,-0.831024096513103,0.00195900025184026,0.933473146798444,0.00195900025184026,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.674489795918367,0.925,-0.88831006377392,0.0401303309093717,0.0427874659110934,-0.889546588018411,0.00123652424449117,0.937899220130425,0.00123652424449117,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.692857142857143,0.935,-0.935309160790173,0.0408393025667228,0.043205734430294,-0.936234870639737,0.00092570984956386,0.945228755053589,0.00092570984956386,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.711224489795918,0.942,-0.969440975154318,0.0416759850902865,0.043633586333088,-0.970467820203915,0.0010268450495966,0.955135449379346,0.0010268450495966,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.729591836734694,0.943,-0.990603898179487,0.0426832478254513,0.0444368128107854,-0.991790013823246,0.00118611564375881,0.960538011742631,0.00118611564375881,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.747959183673469,0.936,-0.998855191380549,0.04350805270292,0.0458992198703399,-0.999917788678319,0.00106259729777025,0.947903969301121,0.00106259729777025,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.766326530612245,0.934,-0.994090895944437,0.0445203823612126,0.0479486316804654,-0.994743015766457,0.000652119822020514,0.92850162352705,0.000652119822020514,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.78469387755102,0.928,-0.976055073042512,0.0455998030645509,0.0500061578877461,-0.976334538411204,0.000279465368691834,0.911883755734911,0.000279465368691834,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.803061224489796,0.928,-0.944638518990078,0.0465217678021827,0.0514815900820973,-0.944937256395429,0.000298737405351579,0.903658331609315,0.000298737405351579,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.821428571428571,0.921,-0.900157876330107,0.0478385925647923,0.0523461217366539,-0.900968867902419,0.000810991572312569,0.913889911567119,0.000810991572312569,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.839795918367347,0.933,-0.843363417306869,0.0493450608182838,0.0530660535325582,-0.845014312609002,0.00165089530213269,0.929879980391016,0.00165089530213269,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.858163265306122,0.935,-0.775243295463589,0.0509993491271935,0.0542429032332904,-0.777817989857798,0.0025746943942091,0.940203161837653,0.0025746943942091,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.876530612244898,0.935,-0.696849985155953,0.0533831464564512,0.0561711406530718,-0.700273855435255,0.00342387027930258,0.95036607474575,0.00342387027930258,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.894897959183673,0.941,-0.60933022697387,0.0558808728755924,0.0585927043382868,-0.613413528704367,0.00408330173049631,0.953717250409922,0.00408330173049631,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.913265306122449,0.933,-0.514120291746494,0.0582476405957179,0.0607887576826538,-0.518392568310526,0.00427227656403117,0.958197581529767,0.00427227656403117,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.931632653061224,0.953,-0.413020572174844,0.060601280678071,0.0619560322459357,-0.4164750990436,0.00345452686875602,0.97813366158622,0.00345452686875602,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.95,0.949,-0.307985844057461,0.0610631349382531,0.0625141764098161,-0.309016994374948,0.00103115031748641,0.976788601323793,0.00103115031748641,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_freq",0.05,0.901,0.306284730222943,0.0468064747748107,0.0554299349514533,0.309016994374947,-0.002732264152004,0.844425937281089,0.002732264152004,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_freq",0.0683673469387755,0.899,0.411165817241782,0.0465275846452723,0.0550081197140951,0.416475099043599,-0.00530928180181717,0.845831213411758,0.00530928180181717,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_freq",0.086734693877551,0.894,0.512476944114225,0.0459263005788371,0.0539669600786434,0.518392568310525,-0.00591562419630043,0.851007737176801,0.00591562419630043,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_freq",0.105102040816327,0.895,0.608037053839845,0.0446278017344866,0.0524067703724831,0.613413528704367,-0.00537647486452209,0.851565578594002,0.00537647486452209,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_freq",0.123469387755102,0.891,0.695817467614815,0.0429588914170529,0.0509320771627392,0.700273855435255,-0.00445638782044,0.843454534159087,0.00445638782044,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_freq",0.141836734693878,0.892,0.774303249069549,0.0412849891559946,0.0496564650987641,0.777817989857797,-0.00351474078824809,0.831412165039958,0.00351474078824809,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_freq",0.160204081632653,0.896,0.842479347082303,0.039828038659213,0.0483658599778962,0.845014312609001,-0.00253496552669807,0.823474216677112,0.00253496552669807,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_freq",0.178571428571429,0.902,0.899533059493437,0.0386610889231535,0.046948479471899,0.900968867902419,-0.00143580840898216,0.823479042517108,0.00143580840898216,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_freq",0.196938775510204,0.901,0.944592770589597,0.037781591538844,0.0455063434861643,0.944937256395429,-0.000344485805832351,0.830248898163639,0.000344485805832351,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_freq",0.21530612244898,0.903,0.976739916994195,0.0370871128634728,0.0440826178694566,0.976334538411204,0.000405378582990501,0.841309220185158,0.000405378582990501,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_freq",0.233673469387755,0.9,0.995272596740566,0.0364460922059557,0.042561791906771,0.994743015766457,0.000529580974108934,0.856310098169471,0.000529580974108934,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_freq",0.252040816326531,0.903,0.999958646809632,0.0358377875149682,0.0409717703759939,0.999917788678319,4.08581313127154e-05,0.874694629645933,4.08581313127154e-05,"hetero",NA,"substantive",1000,500,4,20,"sin_2pi"
