"method","vcov_type","n_success","rejection_frequency","beta_coverage","mean_beta_hat","sd_beta_hat","mean_se","se_to_sd","mean_delta_beta_variance","error_design","rho","df_correction","M","n","T","K","dgp","beta_true","beta_null"
"bam_fd","classic_cluster",1000,0.061,0.939,1.00002235700212,0.0343396451671801,0.0342096651507833,0.996214870137298,1.64931155092398e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
"bam_fd","penalty_cluster",1000,0.063,0.937,1.00002235700212,0.0343396451671801,0.033980126340391,0.989530502571041,1.64931155092398e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
"bam_fd","penalty_cluster_delta",1000,0.063,0.937,1.00002235700212,0.0343396451671801,0.0340044088498856,0.990237630130933,1.64931155092398e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
"bam_fd","mgcv_sandwich_freq",1000,0.096,0.904,1.00002235700212,0.0343396451671801,0.0293491980468855,0.854673887979943,1.64931155092398e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
"bam_fd","mgcv_sandwich_default",1000,0.095,0.905,1.00002235700212,0.0343396451671801,0.0293772763190778,0.855491551414018,1.64931155092398e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
"bam_fe","classic_cluster",1000,0.059,0.941,1.00044217144905,0.0296006513905686,0.0297983103819598,1.00667752167962,1.23169831107275e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
"bam_fe","penalty_cluster",1000,0.061,0.939,1.00044217144905,0.0296006513905686,0.0296216073720563,1.00070795676795,1.23169831107275e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
"bam_fe","penalty_cluster_delta",1000,0.061,0.939,1.00044217144905,0.0296006513905686,0.0296424031152068,1.00141050019769,1.23169831107275e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
"bam_fe","mgcv_sandwich_freq",1000,0.06,0.94,1.00044217144905,0.0296006513905686,0.0294899785119805,0.996261133678182,1.23169831107275e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
"bam_fe","mgcv_sandwich_default",1000,0.06,0.94,1.00044217144905,0.0296006513905686,0.0295108450784192,0.996966069733924,1.23169831107275e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
"bam_re","classic_cluster",1000,0.05,0.95,1.0060839473512,0.0294830883348418,0.0298134040026556,1.01120356402499,1.29096517621064e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
"bam_re","penalty_cluster",1000,0.055,0.945,1.0060839473512,0.0294830883348418,0.0291781460443969,0.989657043828594,1.29096517621064e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
"bam_re","penalty_cluster_delta",1000,0.054,0.946,1.0060839473512,0.0294830883348418,0.029398475636385,0.997130127702503,1.29096517621064e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
"bam_re","mgcv_sandwich_freq",1000,0.059,0.941,1.0060839473512,0.0294830883348418,0.0290871363444658,0.986570199638546,1.29096517621064e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
"bam_re","mgcv_sandwich_default",1000,0.057,0.943,1.0060839473512,0.0294830883348418,0.0293079298706878,0.994059019117512,1.29096517621064e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
