"method","vcov_type","n_success","rejection_frequency","beta_coverage","mean_beta_hat","sd_beta_hat","mean_se","se_to_sd","mean_delta_beta_variance","error_design","rho","df_correction","M","n","T","K","dgp","beta_true","beta_null"
"bam_fd","classic_cluster",1000,0.053,0.947,1.00098937630256,0.0530632529266016,0.0545326116838726,1.02769070262811,9.16115808923662e-06,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
"bam_fd","penalty_cluster",1000,0.056,0.944,1.00098937630256,0.0530632529266016,0.0534563285878739,1.00740768120296,9.16115808923662e-06,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
"bam_fd","penalty_cluster_delta",1000,0.054,0.946,1.00098937630256,0.0530632529266016,0.0535421107162063,1.00902428259095,9.16115808923662e-06,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
"bam_fd","mgcv_sandwich_freq",1000,0.092,0.908,1.00098937630256,0.0530632529266016,0.0463935508483908,0.874306573563507,9.16115808923662e-06,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
"bam_fd","mgcv_sandwich_default",1000,0.092,0.908,1.00098937630256,0.0530632529266016,0.0464921029401425,0.876163830446873,9.16115808923662e-06,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
"bam_fe","classic_cluster",1000,0.05,0.95,1.00033573537769,0.0459137365490811,0.0475838145871625,1.03637425667362,6.81839140448738e-06,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
"bam_fe","penalty_cluster",1000,0.05,0.95,1.00033573537769,0.0459137365490811,0.0467814921219176,1.0188996940362,6.81839140448738e-06,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
"bam_fe","penalty_cluster_delta",1000,0.05,0.95,1.00033573537769,0.0459137365490811,0.0468545072043716,1.02048996065229,6.81839140448738e-06,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
"bam_fe","mgcv_sandwich_freq",1000,0.048,0.952,1.00033573537769,0.0459137365490811,0.0466038645655768,1.01503097043208,6.81839140448738e-06,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
"bam_fe","mgcv_sandwich_default",1000,0.048,0.952,1.00033573537769,0.0459137365490811,0.0466769795725696,1.01662341340206,6.81839140448738e-06,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
"bam_re","classic_cluster",1000,0.042,0.958,1.00617358163388,0.0454461421639688,0.0476092183081211,1.04759647444547,3.68670209589296e-05,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
"bam_re","penalty_cluster",1000,0.05,0.95,1.00617358163388,0.0454461421639688,0.04607089781912,1.01374716588478,3.68670209589296e-05,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
"bam_re","penalty_cluster_delta",1000,0.045,0.955,1.00617358163388,0.0454461421639688,0.0464691227584258,1.02250973450653,3.68670209589296e-05,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
"bam_re","mgcv_sandwich_freq",1000,0.048,0.952,1.00617358163388,0.0454461421639688,0.0459666956568395,1.01145429442597,3.68670209589296e-05,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
"bam_re","mgcv_sandwich_default",1000,0.045,0.955,1.00617358163388,0.0454461421639688,0.0463649245272752,1.02021694954858,3.68670209589296e-05,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
