"model","method","vcov_type","avg_pointwise_coverage","avg_pointwise_width","uniform_coverage","avg_uniform_width","avg_sup_crit","min_pointwise_coverage","coverage_at_0.25","coverage_at_0.5","coverage_at_0.75","abs_bias","empirical_sd","mean_reported_se","se_to_sd","max_abs_bias","n_success","error_design","rho","df_correction","M","n","T","K","dgp"
"np","bam_re","classic_cluster",0.99462,0.215828261712984,1,0.350214103079318,3.18035648504783,0.982,0.991,0.993,0.994,0.00844256290230122,0.0359217834083257,0.0550592417553103,1.53238803868565,0.0169713028723198,1000,"hetero_ar1",0.5,"substantive",1000,200,8,20,"sin_2pi"
"np","bam_re","penalty_cluster",0.93622,0.137575746944335,0.907999999999999,0.210376075201861,2.99715114316886,0.918,0.939,0.922,0.936,0.00844256290230122,0.0359217834083257,0.0350964987187303,0.97834082850706,0.0169713028723198,1000,"hetero_ar1",0.5,"substantive",1000,200,8,20,"sin_2pi"
"np","bam_re","penalty_cluster_delta",0.966379999999999,0.156692298724662,0.981000000000001,0.246337882886543,3.08129937294481,0.95,0.962,0.966,0.969,0.00844256290230122,0.0359217834083257,0.0399732597028903,1.11490729185683,0.0169713028723198,1000,"hetero_ar1",0.5,"substantive",1000,200,8,20,"sin_2pi"
"np","bam_re","mgcv_sandwich_freq",0.938340000000001,0.137980765474209,0.917999999999995,0.211152820038431,2.99921022302298,0.915,0.944,0.931,0.937,0.00844256290230122,0.0359217834083257,0.035199821670853,0.981435427108302,0.0169713028723198,1000,"hetero_ar1",0.5,"substantive",1000,200,8,20,"sin_2pi"
"np","bam_re","mgcv_sandwich_default",0.967319999999999,0.156990530892289,0.987000000000001,0.246876953205626,3.08205008687537,0.95,0.963,0.96,0.971,0.00844256290230122,0.0359217834083257,0.0400493407354957,1.11722985782638,0.0169713028723198,1000,"hetero_ar1",0.5,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_fd","classic_cluster",0.99384,0.192105135328046,0.997,0.311676362690908,3.17988488375239,0.98,0.993,0.995,0.995,0.00179059959666575,0.0337782300468043,0.0490073125943504,1.45165136518757,0.00482140687808974,1000,"hetero_ar1",0.5,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_fd","penalty_cluster",0.94304,0.129439659539686,0.931000000000002,0.1993190530151,3.018037481683,0.927,0.938,0.943,0.948,0.00179059959666575,0.0337782300468043,0.0330209280784468,0.980538804504582,0.00482140687808974,1000,"hetero_ar1",0.5,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_fd","penalty_cluster_delta",0.966179999999999,0.143392106202414,0.976000000000001,0.22601025136635,3.08924052245605,0.939,0.966,0.963,0.965,0.00179059959666575,0.0337782300468043,0.0365802911006203,1.08841415792372,0.00482140687808974,1000,"hetero_ar1",0.5,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_fd","mgcv_sandwich_freq",0.91858,0.117599723893549,0.854000000000004,0.18124927469081,3.02071562115732,0.898,0.915,0.924,0.93,0.00179059959666575,0.0337782300468043,0.0300004808305562,0.891731078920568,0.00482140687808974,1000,"hetero_ar1",0.5,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_fd","mgcv_sandwich_default",0.951080000000001,0.132724647215724,0.951,0.209846469129993,3.09880130541059,0.924,0.951,0.953,0.949,0.00179059959666575,0.0337782300468043,0.0338589505375198,1.00859208232505,0.00482140687808974,1000,"hetero_ar1",0.5,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_fe","classic_cluster",0.99552,0.215584130636006,1,0.349738522263267,3.17968500210117,0.99,0.994,0.996,0.996,0.00215878374168143,0.0359761969010051,0.0549969622749465,1.52544373070266,0.00498156077418277,1000,"hetero_ar1",0.5,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_fe","penalty_cluster",0.94556,0.138742710079062,0.923999999999998,0.21167251355506,2.99027550781807,0.935,0.946,0.94,0.946,0.00215878374168143,0.0359761969010051,0.0353941988662667,0.984536982291159,0.00498156077418277,1000,"hetero_ar1",0.5,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.97084,0.157439706457584,0.981,0.247443248988477,3.08042808698405,0.958,0.971,0.966,0.972,0.00215878374168143,0.0359761969010051,0.0401639284444633,1.120140955343,0.00498156077418277,1000,"hetero_ar1",0.5,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_fe","mgcv_sandwich_freq",0.94776,0.139011574759766,0.939000000000001,0.212283799056145,2.99306567953972,0.932,0.951,0.94,0.943,0.00215878374168143,0.0359761969010051,0.0354627880553602,0.986791255119953,0.00498156077418277,1000,"hetero_ar1",0.5,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_fe","mgcv_sandwich_default",0.97138,0.157613579112806,0.986,0.247753731865111,3.08083503013276,0.961,0.974,0.968,0.97,0.00215878374168143,0.0359761969010051,0.0402082845287061,1.12169004946993,0.00498156077418277,1000,"hetero_ar1",0.5,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_re","classic_cluster",0.9952,0.215637725838252,1,0.34981899768336,3.1796268747927,0.987,0.994,0.996,0.996,0.00826205636517063,0.0358647566549233,0.0550106347716527,1.53040340334508,0.0154779759881871,1000,"hetero_ar1",0.5,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_re","penalty_cluster",0.937239999999999,0.137635945526007,0.914000000000001,0.210131759586033,2.9923714271752,0.917,0.938,0.94,0.937,0.00826205636517063,0.0358647566549233,0.0351118557819587,0.979941387334041,0.0154779759881871,1000,"hetero_ar1",0.5,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_re","penalty_cluster_delta",0.96644,0.156946142825663,0.977999999999999,0.246737509906661,3.08128906411434,0.947,0.964,0.968,0.963,0.00826205636517063,0.0358647566549233,0.0400380170410361,1.12020461387538,0.0154779759881871,1000,"hetero_ar1",0.5,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_re","mgcv_sandwich_freq",0.9389,0.137882126773515,0.923999999999996,0.210695812536862,2.99501064286779,0.922,0.939,0.944,0.935,0.00826205636517063,0.0358647566549233,0.0351746582746193,0.982008858514222,0.0154779759881871,1000,"hetero_ar1",0.5,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_re","mgcv_sandwich_default",0.96774,0.157098244705645,0.983,0.246991728379178,3.0814318018391,0.951,0.968,0.969,0.961,0.00826205636517063,0.0358647566549233,0.0400768192540312,1.1215735240335,0.0154779759881871,1000,"hetero_ar1",0.5,"substantive",1000,200,8,20,"sin_2pi"
