"sim","method","vcov_type","beta_hat","variance","se","t_stat","reject","beta_covered","delta_beta_variance","error_design","rho","df_correction","M","n","T","K","dgp","beta_true","beta_null"
1,"bam_fe","classic_cluster",1.07582518086354,0.00068381963041201,0.0261499451321032,2.89963059121123,1,1,1.76770134781767e-06,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
1,"bam_fe","penalty_cluster",1.07582518086354,0.000667294381597277,0.025832041762069,2.93531504640416,1,1,1.76770134781767e-06,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
1,"bam_fe","penalty_cluster_delta",1.07582518086354,0.000669062082945094,0.025866234417578,2.9314348443395,1,1,1.76770134781767e-06,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
1,"bam_fe","mgcv_sandwich_freq",1.07582518086354,0.000745273194137876,0.0272996921985922,2.77751046832139,1,1,1.76770134781767e-06,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
1,"bam_fe","mgcv_sandwich_default",1.07582518086354,0.000747040895485694,0.027332048870981,2.7742223505259,1,1,1.76770134781767e-06,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
1,"bam_re","classic_cluster",1.07890639857153,0.000686891673729446,0.0262086183101942,3.01070425146501,1,1,3.92759274003493e-06,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
1,"bam_re","penalty_cluster",1.07890639857153,0.000666253380431775,0.0258118844804438,3.05697937829019,1,1,3.92759274003493e-06,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
1,"bam_re","penalty_cluster_delta",1.07890639857153,0.00067018097317181,0.0258878537768547,3.04800850822451,1,1,3.92759274003493e-06,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
1,"bam_re","mgcv_sandwich_freq",1.07890639857153,0.00074091493726267,0.027219752703922,2.89886537287151,1,1,3.92759274003493e-06,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
1,"bam_re","mgcv_sandwich_default",1.07890639857153,0.000744842530002704,0.0272918033483078,2.89121233816958,1,1,3.92759274003493e-06,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
1,"bam_fd","classic_cluster",1.06741613547847,0.000597635281803529,0.0244465801658132,2.7576918743321,1,1,1.87661144394983e-06,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
1,"bam_fd","penalty_cluster",1.06741613547847,0.000585978685846685,0.0242069966300383,2.78498553574445,1,1,1.87661144394983e-06,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
1,"bam_fd","penalty_cluster_delta",1.06741613547847,0.000587855297290635,0.0242457274027948,2.78053672543972,1,1,1.87661144394983e-06,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
1,"bam_fd","mgcv_sandwich_freq",1.06741613547847,0.00047665751664899,0.0218324876422498,3.08788153613832,1,1,1.87661144394983e-06,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
1,"bam_fd","mgcv_sandwich_default",1.06741613547847,0.00047853412809294,0.0218754229237503,3.0818208961472,1,1,1.87661144394983e-06,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
2,"bam_fe","classic_cluster",1.08455598346414,0.000752592155338444,0.0274334131186487,3.08222615605418,1,1,7.43495346109389e-07,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
2,"bam_fe","penalty_cluster",1.08455598346414,0.000747301577959959,0.0273368172609753,3.09311733904175,1,1,7.43495346109389e-07,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
2,"bam_fe","penalty_cluster_delta",1.08455598346414,0.000748045073306068,0.0273504126715863,3.09157980464338,1,1,7.43495346109389e-07,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
2,"bam_fe","mgcv_sandwich_freq",1.08455598346414,0.000762159206511379,0.0276072310547686,3.06282014651858,1,1,7.43495346109389e-07,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
2,"bam_fe","mgcv_sandwich_default",1.08455598346414,0.000762902701857488,0.0276206933630836,3.06132732993416,1,1,7.43495346109389e-07,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
2,"bam_re","classic_cluster",1.08539204435306,0.00075247845121926,0.0274313406748424,3.11293732833752,1,1,2.66508137172533e-06,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
2,"bam_re","penalty_cluster",1.08539204435306,0.000741419022164532,0.0272290106717914,3.13606856240003,1,1,2.66508137172533e-06,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
2,"bam_re","penalty_cluster_delta",1.08539204435306,0.000744084103536257,0.0272779050430244,3.13044730591936,1,1,2.66508137172533e-06,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
2,"bam_re","mgcv_sandwich_freq",1.08539204435306,0.000757749103534989,0.0275272429337736,3.10209215497899,1,1,2.66508137172533e-06,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
2,"bam_re","mgcv_sandwich_default",1.08539204435306,0.000760414184906715,0.0275756085138064,3.09665131452335,1,1,2.66508137172533e-06,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
2,"bam_fd","classic_cluster",1.12381448837531,0.000594060556080586,0.0243733575052881,5.07991106060961,1,0,1.24340025843469e-06,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
2,"bam_fd","penalty_cluster",1.12381448837531,0.000584423235909221,0.024174847174475,5.12162445047574,1,0,1.24340025843469e-06,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
2,"bam_fd","penalty_cluster_delta",1.12381448837531,0.000585666636167656,0.024200550327785,5.11618482630753,1,0,1.24340025843469e-06,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
2,"bam_fd","mgcv_sandwich_freq",1.12381448837531,0.000517980831001519,0.0227591922308662,5.44019695951192,1,0,1.24340025843469e-06,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
2,"bam_fd","mgcv_sandwich_default",1.12381448837531,0.000519224231259954,0.0227864922982883,5.4336791619571,1,0,1.24340025843469e-06,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
3,"bam_fe","classic_cluster",1.07880195934241,0.000757058257286352,0.027514691662571,2.86399572667596,1,1,8.15436766757349e-07,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
3,"bam_fe","penalty_cluster",1.07880195934241,0.000764675740484857,0.0276527709368312,2.84969486502534,1,1,8.15436766757349e-07,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
3,"bam_fe","penalty_cluster_delta",1.07880195934241,0.000765491177251615,0.0276675112225804,2.84817664691491,1,1,8.15436766757349e-07,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
3,"bam_fe","mgcv_sandwich_freq",1.07880195934241,0.000705982160530774,0.0265703248104116,2.96578833358978,1,1,8.15436766757349e-07,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1
