"method","vcov_type","n_success","rejection_frequency","beta_coverage","mean_beta_hat","sd_beta_hat","mean_se","se_to_sd","mean_delta_beta_variance","error_design","rho","df_correction","M","n","T","K","dgp","beta_true","beta_null"
"bam_fd","classic_cluster",1000,0.515,0.94,1.07528081524739,0.03731842583763,0.0378842347548591,1.01516165016421,5.07092302688729e-06,"hetero_ar1",0.5,"substantive",1000,200,4,20,"baseline",1.075,1
"bam_fd","penalty_cluster",1000,0.525,0.937,1.07528081524739,0.03731842583763,0.037174850455204,0.996152694568343,5.07092302688729e-06,"hetero_ar1",0.5,"substantive",1000,200,4,20,"baseline",1.075,1
"bam_fd","penalty_cluster_delta",1000,0.524,0.937,1.07528081524739,0.03731842583763,0.0372431770336733,0.997983601873131,5.07092302688729e-06,"hetero_ar1",0.5,"substantive",1000,200,4,20,"baseline",1.075,1
"bam_fd","mgcv_sandwich_freq",1000,0.597,0.919,1.07528081524739,0.03731842583763,0.0338756472828626,0.907745879481983,5.07092302688729e-06,"hetero_ar1",0.5,"substantive",1000,200,4,20,"baseline",1.075,1
"bam_fd","mgcv_sandwich_default",1000,0.596,0.919,1.07528081524739,0.03731842583763,0.0339503988496923,0.909748953436789,5.07092302688729e-06,"hetero_ar1",0.5,"substantive",1000,200,4,20,"baseline",1.075,1
"bam_fe","classic_cluster",1000,0.478,0.949,1.07493765611579,0.038019093997837,0.0391237781846422,1.02905603660277,4.72427460941486e-06,"hetero_ar1",0.5,"substantive",1000,200,4,20,"baseline",1.075,1
"bam_fe","penalty_cluster",1000,0.485,0.946,1.07493765611579,0.038019093997837,0.0385155959871676,1.01305927988076,4.72427460941486e-06,"hetero_ar1",0.5,"substantive",1000,200,4,20,"baseline",1.075,1
"bam_fe","penalty_cluster_delta",1000,0.484,0.946,1.07493765611579,0.038019093997837,0.0385770232231325,1.01467497424655,4.72427460941486e-06,"hetero_ar1",0.5,"substantive",1000,200,4,20,"baseline",1.075,1
"bam_fe","mgcv_sandwich_freq",1000,0.497,0.946,1.07493765611579,0.038019093997837,0.0380452374764571,1.00068764075813,4.72427460941486e-06,"hetero_ar1",0.5,"substantive",1000,200,4,20,"baseline",1.075,1
"bam_fe","mgcv_sandwich_default",1000,0.497,0.946,1.07493765611579,0.038019093997837,0.0381073036025563,1.0023201395784,4.72427460941486e-06,"hetero_ar1",0.5,"substantive",1000,200,4,20,"baseline",1.075,1
"bam_re","classic_cluster",1000,0.525,0.954,1.07870797516419,0.0378108127890634,0.0391382864448804,1.03510830785952,1.75702272629181e-05,"hetero_ar1",0.5,"substantive",1000,200,4,20,"baseline",1.075,1
"bam_re","penalty_cluster",1000,0.545,0.949,1.07870797516419,0.0378108127890634,0.0381364560854038,1.00861243840901,1.75702272629181e-05,"hetero_ar1",0.5,"substantive",1000,200,4,20,"baseline",1.075,1
"bam_re","penalty_cluster_delta",1000,0.538,0.949,1.07870797516419,0.0378108127890634,0.0383659654974625,1.0146823796541,1.75702272629181e-05,"hetero_ar1",0.5,"substantive",1000,200,4,20,"baseline",1.075,1
"bam_re","mgcv_sandwich_freq",1000,0.549,0.944,1.07870797516419,0.0378108127890634,0.0377137986535766,0.997434222426583,1.75702272629181e-05,"hetero_ar1",0.5,"substantive",1000,200,4,20,"baseline",1.075,1
"bam_re","mgcv_sandwich_default",1000,0.542,0.945,1.07870797516419,0.0378108127890634,0.0379453868709158,1.00355914279344,1.75702272629181e-05,"hetero_ar1",0.5,"substantive",1000,200,4,20,"baseline",1.075,1
