"model","method","vcov_type","avg_pointwise_coverage","avg_pointwise_width","uniform_coverage","avg_uniform_width","avg_sup_crit","min_pointwise_coverage","coverage_at_0.25","coverage_at_0.5","coverage_at_0.75","abs_bias","empirical_sd","mean_reported_se","se_to_sd","max_abs_bias","n_success","error_design","rho","df_correction","M","n","T","K","dgp"
"np","bam_fd","classic_cluster",0.99398,0.179783505425415,1,0.292000470261681,3.18342116155713,0.985,0.995,0.995,0.993,0.00152558344019143,0.0315537434525701,0.0458639819005667,1.45032433700358,0.00412580615176861,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","penalty_cluster",0.947399999999999,0.121910437380202,0.931000000000006,0.188363949065028,3.02848131523775,0.935,0.956,0.944,0.945,0.00152558344019143,0.0315537434525701,0.0311001728454746,0.98517093917965,0.00412580615176861,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","penalty_cluster_delta",0.96658,0.135307971645616,0.98,0.213750966783802,3.09637982464103,0.957,0.973,0.965,0.965,0.00152558344019143,0.0315537434525701,0.0345179739813864,1.09380684179502,0.00412580615176861,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_freq",0.92948,0.113234403662509,0.888999999999991,0.174987897205526,3.02893429925676,0.911,0.937,0.926,0.928,0.00152558344019143,0.0315537434525701,0.0288868582677252,0.915190631511879,0.00412580615176861,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fd","mgcv_sandwich_default",0.957539999999999,0.127519430822761,0.96,0.201923685160019,3.103654854269,0.947,0.963,0.952,0.952,0.00152558344019143,0.0315537434525701,0.0325310648125727,1.03101722206991,0.00412580615176861,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fe","classic_cluster",0.99546,0.188824425035661,1,0.306817973631272,3.18486390346527,0.991,0.994,0.995,0.995,0.0020582055814074,0.0322027489652519,0.0481703813246275,1.49237598353541,0.00508887857290968,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fe","penalty_cluster",0.944799999999999,0.124571969320056,0.939000000000005,0.191491385193373,3.01301193563919,0.93,0.952,0.936,0.934,0.0020582055814074,0.0322027489652519,0.0317791475513489,0.98617149523015,0.00508887857290968,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fe","penalty_cluster_delta",0.970000000000001,0.140788781289813,0.986,0.222157481967779,3.09287350839545,0.959,0.983,0.964,0.963,0.0020582055814074,0.0322027489652519,0.0359161653990424,1.11516035003947,0.00508887857290968,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fe","mgcv_sandwich_freq",0.945180000000001,0.124806541903689,0.946,0.191915271209956,3.01394035210386,0.928,0.959,0.938,0.932,0.0020582055814074,0.0322027489652519,0.0318389885957464,0.988187291558746,0.00508887857290968,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_fe","mgcv_sandwich_default",0.97088,0.140972648527327,0.988,0.222438737250162,3.09269274153966,0.959,0.983,0.968,0.963,0.0020582055814074,0.0322027489652519,0.0359630711684758,1.11676376497831,0.00508887857290968,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_re","classic_cluster",0.9925,0.18891051136439,0.999,0.306946556115882,3.18474503129912,0.979,0.993,0.996,0.99,0.0133766168639787,0.0319544443035889,0.0481923425263148,1.50435130401119,0.0251635741802375,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_re","penalty_cluster",0.92174,0.122344500491326,0.887,0.188259791715451,3.01607919645103,0.886,0.932,0.936,0.915,0.0133766168639787,0.0319544443035889,0.0312109052656997,0.976497949151508,0.0251635741802375,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_re","penalty_cluster_delta",0.95596,0.13973684562914,0.970000000000001,0.220611379790741,3.09446862155918,0.926,0.962,0.966,0.952,0.0133766168639787,0.0319544443035889,0.0356478095340952,1.11550538776236,0.0251635741802375,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_re","mgcv_sandwich_freq",0.923300000000001,0.122573013927586,0.892000000000003,0.188688241326239,3.01724075612913,0.891,0.932,0.937,0.919,0.0133766168639787,0.0319544443035889,0.0312692005808338,0.978472944559861,0.0251635741802375,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
"np","bam_re","mgcv_sandwich_default",0.957240000000001,0.139911929133742,0.968000000000004,0.220881379451505,3.09432135816841,0.93,0.97,0.966,0.952,0.0133766168639787,0.0319544443035889,0.0356924745141618,1.11704354137647,0.0251635741802375,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
"pl","bam_fd","classic_cluster",0.99438,0.181535600546045,1,0.294769823545223,3.18244052221041,0.984,0.984,0.998,0.993,0.00159897899591784,0.031876234791395,0.0463109531547455,1.45252835841308,0.00422968161791237,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
"pl","bam_fd","penalty_cluster",0.945840000000001,0.123090277850006,0.932000000000005,0.190044992447451,3.02601710598262,0.932,0.939,0.949,0.932,0.00159897899591784,0.031876234791395,0.0314011580878338,0.988003291895094,0.00422968161791237,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
"pl","bam_fd","penalty_cluster_delta",0.96778,0.136714635916543,0.976999999999998,0.215935660066974,3.09564370938749,0.953,0.962,0.973,0.956,0.00159897899591784,0.031876234791395,0.0348768235015873,1.0996244911679,0.00422968161791237,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
"pl","bam_fd","mgcv_sandwich_freq",0.92694,0.114072950190559,0.888000000000008,0.176194708341081,3.02728107595208,0.908,0.923,0.935,0.914,0.00159897899591784,0.031876234791395,0.0291007771291594,0.916471331295536,0.00422968161791237,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
"pl","bam_fd","mgcv_sandwich_default",0.956599999999999,0.128614033344223,0.968,0.203627444578581,3.10305757547713,0.937,0.949,0.96,0.937,0.00159897899591784,0.031876234791395,0.0328103052807894,1.03551787829653,0.00422968161791237,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
"pl","bam_fe","classic_cluster",0.99556,0.189415728613495,0.999,0.307713945343217,3.18404049810273,0.987,0.994,0.998,0.993,0.00169383849438287,0.0322457814637325,0.0483212268458968,1.49642458739815,0.00497577029537732,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster",0.94592,0.125039243936888,0.935999999999996,0.191989009928423,3.00948282037195,0.931,0.948,0.956,0.943,0.00169383849438287,0.0322457814637325,0.0318983524501424,0.991014511757635,0.00497577029537732,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.97176,0.141496491699026,0.988,0.223194645271309,3.0916718741094,0.96,0.969,0.981,0.968,0.00169383849438287,0.0322457814637325,0.0360967070862353,1.12414770937092,0.00497577029537732,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
"pl","bam_fe","mgcv_sandwich_freq",0.94764,0.125335817016809,0.939000000000003,0.192498771573574,3.01030535346838,0.93,0.947,0.956,0.942,0.00169383849438287,0.0322457814637325,0.0319740102383109,0.994049484343993,0.00497577029537732,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
"pl","bam_fe","mgcv_sandwich_default",0.97214,0.141723883078241,0.988,0.22361834514011,3.09252527541234,0.958,0.972,0.981,0.967,0.00169383849438287,0.0322457814637325,0.0361547161570673,1.12656707954245,0.00497577029537732,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
"pl","bam_re","classic_cluster",0.99296,0.189511393985916,0.997,0.307860817389868,3.18394619957264,0.976,0.99,0.998,0.991,0.0125422456325865,0.0319948746561582,0.0483456317260822,1.50845710884982,0.0244645124933641,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
"pl","bam_re","penalty_cluster",0.922040000000001,0.122870033813895,0.898999999999999,0.188913592825989,3.0135415679669,0.874,0.905,0.955,0.906,0.0125422456325865,0.0319948746561582,0.0313449723523183,0.981741217811322,0.0244645124933641,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
"pl","bam_re","penalty_cluster_delta",0.95774,0.140485713363872,0.972000000000001,0.221708871728007,3.09318062558768,0.936,0.96,0.981,0.952,0.0125422456325865,0.0319948746561582,0.0358388507319537,1.12496631808955,0.0244645124933641,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
"pl","bam_re","mgcv_sandwich_freq",0.924479999999999,0.12316453512511,0.905000000000001,0.189379366646405,3.01373422433001,0.88,0.91,0.957,0.911,0.0125422456325865,0.0319948746561582,0.0314201016183502,0.984736908701377,0.0244645124933641,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
"pl","bam_re","mgcv_sandwich_default",0.95896,0.14070728992658,0.969000000000003,0.222107942085609,3.0938239762499,0.939,0.966,0.983,0.954,0.0125422456325865,0.0319948746561582,0.03589537640397,1.12731065709192,0.0244645124933641,1000,"hetero_ar1",0.5,"substantive",1000,500,4,20,"sin_2pi"
