"sim","method","vcov_type","beta_hat","variance","se","t_stat","reject","beta_covered","delta_beta_variance","error_design","rho","df_correction","M","n","T","K","dgp","beta_true","beta_null"
1,"bam_fe","classic_cluster",0.962897843895851,0.00242984580329387,0.0492934661318705,-0.752678985991636,0,1,4.92569939304285e-06,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
1,"bam_fe","penalty_cluster",0.962897843895851,0.00232458104553923,0.0482139092538578,-0.769532209238575,0,1,4.92569939304285e-06,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
1,"bam_fe","penalty_cluster_delta",0.962897843895851,0.00232950674493228,0.0482649639483164,-0.768718197819012,0,1,4.92569939304285e-06,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
1,"bam_fe","mgcv_sandwich_freq",0.962897843895851,0.00237337751044263,0.0487173224884397,-0.761580362158727,0,1,4.92569939304285e-06,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
1,"bam_fe","mgcv_sandwich_default",0.962897843895851,0.00237830320983567,0.0487678501662281,-0.760791299548462,0,1,4.92569939304285e-06,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
1,"bam_re","classic_cluster",0.972078760656761,0.00241856291073001,0.0491788868390696,-0.567748502210043,0,1,3.46375478446617e-05,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
1,"bam_re","penalty_cluster",0.972078760656761,0.00225241326010705,0.0474595960803192,-0.58831599190153,0,1,3.46375478446617e-05,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
1,"bam_re","penalty_cluster_delta",0.972078760656761,0.00228705080795171,0.0478231200148183,-0.583843951097031,0,1,3.46375478446617e-05,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
1,"bam_re","mgcv_sandwich_freq",0.972078760656761,0.00226937112187462,0.0476379168507043,-0.58611377635893,0,1,3.46375478446617e-05,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
1,"bam_re","mgcv_sandwich_default",0.972078760656761,0.00230400866971928,0.0480000903094908,-0.581691391895532,0,1,3.46375478446617e-05,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
1,"bam_fd","classic_cluster",0.993035080446098,0.00271120866531527,0.0520692679544784,-0.13376257872476,0,1,7.53069616305489e-06,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
1,"bam_fd","penalty_cluster",0.993035080446098,0.00256670009365111,0.0506626104109442,-0.137476523562572,0,1,7.53069616305489e-06,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
1,"bam_fd","penalty_cluster_delta",0.993035080446098,0.00257423078981417,0.0507368780061817,-0.137275288263755,0,1,7.53069616305489e-06,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
1,"bam_fd","mgcv_sandwich_freq",0.993035080446098,0.00199484686810419,0.0446637086246114,-0.155941361977801,0,1,7.53069616305489e-06,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
1,"bam_fd","mgcv_sandwich_default",0.993035080446098,0.00200237756426724,0.0447479336312554,-0.155647847592156,0,1,7.53069616305489e-06,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
2,"bam_fe","classic_cluster",0.945417359482128,0.00197968316960835,0.0444936306633696,-1.22675177781812,0,1,6.32209631354439e-06,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
2,"bam_fe","penalty_cluster",0.945417359482128,0.00195306636110148,0.0441935103957751,-1.23508270850305,0,1,6.32209631354439e-06,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
2,"bam_fe","penalty_cluster_delta",0.945417359482128,0.00195938845741503,0.044264980034052,-1.23308856066088,0,1,6.32209631354439e-06,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
2,"bam_fe","mgcv_sandwich_freq",0.945417359482128,0.00221161474283751,0.0470278081866198,-1.16064606501056,0,1,6.32209631354439e-06,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
2,"bam_fe","mgcv_sandwich_default",0.945417359482128,0.00221793683915105,0.0470949767931894,-1.15899070844781,0,1,6.32209631354439e-06,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
2,"bam_re","classic_cluster",0.949320760731133,0.00201301131817764,0.0448665946799803,-1.12955395055825,0,1,2.56066375229772e-05,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
2,"bam_re","penalty_cluster",0.949320760731133,0.00194169357032457,0.0440646521638895,-1.15011095697241,0,1,2.56066375229772e-05,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
2,"bam_re","penalty_cluster_delta",0.949320760731133,0.00196730020784755,0.0443542580576832,-1.14260144320211,0,1,2.56066375229772e-05,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
2,"bam_re","mgcv_sandwich_freq",0.949320760731133,0.00220472892109586,0.0469545410061248,-1.07932562395311,0,1,2.56066375229772e-05,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
2,"bam_re","mgcv_sandwich_default",0.949320760731133,0.00223033555861883,0.0472264286032602,-1.07311183097527,0,1,2.56066375229772e-05,"hetero",NA,"substantive",1000,200,4,20,"baseline",1,1
