"model","method","vcov_type","avg_pointwise_coverage","avg_pointwise_width","uniform_coverage","avg_uniform_width","avg_sup_crit","min_pointwise_coverage","coverage_at_0.25","coverage_at_0.5","coverage_at_0.75","abs_bias","empirical_sd","mean_reported_se","se_to_sd","max_abs_bias","n_success","error_design","rho","df_correction","M","n","T","K","dgp","mc_seed","chunk"
"np","bam_fd","classic_cluster",0.99368,0.179842066794255,1,0.290839798372531,3.16955581513558,0.98,1,0.996,0.992,0.00113473381341754,0.0311744126306813,0.0458789212997858,1.47300826347107,0.00278371795605759,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
"np","bam_fd","penalty_cluster",0.9504,0.121898814807531,0.919999999999999,0.189011044546014,3.03908518607238,0.924,0.952,0.944,0.924,0.00113473381341754,0.0311744126306813,0.0310972078489842,1.00022659071091,0.00278371795605759,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
"np","bam_fd","penalty_cluster_delta",0.96896,0.135270153942147,0.967999999999998,0.21353154027579,3.09390075698085,0.944,0.984,0.968,0.952,0.00113473381341754,0.0311744126306813,0.0345083264307764,1.11053328512275,0.00278371795605759,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
"np","bam_fd","mgcv_sandwich_freq",0.93184,0.113165006701182,0.9,0.175495420867189,3.0393715857816,0.904,0.932,0.928,0.912,0.00113473381341754,0.0311744126306813,0.0288691546359559,0.928852409608095,0.00278371795605759,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
"np","bam_fd","mgcv_sandwich_default",0.96024,0.127430266203705,0.952000000000001,0.201250401795206,3.0952463776556,0.932,0.968,0.952,0.944,0.00113473381341754,0.0311744126306813,0.0325083183183105,1.04651081208547,0.00278371795605759,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
"np","bam_fe","classic_cluster",0.99328,0.189507671482647,1,0.306970918117326,3.174810394795,0.98,0.992,0.996,1,0.00118676735611382,0.0325508343493588,0.0483446820904516,1.4877341437402,0.00382165335597451,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
"np","bam_fe","penalty_cluster",0.94352,0.125142364200975,0.892000000000001,0.19332109831099,3.02767770363324,0.916,0.96,0.928,0.936,0.00118676735611382,0.0325508343493588,0.0319246591233517,0.984186964617105,0.00382165335597451,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
"np","bam_fe","penalty_cluster_delta",0.96592,0.141322103913463,0.984000000000001,0.222834557971508,3.09053056596989,0.94,0.98,0.96,0.952,0.00118676735611382,0.0325508343493588,0.0360522195887767,1.11225256131687,0.00382165335597451,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
"np","bam_fe","mgcv_sandwich_freq",0.94344,0.125274455181014,0.916000000000002,0.194059842983869,3.03608508306128,0.912,0.96,0.928,0.932,0.00118676735611382,0.0325508343493588,0.0319583564211288,0.985526574422092,0.00382165335597451,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
"np","bam_fe","mgcv_sandwich_default",0.96704,0.141417483154889,0.984000000000001,0.222613559184977,3.08519073606363,0.944,0.984,0.968,0.952,0.00118676735611382,0.0325508343493588,0.03607655147502,1.11327529943375,0.00382165335597451,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
