"model","method","vcov_type","avg_pointwise_coverage","avg_pointwise_width","uniform_coverage","avg_uniform_width","avg_sup_crit","min_pointwise_coverage","coverage_at_0.25","coverage_at_0.5","coverage_at_0.75","abs_bias","empirical_sd","mean_reported_se","se_to_sd","max_abs_bias","n_success","error_design","rho","df_correction","M","n","T","K","dgp","mc_seed","chunk"
"np","bam_re","classic_cluster",0.99296,0.189593583694228,1,0.30676504811852,3.17134605752729,0.98,1,0.996,1,0.0123321333442544,0.0321855086025371,0.048366598873683,1.50487484916735,0.0218031053340992,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
"np","bam_re","penalty_cluster",0.92208,0.122884527880798,0.875999999999999,0.189926415546973,3.02916257968367,0.884,0.92,0.928,0.92,0.0123321333442544,0.0321855086025371,0.0313486698863081,0.977792185477028,0.0218031053340992,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
"np","bam_re","penalty_cluster_delta",0.95632,0.140241494347181,0.964000000000001,0.220902690710106,3.08721057921081,0.92,0.968,0.968,0.952,0.0123321333442544,0.0321855086025371,0.0357765488175773,1.11634046061396,0.0218031053340992,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
"np","bam_re","mgcv_sandwich_freq",0.92344,0.123030647586922,0.896,0.190254383165618,3.03067019398437,0.888,0.928,0.932,0.928,0.0123321333442544,0.0321855086025371,0.0313859460065012,0.979248668141282,0.0218031053340992,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
"np","bam_re","mgcv_sandwich_default",0.95648,0.14034694611212,0.955999999999998,0.220890256038115,3.08463557644637,0.92,0.972,0.964,0.952,0.0123321333442544,0.0321855086025371,0.0358034502723414,1.11744341371409,0.0218031053340992,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
"pl","bam_fd","classic_cluster",0.99496,0.181482432833365,1,0.293204630835393,3.16656793591571,0.98,1,1,0.98,0.00133697148711835,0.0320711454176175,0.0462973897135038,1.44164744556185,0.00369596671860922,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
"pl","bam_fd","penalty_cluster",0.94328,0.123051917781312,0.944000000000001,0.191008490186339,3.04252465774587,0.908,0.936,0.96,0.924,0.00133697148711835,0.0320711454176175,0.0313913721762058,0.979994697446604,0.00369596671860922,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
"pl","bam_fd","penalty_cluster_delta",0.9676,0.136657555310935,0.992,0.215685827821808,3.09322395004216,0.944,0.964,0.98,0.944,0.00133697148711835,0.0320711454176175,0.0348622618550322,1.09032903946944,0.00369596671860922,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
"pl","bam_fd","mgcv_sandwich_freq",0.92448,0.114041046382136,0.896000000000007,0.176590524477216,3.03486446283073,0.884,0.924,0.956,0.904,0.00133697148711835,0.0320711454176175,0.0290926382529672,0.908843221552014,0.00369596671860922,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
"pl","bam_fd","mgcv_sandwich_default",0.95568,0.12856406905445,0.967999999999998,0.203201361922436,3.0977725621006,0.924,0.952,0.968,0.924,0.00133697148711835,0.0320711454176175,0.0327975590542855,1.02655911670407,0.00369596671860922,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
"pl","bam_fe","classic_cluster",0.99536,0.189254218733805,1,0.30630363729804,3.17204052440489,0.988,1,0.996,0.988,0.00153492745949451,0.0318492267701921,0.0482800245888747,1.50940882939256,0.00454602430823231,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
"pl","bam_fe","penalty_cluster",0.944959999999999,0.124874747115768,0.948,0.193293675621489,3.03389583825375,0.924,0.932,0.964,0.932,0.00153492745949451,0.0318492267701921,0.0318563882042639,0.99866476529593,0.00454602430823231,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
"pl","bam_fe","penalty_cluster_delta",0.97304,0.141298379079496,0.992,0.222556875600594,3.08716508020335,0.948,0.968,0.98,0.952,0.00153492745949451,0.0318492267701921,0.0360461672239999,1.13260351362062,0.00454602430823231,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
"pl","bam_fe","mgcv_sandwich_freq",0.94752,0.125348560469577,0.944,0.193626763917828,3.02751613766791,0.92,0.928,0.964,0.936,0.00153492745949451,0.0318492267701921,0.0319772611788561,1.00305787859384,0.00454602430823231,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
"pl","bam_fe","mgcv_sandwich_default",0.97368,0.141685146185802,0.992,0.222174437693188,3.07349777665739,0.948,0.964,0.98,0.96,0.00153492745949451,0.0318492267701921,0.0361448341151664,1.13624009163383,0.00454602430823231,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
"pl","bam_re","classic_cluster",0.99272,0.1893467864195,0.996,0.306597254165388,3.17346978706703,0.98,0.988,0.992,0.984,0.0126594426959686,0.0315703867462214,0.0483036392283336,1.52335160955222,0.0241164492195342,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
"pl","bam_re","penalty_cluster",0.92616,0.122684280330046,0.887999999999998,0.19016916725191,3.03796982810363,0.896,0.912,0.968,0.912,0.0126594426959686,0.0315703867462214,0.0312975853887529,0.990303522947902,0.0241164492195342,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
"pl","bam_re","penalty_cluster_delta",0.95776,0.140266322136976,0.972,0.221290713483521,3.09214208304317,0.932,0.948,0.98,0.936,0.0126594426959686,0.0315703867462214,0.0357828825538069,1.13466749256771,0.0241164492195342,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
"pl","bam_re","mgcv_sandwich_freq",0.927600000000001,0.123173085754542,0.899999999999998,0.190602430638645,3.03272012990664,0.896,0.912,0.964,0.916,0.0126594426959686,0.0315703867462214,0.0314222829414508,0.994816647525866,0.0241164492195342,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
"pl","bam_re","mgcv_sandwich_default",0.959039999999999,0.140660309405116,0.979999999999999,0.221467503836321,3.08585959711621,0.932,0.948,0.98,0.948,0.0126594426959686,0.0315703867462214,0.0358833913568379,1.13835367028498,0.0241164492195342,250,"hetero_ar1",0.5,"substantive",250,500,4,20,"sin_2pi",20261905,"a4"
