"model","method","vcov_type","avg_pointwise_coverage","avg_pointwise_width","uniform_coverage","avg_uniform_width","avg_sup_crit","min_pointwise_coverage","coverage_at_0.25","coverage_at_0.5","coverage_at_0.75","abs_bias","empirical_sd","mean_reported_se","se_to_sd","max_abs_bias","n_success","error_design","rho","df_correction","M","n","T","K","dgp","mc_seed","chunk"
"np","bam_re","penalty_cluster_delta",0.949360000000001,0.166928377118863,0.972000000000001,0.261907651605993,3.07532618925229,0.908,0.948,0.98,0.948,0.0206835374696208,0.0374934534282114,0.0425845521743188,1.13409132568239,0.0415972814483171,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
"np","bam_re","mgcv_sandwich_freq",0.90336,0.144976861874386,0.871999999999992,0.223981254859643,3.02799322398833,0.844,0.888,0.936,0.904,0.0206835374696208,0.0374934534282114,0.0369845729355093,0.98513649535141,0.0415972814483171,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
"np","bam_re","mgcv_sandwich_default",0.949360000000001,0.167141107955268,0.967999999999998,0.262104035994039,3.07349101310624,0.908,0.948,0.98,0.952,0.0206835374696208,0.0374934534282114,0.0426388212420372,1.1356667946965,0.0415972814483171,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
"pl","bam_fd","classic_cluster",0.99656,0.270439989339582,1,0.436998962943578,3.16725454909758,0.988,0.992,0.996,1,0.00225909753168537,0.0436826779914861,0.0689910609258075,1.57744964481517,0.00762143280672967,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
"pl","bam_fd","penalty_cluster",0.95416,0.173086108788771,0.944,0.265628018633338,3.00775791638517,0.92,0.96,0.944,0.948,0.00225909753168537,0.0436826779914861,0.0441554309553778,1.01248758619635,0.00762143280672967,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
"pl","bam_fd","penalty_cluster_delta",0.97152,0.190871652593486,0.984,0.298166610801973,3.0616596321097,0.952,0.972,0.968,0.96,0.00225909753168537,0.0436826779914861,0.0486926428493219,1.11837513526198,0.00762143280672967,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
"pl","bam_fd","mgcv_sandwich_freq",0.91968,0.150555211185886,0.815999999999998,0.231258282207755,3.01036449309096,0.86,0.924,0.904,0.932,0.00225909753168537,0.0436826779914861,0.0384076473785861,0.880888808643055,0.00762143280672967,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
"pl","bam_fd","mgcv_sandwich_default",0.95328,0.170653672297646,0.940000000000001,0.267658642648729,3.07414696567802,0.932,0.96,0.94,0.944,0.00225909753168537,0.0436826779914861,0.0435349000399345,1.00051591863744,0.00762143280672967,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
"pl","bam_fe","classic_cluster",0.99848,0.234451117902165,1,0.379125713729145,3.1693476973736,0.992,0.996,1,1,0.00195607283294903,0.036762748517312,0.0598100576723566,1.62434059572767,0.00658419389082687,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
"pl","bam_fe","penalty_cluster",0.95496,0.148539068295267,0.964000000000001,0.227733413581242,3.0047662927856,0.932,0.948,0.952,0.956,0.00195607283294903,0.036762748517312,0.0378933157616477,1.03227587612215,0.00658419389082687,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
"pl","bam_fe","penalty_cluster_delta",0.97824,0.168617948626262,0.996,0.264694133600943,3.07666520542319,0.964,0.972,0.972,0.976,0.00195607283294903,0.036762748517312,0.0430155732340746,1.17444895374839,0.00658419389082687,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
"pl","bam_fe","mgcv_sandwich_freq",0.95528,0.148913262702508,0.972,0.228922454993948,3.01311502846257,0.928,0.948,0.952,0.956,0.00195607283294903,0.036762748517312,0.037988775272688,1.03523802072316,0.00658419389082687,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
"pl","bam_fe","mgcv_sandwich_default",0.97872,0.168913437504861,0.996,0.264044770261962,3.06394901856835,0.964,0.976,0.972,0.976,0.00195607283294903,0.036762748517312,0.0430909544351909,1.17682972330218,0.00658419389082687,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
"pl","bam_re","classic_cluster",0.9964,0.234655123378315,1,0.379398761743192,3.16909902963737,0.984,0.996,1,1,0.0181629150016785,0.0363792074338436,0.0598621008419656,1.6430394853093,0.0377134508195425,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
"pl","bam_re","penalty_cluster",0.923280000000001,0.144298628664816,0.916000000000002,0.221417953543043,3.00744770493816,0.856,0.92,0.956,0.936,0.0181629150016785,0.0363792074338436,0.0368115510802813,1.014677715715,0.0377134508195425,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
"pl","bam_re","penalty_cluster_delta",0.96408,0.166591525148422,0.983999999999999,0.261191172024666,3.07294550066806,0.936,0.964,0.98,0.964,0.0181629150016785,0.0363792074338436,0.0424986189701635,1.17359753123533,0.0377134508195425,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
"pl","bam_re","mgcv_sandwich_freq",0.92536,0.144709529068625,0.928000000000001,0.222756356817305,3.01704851191298,0.856,0.92,0.952,0.932,0.0181629150016785,0.0363792074338436,0.036916374538021,1.01790718274805,0.0377134508195425,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
"pl","bam_re","mgcv_sandwich_default",0.9644,0.166910053646284,0.988,0.260882440005188,3.06336911617029,0.936,0.968,0.984,0.968,0.0181629150016785,0.0363792074338436,0.0425798777331751,1.1761406393873,0.0377134508195425,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
