"model","method","vcov_type","avg_pointwise_coverage","avg_pointwise_width","uniform_coverage","avg_uniform_width","avg_sup_crit","min_pointwise_coverage","coverage_at_0.25","coverage_at_0.5","coverage_at_0.75","abs_bias","empirical_sd","mean_reported_se","se_to_sd","max_abs_bias","n_success","error_design","rho","df_correction","M","n","T","K","dgp","mc_seed","chunk"
"np","bam_fd","classic_cluster",0.99544,0.272264660153409,1,0.441008526567865,3.17482011705544,0.984,0.992,1,1,0.00212643227405117,0.0457507456457748,0.0694565467276436,1.51593089294658,0.00812228714828217,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
"np","bam_fd","penalty_cluster",0.942159999999999,0.174089138441769,0.940000000000002,0.26786382449956,3.0158184007705,0.92,0.94,0.928,0.94,0.00212643227405117,0.0457507456457748,0.044411310568705,0.970482813848923,0.00812228714828217,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
"np","bam_fd","penalty_cluster_delta",0.964639999999999,0.19177351647488,0.972,0.29954915987814,3.06118952412163,0.944,0.956,0.96,0.964,0.00212643227405117,0.0457507456457748,0.0489227143936227,1.06950035737643,0.00812228714828217,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
"np","bam_fd","mgcv_sandwich_freq",0.89928,0.151138633370216,0.847999999999997,0.233401615797025,3.02657173672447,0.86,0.908,0.876,0.884,0.00212643227405117,0.0457507456457748,0.038556482303343,0.842557490339997,0.00812228714828217,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
"np","bam_fd","mgcv_sandwich_default",0.938159999999999,0.171171623865361,0.940000000000002,0.268590331278065,3.0754714888002,0.916,0.94,0.92,0.916,0.00212643227405117,0.0457507456457748,0.0436670329698762,0.954730027457428,0.00812228714828217,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
"np","bam_fe","classic_cluster",0.99672,0.235647445610736,1,0.380555488981019,3.16517108210549,0.988,0.996,0.992,1,0.00214483647922693,0.0380707482938683,0.060115248920259,1.57406613003115,0.00892945578796045,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
"np","bam_fe","penalty_cluster",0.952479999999999,0.149145148792509,0.940000000000001,0.229121199025844,3.01077052103066,0.92,0.948,0.944,0.96,0.00214483647922693,0.0380707482938683,0.0380479309744839,0.997442541824056,0.00892945578796045,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
"np","bam_fe","penalty_cluster_delta",0.975759999999999,0.169075840582901,0.98,0.265665346104109,3.07974601998865,0.944,0.976,0.98,0.968,0.00214483647922693,0.0380707482938683,0.0431323845531217,1.13138323567453,0.00892945578796045,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
"np","bam_fe","mgcv_sandwich_freq",0.95384,0.149394282138842,0.956,0.230679887984386,3.02621423965775,0.92,0.948,0.944,0.96,0.00214483647922693,0.0380707482938683,0.0381114865674179,0.999229722337232,0.00892945578796045,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
"np","bam_fe","mgcv_sandwich_default",0.976319999999999,0.169267343005537,0.98,0.26431622008823,3.06051419355491,0.952,0.98,0.98,0.972,0.00214483647922693,0.0380707482938683,0.0431812381096531,1.13277997530265,0.00892945578796045,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
"np","bam_re","classic_cluster",0.9936,0.235842466785567,1,0.381487687510011,3.17034701597319,0.976,0.984,0.992,0.996,0.0206835374696208,0.0374934534282114,0.060165000134151,1.59855336859879,0.0415972814483171,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
"np","bam_re","penalty_cluster",0.902960000000001,0.144696098169407,0.864000000000007,0.222164481058369,3.00913777346745,0.844,0.876,0.94,0.904,0.0206835374696208,0.0374934534282114,0.0369129482252612,0.983092146624185,0.0415972814483171,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260904,"h3"
