"method","vcov_type","n_success","rejection_frequency","beta_coverage","mean_beta_hat","sd_beta_hat","mean_se","se_to_sd","mean_delta_beta_variance","error_design","rho","df_correction","M","n","T","K","dgp","beta_true","beta_null"
"bam_fd","classic_cluster",1000,0.056,0.944,0.999869484430273,0.0239979087570399,0.0237198500932684,0.988413212726714,8.92318315942307e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
"bam_fd","penalty_cluster",1000,0.059,0.941,0.999869484430273,0.0239979087570399,0.0235728729868951,0.982288632961817,8.92318315942307e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
"bam_fd","penalty_cluster_delta",1000,0.059,0.941,0.999869484430273,0.0239979087570399,0.0235918208341542,0.983078195396231,8.92318315942307e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
"bam_fd","mgcv_sandwich_freq",1000,0.08,0.92,0.999869484430273,0.0239979087570399,0.0213916331534588,0.891395719936781,8.92318315942307e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
"bam_fd","mgcv_sandwich_default",1000,0.08,0.92,0.999869484430273,0.0239979087570399,0.0214124814233918,0.892264473549612,8.92318315942307e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
"bam_fe","classic_cluster",1000,0.051,0.949,1.00060793043601,0.0243564441190166,0.0245336657231774,1.00727616902101,8.40246790865114e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
"bam_fe","penalty_cluster",1000,0.051,0.949,1.00060793043601,0.0243564441190166,0.024403790964657,1.00194391453075,8.40246790865114e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
"bam_fe","penalty_cluster_delta",1000,0.051,0.949,1.00060793043601,0.0243564441190166,0.0244210109502499,1.00265091369322,8.40246790865114e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
"bam_fe","mgcv_sandwich_freq",1000,0.051,0.949,1.00060793043601,0.0243564441190166,0.0240665907619491,0.988099520781806,8.40246790865114e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
"bam_fe","mgcv_sandwich_default",1000,0.051,0.949,1.00060793043601,0.0243564441190166,0.0240840284490424,0.988815458092195,8.40246790865114e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
"bam_re","classic_cluster",1000,0.051,0.949,1.00427299624797,0.0243344656437897,0.0245415248948474,1.00850888834333,5.82399095095619e-06,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
"bam_re","penalty_cluster",1000,0.054,0.946,1.00427299624797,0.0243344656437897,0.0241677612667295,0.993149453967864,5.82399095095619e-06,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
"bam_re","penalty_cluster_delta",1000,0.051,0.949,1.00427299624797,0.0243344656437897,0.0242879070507174,0.998086722192554,5.82399095095619e-06,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
"bam_re","mgcv_sandwich_freq",1000,0.057,0.943,1.00427299624797,0.0243344656437897,0.0238556371811791,0.980323033609211,5.82399095095619e-06,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
"bam_re","mgcv_sandwich_default",1000,0.056,0.944,1.00427299624797,0.0243344656437897,0.0239772159877001,0.985319190430596,5.82399095095619e-06,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
