"sim","method","vcov_type","beta_hat","variance","se","t_stat","reject","beta_covered","delta_beta_variance","error_design","rho","df_correction","M","n","T","K","dgp","beta_true","beta_null"
1,"bam_fe","classic_cluster",0.999480971717474,0.000624494913418791,0.0249898962266511,-0.0207695253241167,0,1,4.0962772666854e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
1,"bam_fe","penalty_cluster",0.999480971717474,0.00061864792907902,0.0248726341403362,-0.0208674432952304,0,1,4.0962772666854e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
1,"bam_fe","penalty_cluster_delta",0.999480971717474,0.000619057556805689,0.0248808672840335,-0.0208605382039696,0,1,4.0962772666854e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
1,"bam_fe","mgcv_sandwich_freq",0.999480971717474,0.000579149610445921,0.0240655274292071,-0.0215672930524082,0,1,4.0962772666854e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
1,"bam_fe","mgcv_sandwich_default",0.999480971717474,0.00057955923817259,0.024074036599054,-0.021559669912061,0,1,4.0962772666854e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
1,"bam_re","classic_cluster",1.00305342031079,0.000625519517494447,0.0250103881915985,0.122086082287051,0,1,4.55112968450228e-06,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
1,"bam_re","penalty_cluster",1.00305342031079,0.000609171382558964,0.0246813975001207,0.123713428738209,0,1,4.55112968450228e-06,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
1,"bam_re","penalty_cluster_delta",1.00305342031079,0.000613722512243466,0.0247734235067232,0.123253869614021,0,1,4.55112968450228e-06,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
1,"bam_re","mgcv_sandwich_freq",1.00305342031079,0.000577757599304376,0.0240365887618101,0.127032181689689,0,1,4.55112968450228e-06,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
1,"bam_re","mgcv_sandwich_default",1.00305342031079,0.000582308728988879,0.0241310739294562,0.126534787457734,0,1,4.55112968450228e-06,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
1,"bam_fd","classic_cluster",0.981786417813069,0.000592007791952906,0.0243312102443119,-0.748568690338323,0,1,3.59529247432569e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
1,"bam_fd","penalty_cluster",0.981786417813069,0.000584519925322863,0.0241768468854576,-0.753348121581825,0,1,3.59529247432569e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
1,"bam_fd","penalty_cluster_delta",0.981786417813069,0.000584879454570296,0.024184281146445,-0.753116541965451,0,1,3.59529247432569e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
1,"bam_fd","mgcv_sandwich_freq",0.981786417813069,0.000450689900542024,0.0212294583195621,-0.857939091651144,0,1,3.59529247432569e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
1,"bam_fd","mgcv_sandwich_default",0.981786417813069,0.000451049429789457,0.0212379243286498,-0.857597094004187,0,1,3.59529247432569e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
2,"bam_fe","classic_cluster",0.987244965822,0.000643199282905755,0.0253613738371121,-0.502931515458186,0,1,7.13936209653372e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
2,"bam_fe","penalty_cluster",0.987244965822,0.00063924747174709,0.0252833437612016,-0.504483675041968,0,1,7.13936209653372e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
2,"bam_fe","penalty_cluster_delta",0.987244965822,0.000639961407956743,0.0252974585276218,-0.504202197389648,0,1,7.13936209653372e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
2,"bam_fe","mgcv_sandwich_freq",0.987244965822,0.000601301748275905,0.0245214548564294,-0.520158133058573,0,1,7.13936209653372e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
2,"bam_fe","mgcv_sandwich_default",0.987244965822,0.000602015684485559,0.0245360079166428,-0.519849611286954,0,1,7.13936209653372e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
2,"bam_re","classic_cluster",0.989515412801745,0.000641776952428974,0.0253333170435491,-0.413865550264563,0,1,5.47613396755279e-06,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
2,"bam_re","penalty_cluster",0.989515412801745,0.000626053401928051,0.0250210591687892,-0.419030510560214,0,1,5.47613396755279e-06,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
2,"bam_re","penalty_cluster_delta",0.989515412801745,0.000631529535895604,0.0251302514093195,-0.417209801345914,0,1,5.47613396755279e-06,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
2,"bam_re","mgcv_sandwich_freq",0.989515412801745,0.000592139325899552,0.0243339130823538,-0.430863181058132,0,1,5.47613396755279e-06,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
2,"bam_re","mgcv_sandwich_default",0.989515412801745,0.000597615459867104,0.024446174749173,-0.428884572160303,0,1,5.47613396755279e-06,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
2,"bam_fd","classic_cluster",0.968389125790497,0.000604582159525925,0.0245882524699484,-1.28560881860706,0,1,6.48945038563583e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
2,"bam_fd","penalty_cluster",0.968389125790497,0.000597839394068577,0.0244507544682895,-1.2928383968887,0,1,6.48945038563583e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
2,"bam_fd","penalty_cluster_delta",0.968389125790497,0.00059848833910714,0.0244640213192177,-1.29213728998309,0,1,6.48945038563583e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
2,"bam_fd","mgcv_sandwich_freq",0.968389125790497,0.000476972035691718,0.021839689459599,-1.44740493073307,0,1,6.48945038563583e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1
