"sim","method","vcov_type","beta_hat","variance","se","t_stat","reject","beta_covered","delta_beta_variance","error_design","rho","df_correction","M","n","T","K","dgp","beta_true","beta_null"
1,"bam_fe","classic_cluster",0.994809739989553,0.000939102921504977,0.0306447862042628,-0.169368452298921,0,1,6.39095958972192e-07,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
1,"bam_fe","penalty_cluster",0.994809739989553,0.000932407501260856,0.0305353483893807,-0.169975463985612,0,1,6.39095958972192e-07,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
1,"bam_fe","penalty_cluster_delta",0.994809739989553,0.000933046597219828,0.0305458114513239,-0.169917241148372,0,1,6.39095958972192e-07,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
1,"bam_fe","mgcv_sandwich_freq",0.994809739989553,0.000866875531711209,0.0294427500704538,-0.176283125660052,0,1,6.39095958972192e-07,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
1,"bam_fe","mgcv_sandwich_default",0.994809739989553,0.000867514627670181,0.0294536012682691,-0.176218180017222,0,1,6.39095958972192e-07,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
1,"bam_re","classic_cluster",0.999929256223793,0.000941284509958114,0.0306803603296655,-0.00230583263843117,0,1,1.04657801887674e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
1,"bam_re","penalty_cluster",0.999929256223793,0.000908634592413147,0.030143566351929,-0.00234689470320238,0,1,1.04657801887674e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
1,"bam_re","penalty_cluster_delta",0.999929256223793,0.000919100372601914,0.0303166682305611,-0.00233349442191202,0,1,1.04657801887674e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
1,"bam_re","mgcv_sandwich_freq",0.999929256223793,0.000851824379852053,0.029186030560048,-0.00242389166493272,0,1,1.04657801887674e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
1,"bam_re","mgcv_sandwich_default",0.999929256223793,0.000862290160040821,0.0293647775411431,-0.0024091371408434,0,1,1.04657801887674e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
1,"bam_fd","classic_cluster",0.97592464938878,0.00122655556776714,0.0350222153463646,-0.687430831348562,0,1,5.93435279572056e-07,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
1,"bam_fd","penalty_cluster",0.97592464938878,0.00121411760062046,0.034844190342444,-0.690943034537767,0,1,5.93435279572056e-07,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
1,"bam_fd","penalty_cluster_delta",0.97592464938878,0.00121471103590004,0.03485270485773,-0.690774237164554,0,1,5.93435279572056e-07,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
1,"bam_fd","mgcv_sandwich_freq",0.97592464938878,0.000861792240117599,0.0293562981337497,-0.820108533491876,0,1,5.93435279572056e-07,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
1,"bam_fd","mgcv_sandwich_default",0.97592464938878,0.000862385675397171,0.0293664038553782,-0.819826313422119,0,1,5.93435279572056e-07,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
2,"bam_fe","classic_cluster",0.975972119217163,0.000978407861565397,0.0312795118498578,-0.768166744358772,0,1,1.03603648531243e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
2,"bam_fe","penalty_cluster",0.975972119217163,0.000976100596154341,0.03124260866436,-0.76907408856184,0,1,1.03603648531243e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
2,"bam_fe","penalty_cluster_delta",0.975972119217163,0.000977136632639653,0.0312591847724737,-0.768666264258927,0,1,1.03603648531243e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
2,"bam_fe","mgcv_sandwich_freq",0.975972119217163,0.000913505638185495,0.0302242557920868,-0.794986680503404,0,1,1.03603648531243e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
2,"bam_fe","mgcv_sandwich_default",0.975972119217163,0.000914541674670808,0.030241390091575,-0.794536253461805,0,1,1.03603648531243e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
2,"bam_re","classic_cluster",0.980215899982231,0.000977500566022575,0.0312650054537429,-0.632787352205647,0,1,1.28963839753997e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
2,"bam_re","penalty_cluster",0.980215899982231,0.00094507204123928,0.0307420240263923,-0.643552291832974,0,1,1.28963839753997e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
2,"bam_re","penalty_cluster_delta",0.980215899982231,0.00095796842521468,0.030951065009377,-0.639205791845136,0,1,1.28963839753997e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
2,"bam_re","mgcv_sandwich_freq",0.980215899982231,0.000890983964914298,0.0298493545141984,-0.662798252751442,0,1,1.28963839753997e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
2,"bam_re","mgcv_sandwich_default",0.980215899982231,0.000903880348889698,0.030064602922535,-0.658052929178715,0,1,1.28963839753997e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
2,"bam_fd","classic_cluster",0.951437481162744,0.0012768152620552,0.0357325518547892,-1.35905543591194,0,1,1.27218028512675e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
2,"bam_fd","penalty_cluster",0.951437481162744,0.00125686526517207,0.0354522956262647,-1.36979899268579,0,1,1.27218028512675e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
2,"bam_fd","penalty_cluster_delta",0.951437481162744,0.00125813744545719,0.0354702332309388,-1.36910627345122,0,1,1.27218028512675e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
2,"bam_fd","mgcv_sandwich_freq",0.951437481162744,0.00089257154068557,0.0298759358127167,-1.62547272633333,0,1,1.27218028512675e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
2,"bam_fd","mgcv_sandwich_default",0.951437481162744,0.000893843720970697,0.0298972192849217,-1.62431557177454,0,1,1.27218028512675e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
3,"bam_fe","classic_cluster",0.969703158942043,0.0010054773531392,0.0317092628917672,-0.955457121831216,0,1,9.01229627878436e-07,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
3,"bam_fe","penalty_cluster",0.969703158942043,0.00099059076909862,0.0314736519822314,-0.962609648065673,0,1,9.01229627878436e-07,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
3,"bam_fe","penalty_cluster_delta",0.969703158942043,0.000991491998726499,0.0314879659350441,-0.962172060286651,0,1,9.01229627878436e-07,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
3,"bam_fe","mgcv_sandwich_freq",0.969703158942043,0.000906132817411192,0.0301020400871966,-1.00647135443965,0,1,9.01229627878436e-07,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
3,"bam_fe","mgcv_sandwich_default",0.969703158942043,0.000907034047039071,0.0301170059441351,-1.00597121487294,0,1,9.01229627878436e-07,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
3,"bam_re","classic_cluster",0.97787867197587,0.00101028031290274,0.0317849069984913,-0.695969568990081,0,1,1.11776146725327e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
3,"bam_re","penalty_cluster",0.97787867197587,0.000965594744365458,0.0310740204087829,-0.711891404238034,0,1,1.11776146725327e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
3,"bam_re","penalty_cluster_delta",0.97787867197587,0.000976772359037991,0.0312533575642361,-0.707806448592383,0,1,1.11776146725327e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
3,"bam_re","mgcv_sandwich_freq",0.97787867197587,0.000893385519410964,0.0298895553565282,-0.74010227854722,0,1,1.11776146725327e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
3,"bam_re","mgcv_sandwich_default",0.97787867197587,0.000904563134083497,0.0300759560792919,-0.735515372007107,0,1,1.11776146725327e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
3,"bam_fd","classic_cluster",0.978571823090909,0.00119297742678959,0.0345395053060925,-0.620396172996483,0,1,1.15649055243893e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
3,"bam_fd","penalty_cluster",0.978571823090909,0.0011694845532105,0.034197727310605,-0.626596519542584,0,1,1.15649055243893e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
3,"bam_fd","penalty_cluster_delta",0.978571823090909,0.00117064104376294,0.0342146320126776,-0.626286931893691,0,1,1.15649055243893e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1
