"model","method","vcov_type","x","point_coverage","mean_estimate","mean_reported_se","empirical_sd","truth","bias","se_to_sd","abs_bias","error_design","rho","df_correction","M","n","T","K","dgp"
"pl","bam_fe","penalty_cluster_delta",0.398979591836735,0.981,0.590898383221272,0.0520863890285302,0.0455697504719868,0.592960078525026,-0.00206169530375466,1.14300360412439,0.00206169530375466,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.41734693877551,0.982,0.494715261034383,0.0518515726501949,0.0454661092188026,0.49629381256425,-0.00157855152986702,1.14044446602331,0.00157855152986702,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.435714285714286,0.978,0.39152114190177,0.0517200503280967,0.0454849322624674,0.393025031653924,-0.00150388975215376,1.1370809574839,0.00150388975215376,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.454081632653061,0.974,0.28275883329467,0.0516102075775482,0.0457468927373337,0.284527586631033,-0.00176875333636256,1.12816859221193,0.00176875333636256,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.472448979591837,0.97,0.170229186765081,0.0516650950647141,0.0461831603638059,0.17224488860532,-0.00201570184023839,1.11869986067918,0.00201570184023839,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.490816326530612,0.976,0.0558192994419168,0.0517424729293496,0.0466608760521207,0.0576707063353748,-0.00185140689345802,1.10890487507249,0.00185140689345802,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.509183673469388,0.97,-0.0587977763678355,0.0519658334534192,0.0470746901313382,-0.0576707063353744,-0.0011270700324611,1.10390176352589,0.0011270700324611,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.527551020408163,0.969,-0.172246945103178,0.0523218204425463,0.0473713343826389,-0.172244888605319,-2.05649785961493e-06,1.10450383389921,2.05649785961493e-06,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.545918367346939,0.968,-0.28330966325911,0.0526540983354034,0.0475965295765582,-0.284527586631032,0.00121792337192211,1.1062591916646,0.00121792337192211,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.564285714285714,0.974,-0.390724731897316,0.0531407947286036,0.0479084959082416,-0.393025031653923,0.00230029975660745,1.10921442473133,0.00230029975660745,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.58265306122449,0.968,-0.49315833622421,0.0537031393010019,0.0484786242179978,-0.49629381256425,0.00313547634004008,1.10776945854549,0.00313547634004008,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.601020408163265,0.971,-0.58926772544917,0.0544354135432382,0.0493409875314529,-0.592960078525026,0.00369235307585536,1.10324937271549,0.00369235307585536,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.619387755102041,0.965,-0.677741195037684,0.0553906791199316,0.0503081971335917,-0.681737816190999,0.00399662115331489,1.10102691561066,0.00399662115331489,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.637755102040816,0.971,-0.757293007233963,0.0563284351396977,0.0512356529665627,-0.761445958369134,0.00415295113517089,1.09939918549411,0.00415295113517089,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.656122448979592,0.97,-0.826723678707935,0.0574162688641454,0.0522559865669127,-0.831024096513103,0.00430041780516877,1.09875006934612,0.00430041780516877,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.674489795918367,0.967,-0.885044963800913,0.0585960362786365,0.0535067242599154,-0.889546588018411,0.00450162421749867,1.09511537267726,0.00450162421749867,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.692857142857143,0.971,-0.931550029948578,0.0598371675579755,0.0548641535514586,-0.936234870639737,0.00468484069115882,1.09064231715254,0.00468484069115882,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.711224489795918,0.972,-0.965749062832832,0.0612984701846077,0.0560936045617764,-0.970467820203915,0.00471875737108218,1.09278893134955,0.00471875737108218,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.729591836734694,0.971,-0.987208292765475,0.0627159485405068,0.0571573161004769,-0.991790013823246,0.00458172105777122,1.0972514599926,0.00458172105777122,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.747959183673469,0.97,-0.995484809013879,0.0641640474245651,0.0581790481259803,-0.999917788678319,0.00443297966444023,1.10287207321826,0.00443297966444023,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.766326530612245,0.978,-0.990247307669322,0.0657945010030137,0.0593322627468442,-0.994743015766457,0.00449570809713484,1.10891609315057,0.00449570809713484,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.78469387755102,0.975,-0.971494983160548,0.0674650674473715,0.0608906179803594,-0.976334538411204,0.00483955525065582,1.10797146892371,0.00483955525065582,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.803061224489796,0.963,-0.939614883698001,0.0695550075070388,0.063195164140204,-0.944937256395429,0.0053223726974283,1.10063813352435,0.0053223726974283,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.821428571428571,0.961,-0.895191552253201,0.0721851854224198,0.0664087944199074,-0.900968867902419,0.00577731564921813,1.08698231993172,0.00577731564921813,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.839795918367347,0.963,-0.838812067354308,0.075080211089048,0.0703463627361913,-0.845014312609002,0.00620224525469393,1.06729343449653,0.00620224525469393,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.858163265306122,0.962,-0.771081167110286,0.0785285593450335,0.0745669321161089,-0.777817989857798,0.0067368227475122,1.05312847285652,0.0067368227475122,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.876530612244898,0.961,-0.692857997437568,0.0823700241905189,0.0785736929485118,-0.700273855435255,0.00741585799768663,1.04831555065758,0.00741585799768663,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.894897959183673,0.959,-0.605545626481421,0.0860208018151414,0.0818348728078678,-0.613413528704367,0.00786790222294587,1.05115091969534,0.00786790222294587,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
