"error_design","chunk","mc_seed","gaussian_seed","M","n","T","K","grid_points","gaussian_draws","sim_first","sim_last","status","exit_status","started_utc","finished_utc","elapsed_seconds","R_version","mgcv_version","ggplot2_version","rng_kind","chunk_script_md5","combine_script_md5","schedule_md5","grid_md5","summary_md5","command"
"hetero_ar1","a1",20261902,20260506,250,500,4,20,50,499,1,250,"complete",0,"2026-09-02 22:21:15 UTC","2026-09-02 22:44:43 UTC",1408.49274396896,"R version 4.6.0 (2026-04-24)","1.9.4","4.0.3","Mersenne-Twister / Inversion / Rejection","16a10f5f699bcf19e0a6f26eeb880c64","3e68f68e2a01ea82a58afec94423dac2","9d2deb487e528821f648fa38d1f2e290","fd6550ffd25a9a86f5d6585b6ed35779","27ca47186680e16dc80d142dfac6caa7","Rscript simulations/inference_diagnostics/panel_fe_g_inference_diagnostics_chunk.R 250 500 4 sin_2pi both 50 499 hetero_ar1 0.5 substantive 20261902 a1"
"hetero_ar1","a2",20261903,20260506,250,500,4,20,50,499,251,500,"complete",0,"2026-09-02 22:21:15 UTC","2026-09-02 22:44:50 UTC",1415.79487991333,"R version 4.6.0 (2026-04-24)","1.9.4","4.0.3","Mersenne-Twister / Inversion / Rejection","16a10f5f699bcf19e0a6f26eeb880c64","3e68f68e2a01ea82a58afec94423dac2","9d2deb487e528821f648fa38d1f2e290","bf645b904adae07e0c56b3d8da7e12db","8f81d0f21d26ae50dd54f64e32eec9bc","Rscript simulations/inference_diagnostics/panel_fe_g_inference_diagnostics_chunk.R 250 500 4 sin_2pi both 50 499 hetero_ar1 0.5 substantive 20261903 a2"
"hetero_ar1","a3",20261904,20260506,250,500,4,20,50,499,501,750,"complete",0,"2026-09-02 22:21:15 UTC","2026-09-02 22:44:39 UTC",1404.42923998833,"R version 4.6.0 (2026-04-24)","1.9.4","4.0.3","Mersenne-Twister / Inversion / Rejection","16a10f5f699bcf19e0a6f26eeb880c64","3e68f68e2a01ea82a58afec94423dac2","9d2deb487e528821f648fa38d1f2e290","992f47be366c3ec0d6f73e3773e33813","5349ddb98add96c0b9e4753889bddc40","Rscript simulations/inference_diagnostics/panel_fe_g_inference_diagnostics_chunk.R 250 500 4 sin_2pi both 50 499 hetero_ar1 0.5 substantive 20261904 a3"
"hetero_ar1","a4",20261905,20260506,250,500,4,20,50,499,751,1000,"complete",0,"2026-09-02 22:21:15 UTC","2026-09-02 22:44:40 UTC",1405.78600907326,"R version 4.6.0 (2026-04-24)","1.9.4","4.0.3","Mersenne-Twister / Inversion / Rejection","16a10f5f699bcf19e0a6f26eeb880c64","3e68f68e2a01ea82a58afec94423dac2","9d2deb487e528821f648fa38d1f2e290","c738adca460fea144d9053171824d0c0","58cc429e284a867e71088fce64d8c9e8","Rscript simulations/inference_diagnostics/panel_fe_g_inference_diagnostics_chunk.R 250 500 4 sin_2pi both 50 499 hetero_ar1 0.5 substantive 20261905 a4"
