"model","method","vcov_type","x","point_coverage","mean_estimate","mean_reported_se","empirical_sd","truth","bias","se_to_sd","abs_bias","error_design","rho","df_correction","M","n","T","K","dgp","sample","error_label"
"pl","bam_fe","penalty_cluster",0.894897959183673,0.934,-0.610489305945056,0.0658216249321239,0.0678370561967645,-0.613413528704367,0.00292422275931048,0.970290113138242,0.00292422275931048,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster",0.913265306122449,0.935,-0.515172500449363,0.0680583090159552,0.0705248827886451,-0.518392568310526,0.00322006786116247,0.96502548213966,0.00322006786116247,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster",0.931632653061224,0.938,-0.4146697607496,0.0698231193134595,0.0724982045129196,-0.4164750990436,0.00180533829399943,0.96310135930355,0.00180533829399943,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster",0.95,0.942,-0.311005319596291,0.072475016007407,0.0750831113632953,-0.309016994374948,-0.00198832522134346,0.965263888129665,0.00198832522134346,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.05,0.974,0.308579603547335,0.0621060484297606,0.0546946689475696,0.309016994374947,-0.000437390827612849,1.13550460446695,0.000437390827612849,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.0683673469387755,0.975,0.413030130219671,0.0626131558631098,0.0535317434312381,0.416475099043599,-0.00344496882392814,1.16964537020052,0.00344496882392814,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.086734693877551,0.974,0.513599045469571,0.0605805376606707,0.052597048665391,0.518392568310525,-0.00479352284095436,1.1517858738818,0.00479352284095436,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.105102040816327,0.971,0.608385135211961,0.0582556681318564,0.0511141848818878,0.613413528704367,-0.00502839349240602,1.13971626988615,0.00502839349240602,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.123469387755102,0.974,0.695547579612551,0.0562915431353226,0.049216875553016,0.700273855435255,-0.00472627582270402,1.1437447522382,0.00472627582270402,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.141836734693878,0.978,0.773547634107748,0.0542804818142573,0.0473160940291906,0.777817989857797,-0.0042703557500493,1.14718856084719,0.0042703557500493,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.160204081632653,0.979,0.841248714417056,0.052782011511267,0.0457171235084289,0.845014312609001,-0.00376559819194544,1.15453483204243,0.00376559819194544,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.178571428571429,0.979,0.897814778482297,0.0517557223052638,0.0444935751518734,0.900968867902419,-0.00315408942012174,1.16321788322476,0.00315408942012174,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.196938775510204,0.974,0.94253576938937,0.0506674473096586,0.0435978877681772,0.944937256395429,-0.0024014870060598,1.16215371669087,0.0024014870060598,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.21530612244898,0.983,0.974714293543379,0.0498105772759621,0.0429849031397334,0.976334538411204,-0.00162024486782497,1.15879235819237,0.00162024486782497,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.233673469387755,0.977,0.993716534152589,0.0490742277984194,0.0425442306979268,0.994743015766457,-0.00102648161386887,1.15348725299223,0.00102648161386887,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.252040816326531,0.976,0.999160118470822,0.0481651736407061,0.0420856654955689,0.999917788678319,-0.000757670207497729,1.14445555448749,0.000757670207497729,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.270408163265306,0.976,0.991017494846918,0.0474120740297056,0.0415036574502121,0.991790013823246,-0.000772518976328573,1.14235893756065,0.000772518976328573,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.288775510204082,0.976,0.969562144974507,0.0467052592689895,0.040883796277675,0.970467820203915,-0.000905675229408098,1.14239047058586,0.000905675229408098,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.307142857142857,0.974,0.935234621540915,0.0459575625160068,0.0403933831680597,0.936234870639737,-0.00100024909882224,1.13774977264957,0.00100024909882224,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.325510204081633,0.974,0.888521503056197,0.0454412668353407,0.0400168644798007,0.889546588018412,-0.00102508496221476,1.13555290815646,0.00102508496221476,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.343877551020408,0.971,0.829967716488665,0.0449561535415263,0.0395231015303822,0.831024096513104,-0.00105638002443931,1.13746522415422,0.00105638002443931,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.362244897959184,0.978,0.760276512570037,0.0445546304183767,0.038792666108086,0.761445958369135,-0.00116944579909728,1.14853231005666,0.00116944579909728,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.380612244897959,0.983,0.680386977763153,0.0443208102387378,0.0380147922000253,0.681737816191,-0.00135083842784722,1.16588327000531,0.00135083842784722,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.398979591836735,0.982,0.59144608728093,0.044045051074104,0.037466844813235,0.592960078525026,-0.00151399124409657,1.17557406538128,0.00151399124409657,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.41734693877551,0.982,0.494741403068393,0.0439156565915194,0.0372641196115734,0.49629381256425,-0.00155240949585761,1.17849709182128,0.00155240949585761,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.435714285714286,0.978,0.39163960552128,0.0438542677429302,0.0374188090702602,0.393025031653924,-0.00138542613264414,1.17198459364611,0.00138542613264414,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.454081632653061,0.974,0.283548970131004,0.0437609019577213,0.0379391092848795,0.284527586631033,-0.000978616500028617,1.15345095819532,0.000978616500028617,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.472448979591837,0.973,0.171896305607443,0.0437829381033791,0.0386755673374317,0.17224488860532,-0.000348582997876518,1.13205677686347,0.000348582997876518,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.490816326530612,0.972,0.0580789081140779,0.0437852678681,0.03930556267884,0.0576707063353748,0.00040820177870312,1.11397127744648,0.00040820177870312,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.509183673469388,0.972,-0.0565477100703338,0.0439354428160174,0.0396141491625056,-0.0576707063353744,0.00112299626504055,1.10908460095369,0.00112299626504055,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.527551020408163,0.973,-0.170595920169954,0.0442399633518333,0.0396389207542419,-0.172244888605319,0.00164896843536422,1.11607386149884,0.00164896843536422,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.545918367346939,0.981,-0.282578709506605,0.0445320882083559,0.0396270598641728,-0.284527586631032,0.00194887712442737,1.12377976970776,0.00194887712442737,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.564285714285714,0.979,-0.390918889876662,0.044950881086972,0.039833065656771,-0.393025031653923,0.00210614177726176,1.12848158548226,0.00210614177726176,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.58265306122449,0.971,-0.494060252237723,0.0453939701594517,0.0403857556779587,-0.49629381256425,0.00223356032652705,1.12400942850814,0.00223356032652705,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.601020408163265,0.967,-0.590571180014176,0.045951341794921,0.0412362544109678,-0.592960078525026,0.00238889851084934,1.11434325089184,0.00238889851084934,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.619387755102041,0.973,-0.679145523279282,0.0467098216085799,0.0422110984027445,-0.681737816190999,0.00259229291171681,1.10657678610758,0.00259229291171681,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.637755102040816,0.974,-0.758555893877778,0.0474831611126415,0.0431979613221069,-0.761445958369134,0.00289006449135665,1.09919912096272,0.00289006449135665,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.656122448979592,0.97,-0.827699377434788,0.0484121255479611,0.0443177322045524,-0.831024096513103,0.00332471907831533,1.09238724861892,0.00332471907831533,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.674489795918367,0.967,-0.885718603042329,0.0493988459736787,0.0457519794243706,-0.889546588018411,0.00382798497608294,1.07970948132061,0.00382798497608294,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.692857142857143,0.96,-0.932051807283858,0.0503884834762666,0.047322515834107,-0.936234870639737,0.00418306335587959,1.06478877101352,0.00418306335587959,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.711224489795918,0.961,-0.966335305782541,0.0515984689760008,0.0485194069327679,-0.970467820203915,0.00413251442137352,1.06346042208429,0.00413251442137352,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.729591836734694,0.963,-0.988243643150252,0.0528202379410063,0.0490887698112287,-0.991790013823246,0.0035463706729939,1.07601470039129,0.0035463706729939,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.747959183673469,0.969,-0.997368810356036,0.0541242452324625,0.0494040687105201,-0.999917788678319,0.00254897832228318,1.09554226291765,0.00254897832228318,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.766326530612245,0.976,-0.993310201060937,0.0556190047407159,0.0501337538845824,-0.994743015766457,0.0014328147055207,1.10941233063779,0.0014328147055207,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.78469387755102,0.972,-0.975858105870874,0.0570506621270017,0.0516944523908356,-0.976334538411204,0.000476432540330252,1.10361285376757,0.000476432540330252,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.803061224489796,0.971,-0.945097766649874,0.0587297733405649,0.0540179989493738,-0.944937256395429,-0.000160510254444302,1.08722600767953,0.000160510254444302,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.821428571428571,0.967,-0.901369677297124,0.0607987851703515,0.056667824648753,-0.900968867902419,-0.00040080939470466,1.07289781365711,0.00040080939470466,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.839795918367347,0.964,-0.845167144942364,0.0629898790307886,0.0592749739093974,-0.845014312609002,-0.000152832333362274,1.06267240415946,0.000152832333362274,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.858163265306122,0.966,-0.777192582353522,0.0657069346181987,0.0618941878413854,-0.777817989857798,0.000625407504276199,1.06160104704151,0.000625407504276199,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.876530612244898,0.968,-0.698473596590548,0.0688914965709721,0.0647740834914755,-0.700273855435255,0.00180025884470691,1.06356574817517,0.00180025884470691,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.894897959183673,0.966,-0.610489305945056,0.0719430605345256,0.0678370561967645,-0.613413528704367,0.00292422275931048,1.06052745457957,0.00292422275931048,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.913265306122449,0.958,-0.515172500449363,0.0750752066435673,0.0705248827886451,-0.518392568310526,0.00322006786116247,1.06452082832323,0.00322006786116247,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.931632653061224,0.966,-0.4146697607496,0.0778129170851172,0.0724982045129196,-0.4164750990436,0.00180533829399943,1.0733081958085,0.00180533829399943,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_fe","penalty_cluster_delta",0.95,0.965,-0.311005319596291,0.0790806256535668,0.0750831113632953,-0.309016994374948,-0.00198832522134346,1.05324119123046,0.00198832522134346,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.05,0.996,0.287058884195781,0.0895198006135884,0.0542025101003727,0.309016994374947,-0.0219581101791667,1.65158035020546,0.0219581101791667,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.0683673469387755,0.993,0.39236178153451,0.0830590941742668,0.0531232124172332,0.416475099043599,-0.0241133175090897,1.56351791231892,0.0241133175090897,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.086734693877551,0.986,0.493721473227862,0.0745515231841875,0.0522409533702623,0.518392568310525,-0.0246710950826629,1.42707049497732,0.0246710950826629,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.105102040816327,0.992,0.589255143346092,0.0771356929253446,0.0508191113715538,0.613413528704367,-0.0241583853582746,1.51784812531219,0.0241583853582746,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.123469387755102,0.993,0.677152119160808,0.0772421381555057,0.0490112765465457,0.700273855435255,-0.0231217362744471,1.57600747416055,0.0231217362744471,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.141836734693878,0.991,0.755901002560641,0.0720053726029332,0.0471999864677215,0.777817989857797,-0.0219169872971565,1.52553799251988,0.0219169872971565,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.160204081632653,0.998,0.824378471315251,0.0722834596254454,0.0456353871672586,0.845014312609001,-0.0206358412937501,1.58393440074297,0.0206358412937501,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.178571428571429,0.998,0.881745034621505,0.0725676556430293,0.0443624289009732,0.900968867902419,-0.019223833280914,1.63579085818354,0.019223833280914,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.196938775510204,0.996,0.927277127699794,0.0687554310131114,0.0433498569688008,0.944937256395429,-0.0176601286956356,1.58605900505266,0.0176601286956356,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.21530612244898,0.997,0.960264717319964,0.0687733971591498,0.0425934251796967,0.976334538411204,-0.0160698210912399,1.61464819673466,0.0160698210912399,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.233673469387755,0.998,0.980068368490566,0.0687220097459135,0.0420262099820139,0.994743015766457,-0.0146746472758917,1.63521787416292,0.0146746472758917,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.252040816326531,0.998,0.986307393180172,0.0661533594790368,0.0414914115871835,0.999917788678319,-0.0136103954981474,1.59438681279938,0.0136103954981474,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.270408163265306,0.996,0.978959929707374,0.0665913397071258,0.0409012907354236,0.991790013823246,-0.0128300841158719,1.62809873502238,0.0128300841158719,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.288775510204082,0.996,0.958307040738973,0.0657715522827929,0.0403494173955964,0.970467820203915,-0.0121607794649415,1.63004961479248,0.0121607794649415,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.307142857142857,0.999,0.924798874854164,0.0640790169255635,0.0399993118381157,0.936234870639737,-0.0114359957855736,1.60200298407389,0.0114359957855736,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.325510204081633,0.999,0.878933892072748,0.0649719369719901,0.0397966929916739,0.889546588018412,-0.0106126959456642,1.63259638145268,0.0106126959456642,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.343877551020408,0.996,0.821267540507973,0.0637888317861405,0.0394335665986097,0.831024096513104,-0.00975655600513092,1.61762775443167,0.00975655600513092,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.362244897959184,0.998,0.752507135114845,0.0635576646490032,0.038738741895793,0.761445958369135,-0.00893882325428985,1.64067446537043,0.00893882325428985,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.380612244897959,0.998,0.673589871296844,0.0645138730222101,0.0379259584861516,0.681737816191,-0.00814794489415582,1.70104792594146,0.00814794489415582,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.398979591836735,0.999,0.585658951615038,0.0632719392427804,0.0373393967181869,0.592960078525026,-0.00730112690998819,1.6945088781245,0.00730112690998819,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.41734693877551,1,0.4899969836087,0.0640218829364182,0.037127005483939,0.49629381256425,-0.00629682895555017,1.72440201147151,0.00629682895555017,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.435714285714286,1,0.3879619380372,0.0642867314945629,0.0372874546545069,0.393025031653924,-0.00506309361672458,1.72408473815717,0.00506309361672458,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.454081632653061,0.999,0.280946419223886,0.0640515715762388,0.037809456060063,0.284527586631033,-0.00358116740714687,1.69406223338649,0.00358116740714687,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.472448979591837,1,0.170357160351986,0.0652585248086532,0.0385393016507462,0.17224488860532,-0.00188772825333347,1.69329806232723,0.00188772825333347,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.490816326530612,0.998,0.0575760790766916,0.0642643683650756,0.039155964494562,0.0576707063353748,-9.46272586832483e-05,1.64124084784071,9.46272586832483e-05,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.509183673469388,0.999,-0.0560413684565155,0.0651416169532682,0.0394455381936606,-0.0576707063353744,0.00162933787885888,1.65143182058896,0.00162933787885888,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.527551020408163,0.997,-0.169091406518611,0.0664580771482971,0.0394469308064475,-0.172244888605319,0.00315348208670732,1.68474646289679,0.00315348208670732,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.545918367346939,0.999,-0.280067309965746,0.0660107776109638,0.0394188324129805,-0.284527586631032,0.00446027666528681,1.67460002161877,0.00446027666528681,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.564285714285714,1,-0.387382260560685,0.0676313022623,0.0396330307164168,-0.393025031653923,0.00564277109323846,1.70643781310133,0.00564277109323846,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.58265306122449,0.998,-0.489485211963009,0.0678087508593905,0.0402113890283797,-0.49629381256425,0.00680860060124061,1.68630710099404,0.00680860060124061,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.601020408163265,0.999,-0.584958814461454,0.0685804494936363,0.0410742428930926,-0.592960078525026,0.0080012640635716,1.66967044705209,0.0080012640635716,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.619387755102041,0.998,-0.672508992072206,0.070838311654579,0.0420319707590533,-0.681737816190999,0.00922882411879367,1.68534357003285,0.00922882411879367,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.637755102040816,0.995,-0.750912995573587,0.0709453156472307,0.042986550406887,-0.761445958369134,0.0105329627955477,1.65040727799047,0.0105329627955477,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.656122448979592,0.998,-0.819069788838725,0.0733352152322008,0.0440796601852147,-0.831024096513103,0.0119543076743782,1.66369738160547,0.0119543076743782,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
"pl","bam_re","classic_cluster",0.674489795918367,0.999,-0.876123797260371,0.0750058153690518,0.0454966731601739,-0.889546588018411,0.0134227907580409,1.64859999993822,0.0134227907580409,"hetero_ar1",0.5,"substantive",1000,200,4,20,"sin_2pi","n=200, T=4","Heteroskedastic AR(1), rho=0.5"
