"method","vcov_type","n_success","rejection_frequency","beta_coverage","mean_beta_hat","sd_beta_hat","mean_se","se_to_sd","mean_delta_beta_variance","error_design","rho","df_correction","M","n","T","K","dgp","beta_true","beta_null","sample","error_label"
"bam_re","penalty_cluster",1000,0.779,0.944,1.07624616688864,0.0286419363988265,0.0277107865786855,0.967489983666777,3.22170663053802e-06,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1,"n=200, T=8","Heteroskedastic AR(1), rho=0.5"
"bam_re","penalty_cluster_delta",1000,0.778,0.944,1.07624616688864,0.0286419363988265,0.027768986222061,0.969521956734698,3.22170663053802e-06,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1,"n=200, T=8","Heteroskedastic AR(1), rho=0.5"
"bam_re","mgcv_sandwich_freq",1000,0.794,0.936,1.07624616688864,0.0286419363988265,0.027338460005584,0.954490633067118,3.22170663053802e-06,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1,"n=200, T=8","Heteroskedastic AR(1), rho=0.5"
"bam_re","mgcv_sandwich_default",1000,0.793,0.936,1.07624616688864,0.0286419363988265,0.0273972785997284,0.956544216083481,3.22170663053802e-06,"hetero_ar1",0.5,"substantive",1000,200,8,20,"baseline",1.075,1,"n=200, T=8","Heteroskedastic AR(1), rho=0.5"
"bam_fd","classic_cluster",1000,0.522,0.945,1.07455388565003,0.0366076042854882,0.0365072347652914,0.997258233032295,2.01982951911849e-06,"hetero",NA,"substantive",1000,200,8,20,"baseline",1.075,1,"n=200, T=8","Heteroskedastic, serially independent"
"bam_fd","penalty_cluster",1000,0.526,0.945,1.07455388565003,0.0366076042854882,0.0362337858657159,0.989788503589116,2.01982951911849e-06,"hetero",NA,"substantive",1000,200,8,20,"baseline",1.075,1,"n=200, T=8","Heteroskedastic, serially independent"
"bam_fd","penalty_cluster_delta",1000,0.526,0.945,1.07455388565003,0.0366076042854882,0.0362617248349186,0.990551704835087,2.01982951911849e-06,"hetero",NA,"substantive",1000,200,8,20,"baseline",1.075,1,"n=200, T=8","Heteroskedastic, serially independent"
"bam_fd","mgcv_sandwich_freq",1000,0.646,0.898,1.07455388565003,0.0366076042854882,0.0302771430568621,0.827072507142032,2.01982951911849e-06,"hetero",NA,"substantive",1000,200,8,20,"baseline",1.075,1,"n=200, T=8","Heteroskedastic, serially independent"
"bam_fd","mgcv_sandwich_default",1000,0.645,0.898,1.07455388565003,0.0366076042854882,0.0303104696381576,0.827982880326673,2.01982951911849e-06,"hetero",NA,"substantive",1000,200,8,20,"baseline",1.075,1,"n=200, T=8","Heteroskedastic, serially independent"
"bam_fe","classic_cluster",1000,0.677,0.946,1.07437037283949,0.0310974204609753,0.0308945911422129,0.99347761596442,1.38926804164078e-06,"hetero",NA,"substantive",1000,200,8,20,"baseline",1.075,1,"n=200, T=8","Heteroskedastic, serially independent"
"bam_fe","penalty_cluster",1000,0.682,0.942,1.07437037283949,0.0310974204609753,0.0306923326861425,0.986973589165021,1.38926804164078e-06,"hetero",NA,"substantive",1000,200,8,20,"baseline",1.075,1,"n=200, T=8","Heteroskedastic, serially independent"
"bam_fe","penalty_cluster_delta",1000,0.68,0.942,1.07437037283949,0.0310974204609753,0.0307150430462962,0.987703886399228,1.38926804164078e-06,"hetero",NA,"substantive",1000,200,8,20,"baseline",1.075,1,"n=200, T=8","Heteroskedastic, serially independent"
"bam_fe","mgcv_sandwich_freq",1000,0.689,0.945,1.07437037283949,0.0310974204609753,0.0306474017526776,0.985528744776035,1.38926804164078e-06,"hetero",NA,"substantive",1000,200,8,20,"baseline",1.075,1,"n=200, T=8","Heteroskedastic, serially independent"
"bam_fe","mgcv_sandwich_default",1000,0.686,0.946,1.07437037283949,0.0310974204609753,0.0306700734764498,0.986257799579815,1.38926804164078e-06,"hetero",NA,"substantive",1000,200,8,20,"baseline",1.075,1,"n=200, T=8","Heteroskedastic, serially independent"
"bam_re","classic_cluster",1000,0.703,0.942,1.07702562090993,0.0310886283218069,0.0308991391142362,0.993904870758231,4.78637153426442e-06,"hetero",NA,"substantive",1000,200,8,20,"baseline",1.075,1,"n=200, T=8","Heteroskedastic, serially independent"
"bam_re","penalty_cluster",1000,0.714,0.94,1.07702562090993,0.0310886283218069,0.030567551042015,0.983238974894674,4.78637153426442e-06,"hetero",NA,"substantive",1000,200,8,20,"baseline",1.075,1,"n=200, T=8","Heteroskedastic, serially independent"
"bam_re","penalty_cluster_delta",1000,0.712,0.94,1.07702562090993,0.0310886283218069,0.0306458825404923,0.985758593890613,4.78637153426442e-06,"hetero",NA,"substantive",1000,200,8,20,"baseline",1.075,1,"n=200, T=8","Heteroskedastic, serially independent"
"bam_re","mgcv_sandwich_freq",1000,0.717,0.941,1.07702562090993,0.0310886283218069,0.0305374414541304,0.982270466809569,4.78637153426442e-06,"hetero",NA,"substantive",1000,200,8,20,"baseline",1.075,1,"n=200, T=8","Heteroskedastic, serially independent"
"bam_re","mgcv_sandwich_default",1000,0.716,0.942,1.07702562090993,0.0310886283218069,0.0306156665300465,0.984786662606511,4.78637153426442e-06,"hetero",NA,"substantive",1000,200,8,20,"baseline",1.075,1,"n=200, T=8","Heteroskedastic, serially independent"
"bam_fd","classic_cluster",1000,0.056,0.944,0.999869484430273,0.0239979087570399,0.0237198500932684,0.988413212726714,8.92318315942307e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_fd","penalty_cluster",1000,0.059,0.941,0.999869484430273,0.0239979087570399,0.0235728729868951,0.982288632961817,8.92318315942307e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_fd","penalty_cluster_delta",1000,0.059,0.941,0.999869484430273,0.0239979087570399,0.0235918208341542,0.983078195396231,8.92318315942307e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_fd","mgcv_sandwich_freq",1000,0.08,0.92,0.999869484430273,0.0239979087570399,0.0213916331534588,0.891395719936781,8.92318315942307e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_fd","mgcv_sandwich_default",1000,0.08,0.92,0.999869484430273,0.0239979087570399,0.0214124814233918,0.892264473549612,8.92318315942307e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_fe","classic_cluster",1000,0.051,0.949,1.00060793043601,0.0243564441190166,0.0245336657231774,1.00727616902101,8.40246790865114e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_fe","penalty_cluster",1000,0.051,0.949,1.00060793043601,0.0243564441190166,0.024403790964657,1.00194391453075,8.40246790865114e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_fe","penalty_cluster_delta",1000,0.051,0.949,1.00060793043601,0.0243564441190166,0.0244210109502499,1.00265091369322,8.40246790865114e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_fe","mgcv_sandwich_freq",1000,0.051,0.949,1.00060793043601,0.0243564441190166,0.0240665907619491,0.988099520781806,8.40246790865114e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_fe","mgcv_sandwich_default",1000,0.051,0.949,1.00060793043601,0.0243564441190166,0.0240840284490424,0.988815458092195,8.40246790865114e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_re","classic_cluster",1000,0.051,0.949,1.00427299624797,0.0243344656437897,0.0245415248948474,1.00850888834333,5.82399095095619e-06,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_re","penalty_cluster",1000,0.054,0.946,1.00427299624797,0.0243344656437897,0.0241677612667295,0.993149453967864,5.82399095095619e-06,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_re","penalty_cluster_delta",1000,0.051,0.949,1.00427299624797,0.0243344656437897,0.0242879070507174,0.998086722192554,5.82399095095619e-06,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_re","mgcv_sandwich_freq",1000,0.057,0.943,1.00427299624797,0.0243344656437897,0.0238556371811791,0.980323033609211,5.82399095095619e-06,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_re","mgcv_sandwich_default",1000,0.056,0.944,1.00427299624797,0.0243344656437897,0.0239772159877001,0.985319190430596,5.82399095095619e-06,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_fd","classic_cluster",1000,0.061,0.939,1.00002235700212,0.0343396451671801,0.0342096651507833,0.996214870137298,1.64931155092398e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic, serially independent"
"bam_fd","penalty_cluster",1000,0.063,0.937,1.00002235700212,0.0343396451671801,0.033980126340391,0.989530502571041,1.64931155092398e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic, serially independent"
"bam_fd","penalty_cluster_delta",1000,0.063,0.937,1.00002235700212,0.0343396451671801,0.0340044088498856,0.990237630130933,1.64931155092398e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic, serially independent"
"bam_fd","mgcv_sandwich_freq",1000,0.096,0.904,1.00002235700212,0.0343396451671801,0.0293491980468855,0.854673887979943,1.64931155092398e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic, serially independent"
"bam_fd","mgcv_sandwich_default",1000,0.095,0.905,1.00002235700212,0.0343396451671801,0.0293772763190778,0.855491551414018,1.64931155092398e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic, serially independent"
"bam_fe","classic_cluster",1000,0.059,0.941,1.00044217144905,0.0296006513905686,0.0297983103819598,1.00667752167962,1.23169831107275e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic, serially independent"
"bam_fe","penalty_cluster",1000,0.061,0.939,1.00044217144905,0.0296006513905686,0.0296216073720563,1.00070795676795,1.23169831107275e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic, serially independent"
"bam_fe","penalty_cluster_delta",1000,0.061,0.939,1.00044217144905,0.0296006513905686,0.0296424031152068,1.00141050019769,1.23169831107275e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic, serially independent"
"bam_fe","mgcv_sandwich_freq",1000,0.06,0.94,1.00044217144905,0.0296006513905686,0.0294899785119805,0.996261133678182,1.23169831107275e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic, serially independent"
"bam_fe","mgcv_sandwich_default",1000,0.06,0.94,1.00044217144905,0.0296006513905686,0.0295108450784192,0.996966069733924,1.23169831107275e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic, serially independent"
"bam_re","classic_cluster",1000,0.05,0.95,1.0060839473512,0.0294830883348418,0.0298134040026556,1.01120356402499,1.29096517621064e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic, serially independent"
"bam_re","penalty_cluster",1000,0.055,0.945,1.0060839473512,0.0294830883348418,0.0291781460443969,0.989657043828594,1.29096517621064e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic, serially independent"
"bam_re","penalty_cluster_delta",1000,0.054,0.946,1.0060839473512,0.0294830883348418,0.029398475636385,0.997130127702503,1.29096517621064e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic, serially independent"
"bam_re","mgcv_sandwich_freq",1000,0.059,0.941,1.0060839473512,0.0294830883348418,0.0290871363444658,0.986570199638546,1.29096517621064e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic, serially independent"
"bam_re","mgcv_sandwich_default",1000,0.057,0.943,1.0060839473512,0.0294830883348418,0.0293079298706878,0.994059019117512,1.29096517621064e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1,1,"n=500, T=4","Heteroskedastic, serially independent"
"bam_fd","classic_cluster",1000,0.872,0.944,1.07486925960844,0.0239977536101036,0.0237198554368979,0.98841982555031,8.92319558039559e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_fd","penalty_cluster",1000,0.873,0.941,1.07486925960844,0.0239977536101036,0.0235728769763486,0.982295149760346,8.92319558039559e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_fd","penalty_cluster_delta",1000,0.873,0.941,1.07486925960844,0.0239977536101036,0.0235918248459225,0.983084718229201,8.92319558039559e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_fd","mgcv_sandwich_freq",1000,0.916,0.92,1.07486925960844,0.0239977536101036,0.0213916487739218,0.891402133777863,8.92319558039559e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_fd","mgcv_sandwich_default",1000,0.916,0.92,1.07486925960844,0.0239977536101036,0.0214124970562517,0.892270893523824,8.92319558039559e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_fe","classic_cluster",1000,0.87,0.949,1.07560756296584,0.0243563090987088,0.0245336876944472,1.00728265497943,8.40247623030878e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_fe","penalty_cluster",1000,0.872,0.949,1.07560756296584,0.0243563090987088,0.0244038136562599,1.00195040050439,8.40247623030878e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_fe","penalty_cluster_delta",1000,0.872,0.949,1.07560756296584,0.0243563090987088,0.0244210336466022,1.00265740378113,8.40247623030878e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_fe","mgcv_sandwich_freq",1000,0.879,0.949,1.07560756296584,0.0243563090987088,0.0240666071035246,0.98810566929455,8.40247623030878e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_fe","mgcv_sandwich_default",1000,0.879,0.949,1.07560756296584,0.0243563090987088,0.024084044797753,0.988821610866718,8.40247623030878e-07,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_re","classic_cluster",1000,0.909,0.949,1.07927263162975,0.0243343384907415,0.0245415471932936,1.00851507439296,5.82400353333653e-06,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_re","penalty_cluster",1000,0.919,0.946,1.07927263162975,0.0243343384907415,0.0241677838041071,0.993155569579269,5.82400353333653e-06,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_re","penalty_cluster_delta",1000,0.916,0.949,1.07927263162975,0.0243343384907415,0.024287929741694,0.998092869914459,5.82400353333653e-06,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_re","mgcv_sandwich_freq",1000,0.923,0.943,1.07927263162975,0.0243343384907415,0.0238556532313094,0.980328815611149,5.82400353333653e-06,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_re","mgcv_sandwich_default",1000,0.922,0.944,1.07927263162975,0.0243343384907415,0.0239772322210628,0.9853250060685,5.82400353333653e-06,"hetero_ar1",0.5,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic AR(1), rho=0.5"
"bam_fd","classic_cluster",1000,0.583,0.939,1.07502213115861,0.0343394493694796,0.0342096660928116,0.996220577817901,1.64931277259368e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic, serially independent"
"bam_fd","penalty_cluster",1000,0.589,0.937,1.07502213115861,0.0343394493694796,0.0339801259291004,0.989536132728483,1.64931277259368e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic, serially independent"
"bam_fd","penalty_cluster_delta",1000,0.588,0.937,1.07502213115861,0.0343394493694796,0.0340044084577538,0.990243264878217,1.64931277259368e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic, serially independent"
"bam_fd","mgcv_sandwich_freq",1000,0.698,0.904,1.07502213115861,0.0343394493694796,0.0293492074317196,0.854679034481102,1.64931277259368e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic, serially independent"
"bam_fd","mgcv_sandwich_default",1000,0.696,0.905,1.07502213115861,0.0343394493694796,0.029377285715155,0.855496702904768,1.64931277259368e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic, serially independent"
"bam_fe","classic_cluster",1000,0.703,0.941,1.07544180427077,0.0296005865172063,0.0297983307177065,1.00668041494331,1.23169948801764e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic, serially independent"
"bam_fe","penalty_cluster",1000,0.706,0.939,1.07544180427077,0.0296005865172063,0.0296216285304613,1.00071086474056,1.23169948801764e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic, serially independent"
"bam_fe","penalty_cluster_delta",1000,0.705,0.939,1.07544180427077,0.0296005865172063,0.0296424242814531,1.00141340997492,1.23169948801764e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic, serially independent"
"bam_fe","mgcv_sandwich_freq",1000,0.706,0.94,1.07544180427077,0.0296005865172063,0.0294899942472925,0.996263848696056,1.23169948801764e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic, serially independent"
"bam_fe","mgcv_sandwich_default",1000,0.706,0.94,1.07544180427077,0.0296005865172063,0.0295108608236501,0.996968786631844,1.23169948801764e-06,"hetero",NA,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic, serially independent"
"bam_re","classic_cluster",1000,0.768,0.95,1.08108358323272,0.029483032565518,0.0298134247629013,1.01120618093302,1.29096732423683e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic, serially independent"
"bam_re","penalty_cluster",1000,0.779,0.945,1.08108358323272,0.029483032565518,0.029178166953646,0.98965962503367,1.29096732423683e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic, serially independent"
"bam_re","penalty_cluster_delta",1000,0.775,0.946,1.08108358323272,0.029483032565518,0.0293984967632482,0.997132730424458,1.29096732423683e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic, serially independent"
"bam_re","mgcv_sandwich_freq",1000,0.786,0.941,1.08108358323272,0.029483032565518,0.029087151654083,0.986572585077357,1.29096732423683e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic, serially independent"
"bam_re","mgcv_sandwich_default",1000,0.783,0.944,1.08108358323272,0.029483032565518,0.0293079454336858,0.994061427316097,1.29096732423683e-05,"hetero",NA,"substantive",1000,500,4,20,"baseline",1.075,1,"n=500, T=4","Heteroskedastic, serially independent"
