"sim","method","beta_hat","se_classic_cluster","t_classic_cluster","reject_classic_cluster","se_penalty_cluster","t_penalty_cluster","reject_penalty_cluster","p_boot","reject_wild_boot","boot_success","error_design","rho","df_correction"
11,"bam_fe",0.981006939823136,0.0369347516082559,-0.514232784839376,0,0.0365424340971295,-0.519753559009798,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
11,"bam_re",0.981476255283736,0.0368339162555626,-0.502899137516137,0,0.0360866309748417,-0.513313219213457,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
11,"bam_fd",0.979077503406604,0.0373641090374496,-0.559962411319002,0,0.0369737464617128,-0.565874399962745,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
12,"bam_fe",1.1084133361123,0.039671142325483,2.73280096708138,1,0.0391053601662993,2.77233953737454,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
12,"bam_re",1.11800759863914,0.0398755071846713,2.9594005686906,1,0.0389261708724291,3.03157479901845,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
12,"bam_fd",1.08576294757822,0.0405722365273403,2.11383337274078,1,0.0399778509478538,2.14526157721914,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
13,"bam_fe",1.03075646473565,0.0344775580559842,0.892072016402812,0,0.0344145027452465,0.893706498197046,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
13,"bam_re",1.03399952110438,0.0345400918900941,0.984349468801764,0,0.0341631140414399,0.995211416123741,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
13,"bam_fd",1.02998628097866,0.0308141397695952,0.973133801653203,0,0.0304549910159159,0.984609746329867,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
14,"bam_fe",1.11568155613497,0.040335244242668,2.86800187545664,1,0.0394823594936823,2.92995549451608,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
14,"bam_re",1.11642580412894,0.0403615735084426,2.88457049635551,1,0.0389042176849497,2.99262679105298,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
14,"bam_fd",1.06498533932276,0.0395983981034329,1.64111030837689,0,0.0385356163495693,1.68637082986431,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
15,"bam_fe",1.00220040766578,0.0448860092650825,0.0490221274246351,0,0.0442838878464785,0.0496886739801281,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
15,"bam_re",1.01785219895791,0.045195076287052,0.395003182305103,0,0.0439454204599419,0.406235707180922,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
15,"bam_fd",1.01089720126719,0.0391461017987621,0.278372577765457,0,0.038930216348262,0.279916278134861,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
16,"bam_fe",1.06263892477951,0.0390706938478959,1.60322017887286,0,0.0380495507226179,1.64624610777009,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
16,"bam_re",1.06486069371578,0.0391619256495775,1.65621819254122,0,0.0378794745056475,1.71229127547972,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
16,"bam_fd",1.06643303204027,0.0352771678750649,1.8831736231078,0,0.034231511866049,1.94069815847535,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
17,"bam_fe",1.07607744475543,0.0372279452787441,2.04355744551048,1,0.0360438948582881,2.11068878806089,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
17,"bam_re",1.07645081132258,0.037180309348868,2.05621773087554,1,0.0357423617231777,2.13894123490459,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
17,"bam_fd",1.0809252383262,0.0363130763967795,2.22854261759484,1,0.0355066456934568,2.27915751391614,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
18,"bam_fe",1.05567132479509,0.039006988912832,1.42721410564392,0,0.0378067973071365,1.47252157708109,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
18,"bam_re",1.06135998168108,0.039003693237126,1.57318388563959,0,0.0372172953961398,1.64869534521417,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
18,"bam_fd",1.05130026951501,0.0368168140392856,1.39339241739578,0,0.0363676137958294,1.41060312076054,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
19,"bam_fe",1.05059399923589,0.0408422423196279,1.2387664428399,0,0.0402486283465877,1.2570366075638,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
19,"bam_re",1.05480084516378,0.0409569386178678,1.33801126287975,0,0.0399139830646552,1.37297360363689,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
19,"bam_fd",1.02871930127571,0.0373655662510262,0.768603400327862,0,0.0365335799974726,0.786106953594516,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
20,"bam_fe",1.0755225374583,0.0404495926287331,1.8670778257642,0,0.0397502629887222,1.89992547922839,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
20,"bam_re",1.07926031100435,0.040411512916025,1.96132995983233,1,0.0393097468415969,2.01630174123836,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
20,"bam_fd",1.07337888131638,0.0376324202787665,1.94988472101488,0,0.0367859548246268,1.99475266215607,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
21,"bam_fe",1.13798223523036,0.0409865023972774,3.36652866577672,1,0.0402383896607261,3.42911921659319,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
21,"bam_re",1.13929567013144,0.0409859631193039,3.3986189302414,1,0.0399486674164313,3.48686649993608,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
21,"bam_fd",1.12021297691012,0.043080864456157,2.79040308098878,1,0.0417937958363608,2.87633545851643,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
22,"bam_fe",1.06209666654815,0.0432757924380744,1.43490536047383,0,0.0421751375826268,1.47235243575649,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
22,"bam_re",1.06832470557679,0.0431990262081228,1.58162605906005,0,0.0416490918125587,1.64048488462317,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
22,"bam_fd",1.06218236324639,0.038212781884806,1.62726606594198,0,0.0369275871212982,1.68389998084991,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
23,"bam_fe",1.12441183061591,0.0426347267737008,2.91808673423129,1,0.0420354398100131,2.95968904282229,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
23,"bam_re",1.12882595718401,0.0423842051114227,3.03948031690917,1,0.041405638091308,3.11131437945534,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
23,"bam_fd",1.14851956092204,0.037851018315401,3.92379300563253,1,0.0368275826655305,4.03283490721885,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
24,"bam_fe",1.06959251495405,0.0376416944172869,1.84881461983511,0,0.0372484895404218,1.86833119443741,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
24,"bam_re",1.07322990285517,0.0374678331275405,1.95447392449675,0,0.0368000244259102,1.9899416915499,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
24,"bam_fd",1.0450092635265,0.0359574851956569,1.25173557832517,0,0.034754285591507,1.2950708886821,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
25,"bam_fe",1.09835303098651,0.0371115250024588,2.65020181682101,1,0.0363996943451586,2.70202903502118,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
25,"bam_re",1.10079911251807,0.0371899804393596,2.71038358523557,1,0.0361811169397778,2.78595911469092,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
25,"bam_fd",1.10653450828407,0.0368619011007016,2.89009804440191,1,0.0357844243255542,2.97711952314394,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
26,"bam_fe",0.977761645039443,0.0373861024139979,-0.594829455991398,0,0.0365244782894391,-0.608861673103957,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
26,"bam_re",0.984107221691354,0.0372886580874146,-0.426209446083813,0,0.0360960934535802,-0.44029081233081,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
26,"bam_fd",0.984218078447192,0.0361220143798384,-0.436905909699677,0,0.0356914829970977,-0.442176122356458,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
27,"bam_fe",1.12660056291651,0.0392859982282917,3.22253649203032,1,0.0388691520112433,3.25709608688885,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
27,"bam_re",1.12744790858454,0.0393035583775678,3.24265572496559,1,0.0385043985368034,3.30995713289021,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
27,"bam_fd",1.1459829208521,0.0318462519964148,4.58399063313748,1,0.0310524213069281,4.70117674268225,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
28,"bam_fe",1.00046214499771,0.0418805347449502,0.0110348399446403,0,0.0416675094762147,0.0110912555973685,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
28,"bam_re",1.00464799335885,0.0419106029530244,0.110902564777162,0,0.0413019199754995,0.112536980401998,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
28,"bam_fd",1.03000179779943,0.034034958909058,0.881499457061019,0,0.0335117788530418,0.895261273088326,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
29,"bam_fe",1.08102836498111,0.0336699714780923,2.40654688507329,1,0.0336371000375068,2.4088986532953,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
29,"bam_re",1.08334327895814,0.0336425404670604,2.47731823462441,1,0.0332230224644264,2.50860014459486,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
29,"bam_fd",1.05403715851485,0.0352573383779989,1.5326499673773,0,0.0358525152540064,1.50720690395109,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
30,"bam_fe",0.997566511842174,0.042964638417431,-0.0566393259075638,0,0.04171216510653,-0.0583400106805904,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
30,"bam_re",0.99942985043529,0.0429555481051274,-0.0132730133791926,0,0.0413553147676515,-0.0137866092402683,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
30,"bam_fd",1.00588144803967,0.0416790302621459,0.141112881050092,0,0.0409753610993577,0.143536210099625,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
31,"bam_fe",1.08620708595082,0.0426277732825999,2.02232205232285,1,0.0415991704626608,2.07232704383371,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
31,"bam_re",1.09568825759039,0.0426836914097581,2.24179902042202,1,0.0412743333888511,2.31834774141351,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
31,"bam_fd",1.07876793302616,0.0376134164359005,2.09414460290774,1,0.03656475950097,2.15420350362411,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
32,"bam_fe",1.05442391913482,0.0376856873513491,1.44415354899629,0,0.0364494980286377,1.4931321987495,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
32,"bam_re",1.05895085761204,0.0377546423194828,1.5614201059884,0,0.0361336227664892,1.6314682309329,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
32,"bam_fd",1.05054046193643,0.038739492857772,1.30462373686685,0,0.0380845418001803,1.32705973467151,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
33,"bam_fe",1.06674834052981,0.0428400110165375,1.5580841121642,0,0.0423921321175889,1.57454549218372,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
33,"bam_re",1.07320598553754,0.0428858642218858,1.706995693471,0,0.0419923516859044,1.74331711843884,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
33,"bam_fd",1.03643237500377,0.0441012740593143,0.826107086039542,0,0.0432985769486842,0.841421995160478,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
34,"bam_fe",1.08324397390278,0.0369844878263967,2.25078076769697,1,0.0367846474453163,2.26300861049508,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
34,"bam_re",1.0863961176676,0.036969848705697,2.33693457485754,1,0.0364541123325245,2.36999647336118,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
34,"bam_fd",1.09744284535158,0.034956179742364,2.78757135561615,1,0.0341058198143545,2.8570738332046,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
35,"bam_fe",1.083356773122,0.0424632069172035,1.96303527626949,1,0.0426833406850154,1.95291117762169,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
35,"bam_re",1.08017964174265,0.0424250808634641,1.88991134750428,0,0.0420590777320484,1.90635758238588,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
35,"bam_fd",1.08428859734599,0.0404127348212629,2.08569397044714,1,0.0401722008292992,2.09818221571052,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
36,"bam_fe",1.02957220668367,0.0458124042901622,0.645506542210123,0,0.0448542373356036,0.659295719653257,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
36,"bam_re",1.04197401222146,0.0459137125755422,0.914193382911431,0,0.0442877178431724,0.947757397888339,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
36,"bam_fd",1.06253696613732,0.0443002629278238,1.41166128605629,0,0.0430857747687264,1.451452746829,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
37,"bam_fe",1.0270290043173,0.0393673626194622,0.686584076728095,0,0.0384660304893782,0.702672045267766,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
37,"bam_re",1.02847213896393,0.0393393364919826,0.723757477956887,0,0.0380543321116859,0.748197048377345,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
37,"bam_fd",1.04616555449563,0.0414472794710176,1.11383799093283,0,0.0403903433064197,1.14298494928346,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
38,"bam_fe",1.03352811737445,0.0386850037005051,0.866695467680962,0,0.03806248859016,0.880870342858161,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
38,"bam_re",1.0342754739434,0.0387536088252343,0.884445990513259,0,0.0378015181092271,0.906722154500755,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
38,"bam_fd",1.08142545901281,0.0373859747888196,2.17796806082385,1,0.0363302069994924,2.24126053049884,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
39,"bam_fe",1.06245241152676,0.0421167391566883,1.48284061817824,0,0.0417843831414365,1.49463524004553,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
39,"bam_re",1.06123345986861,0.0422369828718169,1.44975932713862,0,0.0415125206511,1.47506002787109,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
39,"bam_fd",1.05818426333797,0.0377024330587135,1.54324956289576,0,0.0377449935129572,1.54150942741566,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
40,"bam_fe",1.10969747020094,0.0369296481110995,2.97044450223092,1,0.0366811673396389,2.99056649929445,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
40,"bam_re",1.11117611905366,0.0369470475032579,3.00906639546372,1,0.036366908542353,3.05706818395573,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
40,"bam_fd",1.14693614203458,0.0345572688430982,4.25196049785422,1,0.0340106603418633,4.3202966528033,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
41,"bam_fe",1.17910407653868,0.0361542234711538,4.95389084159372,1,0.0347652953722856,5.15180655365467,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
41,"bam_re",1.18244579729793,0.0362191434906805,5.03727531118659,1,0.0345510487820056,5.2804706001558,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
41,"bam_fd",1.16589317132571,0.0349037568884861,4.75287436408998,1,0.0342923388855519,4.83761611826393,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
42,"bam_fe",1.12402225237686,0.0376444099450505,3.29457288765847,1,0.0374955803015297,3.30764989845495,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
42,"bam_re",1.12740522633388,0.0376312549173236,3.38562257925738,1,0.0369591063294206,3.44719445319659,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
42,"bam_fd",1.1085450933726,0.03519507956416,3.08409853640841,1,0.0352710572896589,3.07745504993488,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
43,"bam_fe",1.06610591232114,0.0385339655334515,1.71552321195047,0,0.0383712399582405,1.72279843948433,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
43,"bam_re",1.07772525395081,0.0385592655148667,2.01573481530244,1,0.0380120055169202,2.04475541066124,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
43,"bam_fd",1.08410620075561,0.0354079239843732,2.37534967575993,1,0.0352507828787309,2.38593852071183,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
44,"bam_fe",0.997184858338652,0.0371542495727198,-0.0757690356748673,0,0.0356241205747707,-0.0790234710619646,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
44,"bam_re",1.00011486574964,0.0371335189775549,0.0030933171107341,0,0.0353898201540045,0.00324572854948636,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
44,"bam_fd",1.01074645442849,0.0378083249572434,0.284235137119813,0,0.0362632307296302,0.296345753322848,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
45,"bam_fe",1.01910013070421,0.0345787967985818,0.552365393609989,0,0.0336034620107656,0.568397705512883,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
45,"bam_re",1.01918369691629,0.0345996482132978,0.554447744613726,0,0.0333466845217431,0.575280487143569,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
45,"bam_fd",1.00818343013106,0.0313599186886683,0.260951892519467,0,0.030470672835546,0.268567424658838,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
46,"bam_fe",1.06062741529697,0.033623429990236,1.80312999936578,0,0.0330851030821608,1.83246868375814,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
46,"bam_re",1.06884187953632,0.0337298932170547,2.04097531804538,1,0.0327863752169038,2.09970998870354,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
46,"bam_fd",1.03856567069222,0.0305794325082061,1.26116371459391,0,0.0299687558146052,1.28686258885089,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
47,"bam_fe",1.1268628624015,0.0369529344214068,3.43309305168497,1,0.0358586735800279,3.53785708549356,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
47,"bam_re",1.13477049667421,0.0368425387463083,3.65801329822082,1,0.0353306136154465,3.81455295798458,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
47,"bam_fd",1.10682085240456,0.0363238827273859,2.94078838449782,1,0.0356492922793907,2.9964368315472,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
48,"bam_fe",1.09514193512,0.0453869524712828,2.0962397768434,1,0.0451626148025342,2.10665249423656,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
48,"bam_re",1.10116852692639,0.0454372153097897,2.22655649640116,1,0.0445945634500505,2.26862915789517,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
48,"bam_fd",1.10687738846346,0.0443459766412941,2.41008083614831,1,0.0438981268736275,2.43466853998438,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
49,"bam_fe",1.07855843304903,0.0364148549946672,2.15731829937365,1,0.036087251380422,2.17690264689022,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
49,"bam_re",1.08148992564249,0.0364395002493183,2.23630744343204,1,0.0358601760049958,2.27243518356245,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
49,"bam_fd",1.06353665286151,0.0353740367320104,1.79613803600803,0,0.0347582364935506,1.82795962255733,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
50,"bam_fe",1.06216874587653,0.0418260174839047,1.48636541598657,0,0.0403110770469097,1.54222487789598,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
50,"bam_re",1.06736983381028,0.0417607846519812,1.61323199196848,0,0.039813933320344,1.69211701009851,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
50,"bam_fd",1.10052914164572,0.0400016801254706,2.51312298209473,1,0.03912105618427,2.56969395642605,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
51,"bam_fe",1.05429881032875,0.0437482062628117,1.24116655212239,0,0.0425781225603424,1.27527488446209,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
51,"bam_re",1.05317587343266,0.0437801376636569,1.21461183702046,0,0.0421938915569614,1.26027421198815,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
51,"bam_fd",1.0453964039651,0.0438643976396406,1.03492596291979,0,0.0429114160572374,1.05790971578635,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
52,"bam_fe",1.09072144276909,0.0419051170549909,2.16492517250438,1,0.0408095482333819,2.22304452502817,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
52,"bam_re",1.08884027373256,0.041857132981601,2.12246437833204,1,0.0404846180246753,2.19442045071062,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
52,"bam_fd",1.10522517159274,0.0438344751324796,2.40051172677938,1,0.0421316556361571,2.49753231872599,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
53,"bam_fe",1.07912319236436,0.045150221220899,1.75244307170163,0,0.0452471878480723,1.74868751247115,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
53,"bam_re",1.08422963531068,0.0451083560191841,1.86727344430067,0,0.0448438189185058,1.87828863245908,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
53,"bam_fd",1.07928333289299,0.0402589426023307,1.96933470598414,1,0.039756906686389,1.9942027562254,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
54,"bam_fe",1.15265167032695,0.0431128108621902,3.54074965826045,1,0.0424244709076906,3.59819856467026,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
54,"bam_re",1.15762816445582,0.043031919764194,3.66305210921539,1,0.0419613091011255,3.7565120782085,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
54,"bam_fd",1.15571382336985,0.039512790643896,3.94084601042744,1,0.0390500867200107,3.98754103893087,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
55,"bam_fe",1.05189817483531,0.0385038794357963,1.34786872376975,0,0.0389459223259525,1.33257018285397,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
55,"bam_re",1.05472452958993,0.0385010733951886,1.42137672444134,0,0.0384950070219457,1.42160071717173,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
55,"bam_fd",1.04655817713707,0.0339448300396919,1.37158374582006,0,0.0340698643259867,1.36655011864998,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
56,"bam_fe",1.07018465330865,0.0386890031439423,1.81407241348476,0,0.0386154633910194,1.81752715480745,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
56,"bam_re",1.06788972086745,0.0387818631318516,1.75055336141625,0,0.0383295171274168,1.77121252641314,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
