"sim","method","beta_hat","se_classic_cluster","t_classic_cluster","reject_classic_cluster","se_penalty_cluster","t_penalty_cluster","reject_penalty_cluster","p_boot","reject_wild_boot","boot_success","error_design","rho","df_correction"
1,"bam_fe",1.03783747431268,0.0407209133385243,0.9291902172755,0,0.0399874723340102,0.946233210157136,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
1,"bam_re",1.04385987518599,0.0406723758606604,1.07837012856707,0,0.0395911595860312,1.10781991850179,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
1,"bam_fd",1.06515468739011,0.0377142906239896,1.72758618317126,0,0.0369080905675288,1.76532262678016,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
2,"bam_fe",1.02453500875056,0.0358003945761921,0.685327886494314,0,0.0356655600612509,0.687918785193016,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
2,"bam_re",1.02667391153358,0.0359935897507357,0.741073944507991,0,0.0356145569357167,0.748960925773296,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
2,"bam_fd",1.0159971264094,0.0377273881840283,0.424018920455634,0,0.0374645838143767,0.42699330356003,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
3,"bam_fe",1.07996203622443,0.0434809216793671,1.83901428801518,0,0.0429639639841602,1.8611419619918,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
3,"bam_re",1.0780244549547,0.0433508589522725,1.79983642401655,0,0.0422997753060917,1.84455956066196,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
3,"bam_fd",1.08460147793277,0.0430949953468987,1.963139275263,1,0.0427579319699451,1.97861482150821,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
4,"bam_fe",1.0372092986128,0.0389849786362592,0.954452199653043,0,0.0387374454702226,0.960551171124779,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
4,"bam_re",1.04287435054571,0.0388042122517998,1.1048890843988,0,0.0382507937253262,1.12087479422212,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
4,"bam_fd",1.04133237250187,0.037668538552505,1.09726509416495,0,0.0374600907492946,1.10337085882924,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
5,"bam_fe",1.0164229278965,0.0415036929066933,0.395697990861134,0,0.0413690025950974,0.396986315025209,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
5,"bam_re",1.02628565558848,0.0414773031537053,0.63373588902526,0,0.0409598267623409,0.641742352598304,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
5,"bam_fd",1.03371659722931,0.0404330023267896,0.833888044147764,0,0.0396640858274205,0.850053556661066,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
6,"bam_fe",1.04524167267655,0.0364904325071937,1.23982286775108,0,0.0361112583261747,1.2528412127847,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
6,"bam_re",1.04893666204573,0.036549705397872,1.33890715432627,0,0.035858134965462,1.36472970757858,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
6,"bam_fd",1.05615807827846,0.0366651405874081,1.53164770075213,0,0.0359710903727195,1.56120033328341,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
7,"bam_fe",1.09171702223695,0.0375725199781136,2.44106656381789,1,0.0365163467882792,2.51167026013652,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
7,"bam_re",1.09667592555499,0.037467357626783,2.58027071238888,1,0.03615159347397,2.6741815855115,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
7,"bam_fd",1.07760239099543,0.037169589708077,2.08779251008431,1,0.0363016795484058,2.1377080058225,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
8,"bam_fe",1.02714056192819,0.043792594428935,0.619752318448067,0,0.0430975823742741,0.629746738285467,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
8,"bam_re",1.03557722382203,0.043725866900031,0.813642503723775,0,0.0423718988526925,0.839641951042112,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
8,"bam_fd",1.04013394173672,0.0397975457206058,1.00845268244608,0,0.0391008693672059,1.02642070077285,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
9,"bam_fe",1.02514387973193,0.0383600289976191,0.65547082181531,0,0.0377180214701765,0.666627748536856,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
9,"bam_re",1.02756058336551,0.0384130946790689,0.717478859638207,0,0.0372933706904319,0.739020980277973,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
9,"bam_fd",1.01079554148098,0.0363431835933791,0.297044463736608,0,0.0357301416077027,0.302141021424026,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
10,"bam_fe",1.0458050513263,0.03816078369423,1.20031736489806,0,0.037384700236069,1.2252352175372,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
10,"bam_re",1.04828130619632,0.0381965976100666,1.26402112275025,0,0.0371242037579044,1.30053445755146,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
10,"bam_fd",1.06293465356745,0.0359800345845483,1.74915489365533,0,0.0351719634583462,1.78934149189549,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
