"sim","method","beta_hat","se_classic_cluster","t_classic_cluster","reject_classic_cluster","se_penalty_cluster","t_penalty_cluster","reject_penalty_cluster","p_boot","reject_wild_boot","boot_success","error_design","rho","df_correction"
41,"bam_fe",1.06305835220883,0.0222431806246024,2.83495212636457,1,0.0221293866219235,2.84953005187936,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
41,"bam_re",1.0730746648272,0.0222673962895284,3.28168879185763,1,0.021918461122387,3.33393226920299,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
41,"bam_fd",1.07979326591922,0.0225860029706596,3.5328635182984,1,0.0226386093198004,3.5246540453098,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
42,"bam_fe",1.0345287011547,0.0238753226384639,1.4462087770524,0,0.0237557364382967,1.45348898125678,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
42,"bam_re",1.04241561197904,0.0238740304350754,1.77664228477836,0,0.0234456132394889,1.80910652861921,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
42,"bam_fd",1.02369217711615,0.0237564548877913,0.997294302877112,0,0.0235521939560878,1.00594352952105,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
43,"bam_fe",1.10167064200578,0.0260320846666557,3.90558971007087,1,0.0259915449749008,3.91168136037947,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
43,"bam_re",1.1049305462794,0.0260278904484901,4.0314656497828,1,0.0257078664695234,4.08165128770186,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
43,"bam_fd",1.09853414693859,0.0256315462001047,3.84425294398297,1,0.0256336279560914,3.84394074484385,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
44,"bam_fe",1.06776788565719,0.0249302522908597,2.71829923205533,1,0.0249360612407797,2.71766599395273,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
44,"bam_re",1.07404064172611,0.0249344953838655,2.96940606121188,1,0.0247119070378321,2.99615248684608,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
44,"bam_fd",1.07421272093168,0.0248702120032939,2.98400033428948,1,0.0247656898617915,2.99659413268251,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
45,"bam_fe",1.11105211025468,0.0243343336219225,4.56359775369532,1,0.0241836268909534,4.59203703213848,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
45,"bam_re",1.11511382902276,0.0243683375102239,4.72390982661254,1,0.0239895331386306,4.79850226169632,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
45,"bam_fd",1.08803983412332,0.0228160586728359,3.85867845913874,1,0.0227337278713415,3.87265276603853,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
46,"bam_fe",1.07044072930436,0.025174463259887,2.79810252862868,1,0.0248730290598218,2.83201250378245,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
46,"bam_re",1.07016960203892,0.0251910847809382,2.78549346521251,1,0.0246434787536372,2.84739028691561,1,NA,NA,NA,"hetero_ar1",0.5,"substantive"
46,"bam_fd",1.04978695608484,0.0266367846161703,1.8691053294254,0,0.0265286651694194,1.87672300007887,0,NA,NA,NA,"hetero_ar1",0.5,"substantive"
